Station,Date,Max Temperature (°C),Min Temperature (°C),Max Humidity (%),Min Humidity (%),Max Wind (km/h),Total Precipitation (l)
Alaró,2025-07-05,-,-,-,-,-,-
Alcúdia,2025-07-05,34.3,23.6,85,44,15.5,0
Algaida,2025-07-05,35.7,23.8,84,35,24.1,0
Andratx,2025-07-05,37,24.9,76,30,19.1,0
Ariany,2025-07-05,-,-,-,-,-,-
Artà,2025-07-05,34.1,20.4,91,47,25.9,0
Banyalbufar,2025-07-05,35.4,23.8,86,47,9,0
Binissalem,2025-07-05,37.6,21.6,87,35,19.2,0
Búger,2025-07-05,37.6,22.1,88,38,25.9,0
Bunyola,2025-07-05,38.7,22.8,83,29,19.2,0
Calvià,2025-07-05,35,23.5,83,28,20.1,0
Campanet,2025-07-05,-,-,-,-,-,-
Campos,2025-07-05,36.5,23.4,88,43,38.9,0
Capdepera,2025-07-05,32.8,24.2,84,46,18,0
Consell,2025-07-05,-,-,-,-,-,-
Costitx,2025-07-05,39,22.7,94,37,11.1,0
Deià,2025-07-05,32.9,25,83,53,14.8,0
Escorca,2025-07-05,30.8,16.1,92,51,15.8,0
Esporles,2025-07-05,37.6,22.8,88,40,17.2,0
Estellencs,2025-07-05,21.8,21.8,75,75,0,0
Felanitx,2025-07-05,32.9,23.2,82,44,29.6,0
Fornalutx,2025-07-05,34.2,23.8,84,43,17.2,0
Inca,2025-07-05,38.5,27.9,70,39,19.2,0
Lloret,2025-07-05,36.1,22.8,90,43,6.1,0
Lloseta,2025-07-05,35.3,22.7,82,41,27.7,0
Llubí,2025-07-05,37,23,85,37,13.7,0
Llucmajor,2025-07-05,35.6,23.9,88,40,19.8,0
Manacor,2025-07-05,34.9,22.4,92,42,18.7,0
Mancor,2025-07-05,-,-,-,-,-,-
Maria,2025-07-05,34.1,23.1,91,44,20.5,0
Marratxí,2025-07-05,39.5,23.9,86,29,23.3,0
Montuïri,2025-07-05,35.6,21,92,43,23.8,0
Muro,2025-07-05,34.3,24.1,89,48,0,0
Palma,2025-07-05,36.5,25.9,79,41,13,0
Petra,2025-07-05,36.6,22.2,91,35,17.9,0
Pollença,2025-07-05,32.1,23.6,59,30,24.1,0
Porreres,2025-07-05,36.8,23.5,81,34,18,0
Sa Pobla,2025-07-05,37.8,24.2,81,38,11.4,0
Puigpunyent,2025-07-05,36.8,21.9,85,33,27.8,0
Ses   Salines,2025-07-05,32.1,24,89,58,31.5,0
Sant   Joan,2025-07-05,34,23.8,68,43,15,0
Sant   Llorenç,2025-07-05,37,23.1,84,43,8.5,0
Sencelles,2025-07-05,35.8,23.2,86,40,25.9,0
Santa   Eugènia,2025-07-05,40.8,21,92,32,16.9,0
Santa   Margalida,2025-07-05,34.9,24.1,85,43,18,0
Santa   Maria,2025-07-05,-,-,-,-,-,-
Santanyi,2025-07-05,37.3,23.7,92,49,6.1,0
Selva,2025-07-05,35.1,24.3,80,35,11.7,0
Sineu,2025-07-05,37.1,22.3,97,44,10.5,0
Sóller,2025-07-05,35.5,24.1,82,42,29.6,0
Son   Servera,2025-07-05,,,,,,
Valldemossa,2025-07-05,32.7,22.7,87,43,32.2,0
Villafranca,2025-07-05,,,,,19.2,0
