Station,Date,Max Temperature (°C),Min Temperature (°C),Max Humidity (%),Min Humidity (%),Max Wind (km/h),Total Precipitation (l)
Alaró,2025-09-23,22.1,15.5,86,63,0,10.41
Alcúdia,2025-09-23,23.3,15,93,62,38.2,46
Algaida,2025-09-23,22.9,15.4,91,60,24.5,1.8
Andratx,2025-09-23,24.6,17.5,79,47,16.9,0.3
Ariany,2025-09-23,-,-,-,-,-,-
Artà,2025-09-23,22.6,15.4,97,67,38.9,5.99
Banyalbufar,2025-09-23,23.2,16.2,94,65,15.4,0.99
Binissalem,2025-09-23,22.9,15.4,94,64,15.8,5.33
Búger,2025-09-23,24.4,16.2,92,57,15.8,7.87
Bunyola,2025-09-23,25.4,15,90,55,16.9,6.35
Calvià,2025-09-23,23.7,16.4,84,53,19.8,0
Campanet,2025-09-23,-,-,-,-,-,-
Campos,2025-09-23,25.3,17.1,88,58,50.1,26.59
Capdepera,2025-09-23,24.1,16.2,93,58,20.1,18.49
Consell,2025-09-23,-,-,-,-,-,-
Costitx,2025-09-23,-,-,-,-,-,-
Deià,2025-09-23,24.3,16.3,88,50,14.4,0
Escorca,2025-09-23,17.3,9.8,97,75,9.7,1.8
Esporles,2025-09-23,22.8,15.2,97,64,16.9,0
Estellencs,2025-09-23,-,-,-,-,-,-
Felanitx,2025-09-23,25.4,16.3,87,58,45.1,1386
Fornalutx,2025-09-23,22.8,13.6,94,54,14.3,3.99
Inca,2025-09-23,24.1,17.1,93,61,12.2,8.41
Lloret,2025-09-23,22.6,15.7,93,67,6.1,0
Lloseta,2025-09-23,22.5,15.9,94,64,31.7,5.59
Llubí,2025-09-23,24,16.7,90,56,16.9,0.99
Llucmajor,2025-09-23,23.9,16.7,87,63,33.5,0
Manacor,2025-09-23,27.1,15.8,88,48,23,0
Mancor,2025-09-23,-,-,-,-,-,-
Maria,2025-09-23,22.4,16.1,93,64,28.1,0
Marratxí,2025-09-23,26.5,16.2,89,51,22.5,0
Montuïri,2025-09-23,22.7,14.4,99,69,22.4,1.5
Muro,2025-09-23,23,15.6,96,67,0,2.01
Palma,2025-09-23,23.7,18.3,82,63,25.2,0
Petra,2025-09-23,24.5,15.9,93,51,19,2.29
Pollença,2025-09-23,20.5,14.4,73,55,43.5,23.8
Porreres,2025-09-23,24.8,15.8,89,54,30.2,0
Sa Pobla,2025-09-23,26,16.7,91,57,15.4,7.11
Puigpunyent,2025-09-23,22.1,15.3,89,64,24.1,4.19
Ses   Salines,2025-09-23,25.1,17,88,61,37,5.08
Sant   Joan,2025-09-23,22.3,17.1,71,48,27.7,0.25
Sant   Llorenç,2025-09-23,25.2,17.1,89,58,8.9,0
Sencelles,2025-09-23,23.2,16.2,88,62,35.4,0
Santa   Eugènia,2025-09-23,26.9,15,98,51,9.5,0
Santa   Margalida,2025-09-23,24.2,16.1,87,55,26.6,0.71
Santa   Maria,2025-09-23,-,-,-,-,-,-
Santanyi,2025-09-23,26.7,17.1,95,58,14,4.09
Selva,2025-09-23,24,15.9,92,54,11.4,9.14
Sineu,2025-09-23,23.7,15.1,99,69,14,0
Sóller,2025-09-23,23.8,14.5,94,53,37,4.06
Son   Servera,2025-09-23,,,,,,
Valldemossa,2025-09-23,21.5,13.7,90,56,35.4,0.2
Villafranca,2025-09-23,,,,,0,0
