Station,Date,Max Temperature (°C),Min Temperature (°C),Avg Humidity (%),Max Wind (km/h),Total Precipitation (l)
Alaró,2026-08-03,35.6,24.1,60.1,0,0
Alcúdia,2026-08-03,34.4,24.7,76.6,18.7,0
Algaida,2026-08-03,35.3,23.4,73.6,20.5,0
Andratx,2026-08-03,33.6,25.4,73.5,11.9,0
Ariany,2026-08-03,NaN,NaN,NaN,NaN,NaN
Artà,2026-08-03,34.9,22.5,81.7,21.2,0
Banyalbufar,2026-08-03,NaN,NaN,NaN,NaN,NaN
Binissalem,2026-08-03,38,22.3,73.2,7.9,0
Búger,2026-08-03,41.3,23.2,68,16.4,0
Bunyola,2026-08-03,NaN,NaN,NaN,NaN,NaN
Cabrera,2026-08-03,NaN,NaN,NaN,NaN,NaN
Calvià,2026-08-03,NaN,NaN,NaN,NaN,NaN
Campanet,2026-08-03,NaN,NaN,NaN,NaN,NaN
Campos,2026-08-03,NaN,NaN,NaN,NaN,NaN
Capdepera,2026-08-03,32.8,25.2,81.6,19.5,0
Consell,2026-08-03,36.1,21.9,74.1,18.7,0
Costitx,2026-08-03,38.7,23.2,77.1,12.2,0
Deià,2026-08-03,32.1,25,78.5,11.9,0
Escorca,2026-08-03,33.2,16.4,63.7,11.5,0
Esporles,2026-08-03,35.4,22.7,79.1,18.7,0
Estellencs,2026-08-03,32.6,24.5,73.7,13,0
Felanitx,2026-08-03,35.9,24.7,73.6,19,0
Fornalutx,2026-08-03,32.5,23.4,75.9,16.9,0
Inca,2026-08-03,37.5,25.3,69.9,13.7,0
Lloret de Vistalegre,2026-08-03,36.6,23.5,76.6,7.2,0
Lloseta,2026-08-03,,,,,
Llubí,2026-08-03,NaN,NaN,NaN,NaN,NaN
Llucmajor,2026-08-03,,,,20.2,0
Manacor,2026-08-03,36.1,23.2,75.8,20.5,0
Mancor,2026-08-03,NaN,NaN,NaN,NaN,NaN
Maria de la Salut,2026-08-03,36.9,24.4,74.2,21.6,0
Marratxí,2026-08-03,34.3,24.3,76.6,16.4,0
Montuïri,2026-08-03,36.4,21.5,77.8,15.8,0
Muro,2026-08-03,NaN,NaN,NaN,NaN,NaN
Palma,2026-08-03,33.4,25.6,79.4,11.5,0
Petra,2026-08-03,37.9,23.6,72.2,15.4,0
Pollença,2026-08-03,33.6,24.9,58.8,25.7,0
Porreres,2026-08-03,35.3,24.3,71.5,17.6,0
Sa Pobla,2026-08-03,37.1,24.7,69,7.2,0
Puigpunyent,2026-08-03,33,23.7,78.1,12.9,0
Ses Salines,2026-08-03,35.5,24.1,75.6,0,0
Sant Joan,2026-08-03,34.9,24.3,49.4,14,0
Sant Llorenç des Cardassar,2026-08-03,NaN,NaN,NaN,NaN,NaN
Sencelles,2026-08-03,37.4,23.6,74.1,14.8,0
Santa Eugènia,2026-08-03,NaN,NaN,NaN,NaN,NaN
Santa Margalida,2026-08-03,38.8,24,69.7,16.2,0
Santa María del Camí,2026-08-03,34.6,22.8,70.3,21.2,0
Santanyí,2026-08-03,NaN,NaN,NaN,NaN,NaN
Selva,2026-08-03,37.5,23.3,65.8,8.2,0
Sineu,2026-08-03,NaN,NaN,NaN,NaN,NaN
Sóller,2026-08-03,32.2,24.4,77.5,22,0
Son Servera,2026-08-03,32.3,25,76.8,21.2,0
Valldemossa,2026-08-03,30.7,22.4,83.1,11.5,0
Vilafranca de Bonany,2026-08-03,35.3,24.4,75.1,25.6,0
