Station,Date,Max Temperature (°C),Min Temperature (°C),Avg Humidity (%),Max Wind (km/h),Total Precipitation (l)
Alaró,2026-02-11,21.9,16,46.3,0,0
Alcúdia,2026-02-11,23,16.4,52.6,63,0
Algaida,2026-02-11,20.5,14.7,73.1,35.6,0
Andratx,2026-02-11,20.6,15,68.6,28.1,0
Ariany,2026-02-11,NaN,NaN,NaN,NaN,NaN
Artà,2026-02-11,22,16.5,61.2,59.1,0
Banyalbufar,2026-02-11,,,,22.4,0
Binissalem,2026-02-11,22.8,15.3,57.6,29.5,3.56
Búger,2026-02-11,22.8,16.6,54.9,30.9,0
Bunyola,2026-02-11,NaN,NaN,NaN,NaN,NaN
Cabrera,2026-02-11,NaN,NaN,NaN,NaN,NaN
Calvià,2026-02-11,1.5,1.5,15,19.8,0
Campanet,2026-02-11,NaN,NaN,NaN,NaN,NaN
Campos,2026-02-11,NaN,NaN,NaN,NaN,NaN
Capdepera,2026-02-11,23.1,17.5,53.9,46.8,0
Consell,2026-02-11,21.4,14.9,61.9,33.2,0
Costitx,2026-02-11,21.3,14.4,73,19.8,0
Deià,2026-02-11,21.8,16.5,58.5,44.6,0
Escorca,2026-02-11,15.5,11,78.3,17.3,0
Esporles,2026-02-11,21.3,17.4,64,32.8,0
Estellencs,2026-02-11,22,17,58.1,37.8,0
Felanitx,2026-02-11,20.8,15.3,78,26.6,0
Fornalutx,2026-02-11,19.7,12.8,69,19.5,0
Inca,2026-02-11,23.9,15.7,57.1,33.8,0
Lloret de Vistalegre,2026-02-11,21.7,14.9,71.9,7.2,0
Lloseta,2026-02-11,21.5,15.1,55.2,89.6,0
Llubí,2026-02-11,22.6,15.5,57.2,24.5,0
Llucmajor,2026-02-11,19.5,14.9,80.7,35.3,0
Manacor,2026-02-11,21.9,15.1,69,32.8,0
Mancor,2026-02-11,NaN,NaN,NaN,NaN,NaN
Maria de la Salut,2026-02-11,22,15.3,64.7,32,0
Marratxí,2026-02-11,22.5,15.2,60.7,37.3,0
Montuïri,2026-02-11,21.1,15.6,76.3,44.6,0
Muro,2026-02-11,NaN,NaN,NaN,NaN,NaN
Palma,2026-02-11,22.1,15.7,64.8,23,0
Petra,2026-02-11,21.6,15,64,25.9,0
Pollença,2026-02-11,21.8,18.9,37,40.2,0
Porreres,2026-02-11,21.1,15.8,66.6,24.5,0
Sa Pobla,2026-02-11,23.6,16.2,54.8,43.9,0
Puigpunyent,2026-02-11,19.3,14.8,64.9,26.2,0
Ses Salines,2026-02-11,20.1,14.9,80.2,16.6,0
Sant Joan,2026-02-11,20.8,15.4,65.2,25.9,0
Sant Llorenç des Cardassar,2026-02-11,NaN,NaN,NaN,NaN,NaN
Sencelles,2026-02-11,21.9,14.9,65,30.6,0.25
Santa Eugènia,2026-02-11,22.5,15,64.1,23,0
Santa Margalida,2026-02-11,22.8,15.6,58.7,35.3,0
Santa María del Camí,2026-02-11,21.1,15.2,58.3,52.9,0
Santanyí,2026-02-11,20.1,15.7,84.2,9.3,0
Selva,2026-02-11,NaN,NaN,NaN,NaN,NaN
Sineu,2026-02-11,21.6,14.9,74.4,30.6,0
Sóller,2026-02-11,22.7,15.2,58,38.9,0
Son Servera,2026-02-11,22.4,16.2,60.2,33.8,0
Valldemossa,2026-02-11,19.4,14.3,64.7,42.8,0
Vilafranca de Bonany,2026-02-11,21.6,14,71.5,37.4,0
