Station,Date,Max Temperature (°C),Min Temperature (°C),Max Humidity (%),Min Humidity (%),Max Wind (km/h),Total Precipitation (l)
Alaró,2025-06-01,32.7,18.7,40,18,0,0
Alcúdia,2025-06-01,31.2,18.8,87,30,20.5,0
Algaida,2025-06-01,32.5,19.1,81,21,20.2,0
Andratx,2025-06-01,32.4,19.6,67,19,12.2,0
Ariany,2025-06-01,-,-,-,-,-,-
Artà,2025-06-01,31.6,13.8,83,32,25.9,0
Banyalbufar,2025-06-01,28.6,19.3,72,36,7.2,0
Binissalem,2025-06-01,35.2,15.8,78,21,9.3,0
Búger,2025-06-01,34.7,15.9,88,16,15.4,0
Bunyola,2025-06-01,34.1,17.7,60,17,14.8,0
Calvià,2025-06-01,30.8,17.9,70,22,15,0
Campanet,2025-06-01,-,-,-,-,-,-
Campos,2025-06-01,-,-,-,-,-,-
Capdepera,2025-06-01,29.1,20.6,74,28,18,0
Consell,2025-06-01,17.2,17.2,51,51,3.9,0
Costitx,2025-06-01,34.9,16.8,95,22,14,0
Deià,2025-06-01,31,21.2,71,23,9.4,0
Escorca,2025-06-01,27.5,11.6,84,26,17.6,0
Esporles,2025-06-01,31.4,15.9,65,28,18,1.52
Estellencs,2025-06-01,-,-,-,-,-,-
Felanitx,2025-06-01,30.8,16.1,87,23,27.8,0
Fornalutx,2025-06-01,30.3,20.7,55,25,12.2,0
Inca,2025-06-01,35.1,20.2,70,23,16.3,0
Lloret,2025-06-01,34.5,17.1,89,22,5.5,0
Lloseta,2025-06-01,32.5,17.6,61,19,28.4,0
Llubí,2025-06-01,35.2,18.4,86,20,10.1,0
Llucmajor,2025-06-01,32.2,18.1,91,20,19.4,0
Manacor,2025-06-01,31.4,15.9,91,27,18.7,0
Mancor,2025-06-01,-,-,-,-,-,-
Maria,2025-06-01,33.4,17.4,88,23,23,0
Marratxí,2025-06-01,32.5,18.6,88,20,17.5,0
Montuïri,2025-06-01,33.9,14.6,93,24,14.3,0
Muro,2025-06-01,34.5,19.8,89,25,0,0
Palma,2025-06-01,30.7,19.8,86,29,11.9,0
Petra,2025-06-01,35.2,16.8,85,19,15.8,0
Pollença,2025-06-01,28.9,18.3,57,21,27.8,0
Porreres,2025-06-01,33.2,19.2,72,19,19.4,0
Sa Pobla,2025-06-01,36.6,18.7,86,17,13.2,0
Puigpunyent,2025-06-01,33.3,15.2,64,22,11.3,0
Ses   Salines,2025-06-01,29.8,17,93,31,22.5,0
Sant   Joan,2025-06-01,32.3,18.2,71,22,14.6,0
Sant   Llorenç,2025-06-01,33.1,16.7,88,27,0,0
Sencelles,2025-06-01,32.3,18.3,90,24,25.9,0
Santa   Eugènia,2025-06-01,34.7,15,95,21,16.1,0
Santa   Margalida,2025-06-01,34.2,17.5,82,24,16.9,0
Santa   Maria,2025-06-01,-,-,-,-,-,-
Santanyi,2025-06-01,30.5,16.8,97,51,1.8,0
Selva,2025-06-01,30.2,30,20,18,5,0
Sineu,2025-06-01,35.1,17.1,93,26,14.8,0
Sóller,2025-06-01,31.2,19.1,73,19,20.9,0
Son   Servera,2025-06-01,30,20.1,84,26,14.3,0
Valldemossa,2025-06-01,29.4,18.2,48,20,24.1,0
Villafranca,2025-06-01,,,,,21.2,0
