Station,Date,Max Temperature (°C),Min Temperature (°C),Max Humidity (%),Min Humidity (%),Max Wind (km/h),Total Precipitation (l)
Alaró,2025-12-08,18,8.9,87,71,0,0
Alcúdia,2025-12-08,20,9.2,98,67,13,0.51
Algaida,2025-12-08,18.6,11.4,99,74,16.6,0.3
Andratx,2025-12-08,18.8,10.6,95,72,7.2,0.2
Ariany,2025-12-08,-,-,-,-,-,-
Artà,2025-12-08,-,-,-,-,-,-
Banyalbufar,2025-12-08,13.7,9.8,99,89,2.9,0
Binissalem,2025-12-08,19.1,6.1,98,77,6.9,0.25
Búger,2025-12-08,20,8.5,98,72,17.5,0
Bunyola,2025-12-08,19.3,8.9,95,63,11.6,0
Calvià,2025-12-08,20.3,9.6,94,67,10.3,0
Campanet,2025-12-08,-,-,-,-,-,-
Campos,2025-12-08,-,-,-,-,-,-
Capdepera,2025-12-08,20.7,12.2,94,70,14.8,0
Consell,2025-12-08,-,-,-,-,-,-
Costitx,2025-12-08,19.4,10.1,99,81,7.6,0.51
Deià,2025-12-08,19.4,12.2,88,65,6.1,0
Escorca,2025-12-08,13.5,0.9,98,76,0,0
Esporles,2025-12-08,19,8.8,97,72,12.2,0.25
Estellencs,2025-12-08,-,-,-,-,-,-
Felanitx,2025-12-08,-,-,-,-,-,-
Fornalutx,2025-12-08,18.2,10.6,92,63,9.7,0
Inca,2025-12-08,19.8,10,99,74,10.1,0
Lloret,2025-12-08,20.2,9.9,99,75,5.5,0
Lloseta,2025-12-08,18,7.4,98,76,21.6,0
Llubí,2025-12-08,20.4,10.3,99,67,9.4,0.51
Llucmajor,2025-12-08,18.4,12.4,99,82,11.9,0.2
Manacor,2025-12-08,18.9,11.5,98,74,14.4,0.2
Mancor,2025-12-08,-,-,-,-,-,-
Maria,2025-12-08,20,10.3,99,74,12.2,0
Marratxí,2025-12-08,19,11.2,97,75,13.2,0
Montuïri,2025-12-08,19.8,6.5,99,81,11.9,0.3
Muro,2025-12-08,19.7,11.2,99,76,0,0.2
Palma,2025-12-08,18.1,10.6,97,72,9.7,0
Petra,2025-12-08,20.4,9.7,97,69,12.6,0.25
Pollença,2025-12-08,17.9,9.9,75,57,14.5,0
Porreres,2025-12-08,19.1,9.7,98,72,14.8,0.51
Sa Pobla,2025-12-08,-,-,-,-,-,-
Puigpunyent,2025-12-08,-,-,-,-,-,-
Ses   Salines,2025-12-08,-,-,-,-,-,-
Sant   Joan,2025-12-08,19.6,10.1,71,13,9,0.51
Sant   Llorenç,2025-12-08,15.5,-38.9,99,1,1.1,0
Sencelles,2025-12-08,-,-,-,-,-,-
Santa   Eugènia,2025-12-08,19.9,6.9,99,71,12.1,0
Santa   Margalida,2025-12-08,21,10.2,99,67,9.4,0.51
Santa   Maria,2025-12-08,-,-,-,-,-,-
Santanyi,2025-12-08,20.1,11.3,99,77,0,0.2
Selva,2025-12-08,21.7,9.1,92,56,5.6,0
Sineu,2025-12-08,19.8,9.6,99,83,9.7,0.51
Sóller,2025-12-08,-,-,-,-,-,-
Son   Servera,2025-12-08,-,-,-,-,-,-
Valldemossa,2025-12-08,-,-,-,-,-,-
Villafranca,2025-12-08,,,,,0,0.2
