Station,Date,Max Temperature (°C),Min Temperature (°C),Avg Humidity (%),Max Wind (km/h),Total Precipitation (l)
Alaró,2026-06-20,35.5,23.2,28.2,0,0
Alcúdia,2026-06-20,32.2,23.2,70.2,10.8,0
Algaida,2026-06-20,34.9,20,54.9,25.6,0
Andratx,2026-06-20,37.1,24.7,31,22.3,0
Ariany,2026-06-20,NaN,NaN,NaN,NaN,NaN
Artà,2026-06-20,32.9,20.4,66,22.4,0
Banyalbufar,2026-06-20,NaN,NaN,NaN,NaN,NaN
Binissalem,2026-06-20,36.2,19.2,44.8,16.3,0
Búger,2026-06-20,36.8,18.9,51.9,27.7,0
Bunyola,2026-06-20,NaN,NaN,NaN,NaN,NaN
Cabrera,2026-06-20,NaN,NaN,NaN,NaN,NaN
Calvià,2026-06-20,NaN,NaN,NaN,NaN,NaN
Campanet,2026-06-20,NaN,NaN,NaN,NaN,NaN
Campos,2026-06-20,NaN,NaN,NaN,NaN,NaN
Capdepera,2026-06-20,30.4,21.9,73.5,15.8,0
Consell,2026-06-20,36.2,20.3,48.7,22.4,0
Costitx,2026-06-20,37.9,20.3,56.7,10.1,0
Deià,2026-06-20,36,23,39.4,26.3,0
Escorca,2026-06-20,30.6,16.7,35.4,14.4,0
Esporles,2026-06-20,36.7,19.8,46.9,28.5,9.65
Estellencs,2026-06-20,36.5,21.2,49,18.7,0
Felanitx,2026-06-20,34.1,21.8,63.7,25.1,0
Fornalutx,2026-06-20,36,24.6,24.9,2.1,0
Inca,2026-06-20,37.1,22.6,48.7,19.8,0
Lloret de Vistalegre,2026-06-20,34.5,19.8,59.2,5.5,0
Lloseta,2026-06-20,35.5,20.6,44.9,25.6,0.2
Llubí,2026-06-20,37.5,21,49.7,11.9,0
Llucmajor,2026-06-20,,,,26.3,0
Manacor,2026-06-20,32.9,20.9,65.5,18,0
Mancor,2026-06-20,NaN,NaN,NaN,NaN,NaN
Maria de la Salut,2026-06-20,33.8,21.1,57.8,25.6,0
Marratxí,2026-06-20,37.7,22.6,44.4,29.8,0
Montuïri,2026-06-20,34.4,18.3,63.2,24.5,0
Muro,2026-06-20,NaN,NaN,NaN,NaN,NaN
Palma,2026-06-20,36.6,23.7,46.3,22,0
Petra,2026-06-20,35.2,20.3,55.4,15.4,0
Pollença,2026-06-20,33.1,21.3,42.2,24.1,0
Porreres,2026-06-20,NaN,NaN,NaN,NaN,NaN
Sa Pobla,2026-06-20,36.3,21.3,56.4,9.3,0
Puigpunyent,2026-06-20,NaN,NaN,NaN,NaN,NaN
Ses Salines,2026-06-20,33,22.5,58.8,11.9,0
Sant Joan,2026-06-20,33.3,22.5,49.2,18.5,0
Sant Llorenç des Cardassar,2026-06-20,NaN,NaN,NaN,NaN,NaN
Sencelles,2026-06-20,36.7,21.4,53.6,20.6,0
Santa Eugènia,2026-06-20,NaN,NaN,NaN,NaN,NaN
Santa Margalida,2026-06-20,35.3,22.1,53.1,19.1,0
Santa María del Camí,2026-06-20,35.8,20.5,42.4,27.7,0
Santanyí,2026-06-20,,,,14,0
Selva,2026-06-20,34.8,26,29.8,9.3,0
Sineu,2026-06-20,NaN,NaN,NaN,NaN,NaN
Sóller,2026-06-20,37,21.5,43.8,32.4,0
Son Servera,2026-06-20,29.5,22.3,67.5,19.8,0
Valldemossa,2026-06-20,34.9,25.3,26.7,22,0
Vilafranca de Bonany,2026-06-20,33.3,22.3,60.5,22.3,0
