Station,Date,Max Temperature (°C),Min Temperature (°C),Max Humidity (%),Min Humidity (%),Max Wind (km/h),Total Precipitation (l)
Alaró,2025-08-30,31.3,19.7,62,30,0,0
Alcúdia,2025-08-30,30.6,19.8,89,45,16.6,0
Algaida,2025-08-30,31,19.6,82,28,28.8,0
Andratx,2025-08-30,33,21,78,30,13,0
Ariany,2025-08-30,-,-,-,-,-,-
Artà,2025-08-30,30.6,17.2,99,52,27.8,0.2
Banyalbufar,2025-08-30,29.6,21,76,47,11.9,0
Binissalem,2025-08-30,33.9,17.6,90,30,8.2,0
Búger,2025-08-30,33.7,18.3,92,34,19.8,0
Bunyola,2025-08-30,33.3,19,79,32,16.9,0
Calvià,2025-08-30,31.8,20,82,26,17.2,0
Campanet,2025-08-30,-,-,-,-,-,-
Campos,2025-08-30,31.3,23.4,75,35,40.7,0
Capdepera,2025-08-30,30.1,20.6,90,50,16.3,0.79
Consell,2025-08-30,-,-,-,-,-,-
Costitx,2025-08-30,33.1,17.6,94,28,14.3,0
Deià,2025-08-30,30.6,23.1,67,40,15.5,0
Escorca,2025-08-30,26.1,13.1,90,48,12.2,0
Esporles,2025-08-30,29.6,17.9,87,46,13,0
Estellencs,2025-08-30,-,-,-,-,-,-
Felanitx,2025-08-30,31.7,20,87,33,37,0
Fornalutx,2025-08-30,29.3,20.8,70,39,15.1,0
Inca,2025-08-30,32.7,20.6,85,35,15.4,0
Lloret,2025-08-30,32.1,18.6,89,33,6.4,0
Lloseta,2025-08-30,31.2,18.3,87,33,37.1,0
Llubí,2025-08-30,33.8,17.9,89,32,14,0
Llucmajor,2025-08-30,30.8,19.9,85,33,20.9,0
Manacor,2025-08-30,31.9,18.9,90,30,24.5,0
Mancor,2025-08-30,-,-,-,-,-,-
Maria,2025-08-30,-,-,-,-,-,-
Marratxí,2025-08-30,31.7,20.6,83,30,20.8,0
Montuïri,2025-08-30,32,16.1,95,33,23.8,0
Muro,2025-08-30,31.8,19.7,92,41,0,0
Palma,2025-08-30,31.4,21.9,74,48,14,0
Petra,2025-08-30,33.2,18.6,89,32,16.4,0
Pollença,2025-08-30,29.7,20.2,66,28,31.5,0
Porreres,2025-08-30,32,19,83,31,19.1,0
Sa Pobla,2025-08-30,33.7,20.5,86,33,13.2,0
Puigpunyent,2025-08-30,31.2,16.7,83,36,25.9,0
Ses   Salines,2025-08-30,29.9,20.5,87,42,31.5,0
Sant   Joan,2025-08-30,30.9,19.9,69,33,19.8,0
Sant   Llorenç,2025-08-30,35.8,18.6,91,35,7.2,0
Sencelles,2025-08-30,30.7,19.2,87,33,31.5,0
Santa   Eugènia,2025-08-30,33.3,16.5,95,25,23.5,0
Santa   Margalida,2025-08-30,32.6,19.5,85,35,17.6,0
Santa   Maria,2025-08-30,-,-,-,-,-,-
Santanyi,2025-08-30,34.4,20.8,90,40,3.5,0
Selva,2025-08-30,32.1,19.4,85,29,9.3,0
Sineu,2025-08-30,33.8,17.6,99,37,16.3,0
Sóller,2025-08-30,29.4,20.3,76,40,27.8,0
Son   Servera,2025-08-30,,,,,,
Valldemossa,2025-08-30,27.1,19.4,82,42,24.1,0
Villafranca,2025-08-30,,,,,0,0
