Station,Date,Max Temperature (°C),Min Temperature (°C),Avg Humidity (%),Max Wind (km/h),Total Precipitation (l)
Alaró,2026-07-16,39.1,26.9,42.5,0,0
Alcúdia,2026-07-16,37,24.7,75.5,14.8,0
Algaida,2026-07-16,38.8,25.8,52.7,23,0
Andratx,2026-07-16,35.8,26.9,55.7,14.4,0
Ariany,2026-07-16,NaN,NaN,NaN,NaN,NaN
Artà,2026-07-16,35.6,22.2,73.2,18,0
Banyalbufar,2026-07-16,NaN,NaN,NaN,NaN,NaN
Binissalem,2026-07-16,41.9,22.2,59.2,12.6,0
Búger,2026-07-16,43.9,20.7,68.8,20.8,0
Bunyola,2026-07-16,NaN,NaN,NaN,NaN,NaN
Cabrera,2026-07-16,NaN,NaN,NaN,NaN,NaN
Calvià,2026-07-16,NaN,NaN,NaN,NaN,NaN
Campanet,2026-07-16,NaN,NaN,NaN,NaN,NaN
Campos,2026-07-16,NaN,NaN,NaN,NaN,NaN
Capdepera,2026-07-16,35.3,25,77.1,18,0
Consell,2026-07-16,39.4,21.4,63.2,19.8,0
Costitx,2026-07-16,41.1,23.4,64.5,11.6,0
Deià,2026-07-16,38.2,25.4,68.2,23,0
Escorca,2026-07-16,37.3,19.6,44.8,13,0
Esporles,2026-07-16,37.7,23,63.1,16.9,0
Estellencs,2026-07-16,36.5,25.7,63.7,19.1,0
Felanitx,2026-07-16,40.3,24.7,62,18.3,0
Fornalutx,2026-07-16,37.6,23.4,58.6,14.3,0
Inca,2026-07-16,40.5,24.4,58.6,17.2,0
Lloret de Vistalegre,2026-07-16,38.9,23.3,66.2,6.4,0
Lloseta,2026-07-16,38.7,28.4,62,38.5,0.2
Llubí,2026-07-16,NaN,NaN,NaN,NaN,NaN
Llucmajor,2026-07-16,,,,19.4,0
Manacor,2026-07-16,37.6,23.3,73.5,18,0
Mancor,2026-07-16,NaN,NaN,NaN,NaN,NaN
Maria de la Salut,2026-07-16,39.5,24.3,66.6,20.9,0
Marratxí,2026-07-16,38.6,26.2,59.3,19,0
Montuïri,2026-07-16,38.5,20.5,70.6,17.7,0
Muro,2026-07-16,NaN,NaN,NaN,NaN,NaN
Palma,2026-07-16,34.8,27.5,70.8,16.2,0
Petra,2026-07-16,40.3,22.8,65.8,14,0
Pollença,2026-07-16,37.9,24.6,55.2,17.7,0
Porreres,2026-07-16,37.6,23.8,59.4,17.3,0
Sa Pobla,2026-07-16,42.1,23.4,66.8,11.6,0
Puigpunyent,2026-07-16,36,27.4,42.6,14.6,0
Ses Salines,2026-07-16,36.9,23.1,77.8,5.8,0
Sant Joan,2026-07-16,37.4,24.7,58.9,13.4,0
Sant Llorenç des Cardassar,2026-07-16,NaN,NaN,NaN,NaN,NaN
Sencelles,2026-07-16,41.3,23,65.3,14.8,0
Santa Eugènia,2026-07-16,NaN,NaN,NaN,NaN,NaN
Santa Margalida,2026-07-16,40.2,23.4,65.7,19.1,0
Santa María del Camí,2026-07-16,37.6,24.2,55.8,23.4,0
Santanyí,2026-07-16,,,,5.5,0
Selva,2026-07-16,36.3,28.2,69.8,7.4,0
Sineu,2026-07-16,NaN,NaN,NaN,NaN,NaN
Sóller,2026-07-16,38.6,26.7,70.3,29.9,0
Son Servera,2026-07-16,33.7,25.1,74.7,17.3,0
Valldemossa,2026-07-16,34.5,24.2,54.3,23.8,0
Vilafranca de Bonany,2026-07-16,37.7,24,67.3,22.3,0
