Station,Date,Max Temperature (°C),Min Temperature (°C),Max Humidity (%),Min Humidity (%),Max Wind (km/h),Total Precipitation (l)
Alaró,2025-08-02,-,-,-,-,-,-
Alcúdia,2025-08-02,30.8,20.8,86,55,16.2,0
Algaida,2025-08-02,30.5,21,83,44,22.3,0
Andratx,2025-08-02,30.9,22.2,78,43,15.1,0
Ariany,2025-08-02,-,-,-,-,-,-
Artà,2025-08-02,30.9,17.9,94,49,32.2,0
Banyalbufar,2025-08-02,29.8,21.7,88,66,7.9,0
Binissalem,2025-08-02,34.3,18.9,89,39,11.1,0
Búger,2025-08-02,33.7,19.7,88,37,20.1,0
Bunyola,2025-08-02,33.4,19.9,85,36,17.7,0
Calvià,2025-08-02,30.1,21,84,44,17.2,0
Campanet,2025-08-02,-,-,-,-,-,-
Campos,2025-08-02,32.1,20.9,86,48,38.9,0
Capdepera,2025-08-02,29.3,22.1,78,60,23,0
Consell,2025-08-02,-,-,-,-,-,-
Costitx,2025-08-02,33.6,19.1,94,42,13.7,0
Deià,2025-08-02,30.2,22.5,78,56,10.4,0
Escorca,2025-08-02,28,13.7,94,48,13,0
Esporles,2025-08-02,31.1,20.3,90,53,16.3,0
Estellencs,2025-08-02,-,-,-,-,-,-
Felanitx,2025-08-02,29,20.6,83,52,31.5,0
Fornalutx,2025-08-02,29.3,21,84,52,17.2,0
Inca,2025-08-02,32.8,22.3,79,42,16.3,0
Lloret,2025-08-02,32.5,19.8,90,43,6.4,0
Lloseta,2025-08-02,31.6,20.2,84,42,36.4,0
Llubí,2025-08-02,32.4,20.4,84,38,13,0
Llucmajor,2025-08-02,30.7,21,86,46,22,0
Manacor,2025-08-02,30.4,19.2,88,49,23,0
Mancor,2025-08-02,-,-,-,-,-,-
Maria,2025-08-02,-,-,-,-,-,-
Marratxí,2025-08-02,32.1,21.7,82,38,17.9,0
Montuïri,2025-08-02,31.6,18.3,95,46,16.9,0
Muro,2025-08-02,31.5,21.6,86,50,0,0
Palma,2025-08-02,31,23.2,80,56,11.9,0
Petra,2025-08-02,33.2,19.5,89,36,15.4,0
Pollença,2025-08-02,28.7,21.4,61,38,27.8,0
Porreres,2025-08-02,32.1,20.5,83,37,22.3,0
Sa Pobla,2025-08-02,33.5,21.8,80,36,12.9,0
Puigpunyent,2025-08-02,-,-,-,-,-,-
Ses   Salines,2025-08-02,29,21.5,85,55,31.5,0
Sant   Joan,2025-08-02,30.3,20.7,69,44,19.2,0
Sant   Llorenç,2025-08-02,32.5,19.9,86,49,9,0
Sencelles,2025-08-02,31.4,20.6,84,45,31.5,0
Santa   Eugènia,2025-08-02,34.2,18.9,89,39,19.3,0
Santa   Margalida,2025-08-02,31.1,21.3,81,47,16.6,0
Santa   Maria,2025-08-02,-,-,-,-,-,-
Santanyi,2025-08-02,32.8,21.1,88,58,2.9,0
Selva,2025-08-02,33.1,21.1,83,34,10,0
Sineu,2025-08-02,34.2,19.2,95,43,16.3,0
Sóller,2025-08-02,29.4,21.4,79,57,20.9,0
Son   Servera,2025-08-02,-,-,-,-,-,-
Valldemossa,2025-08-02,-,-,-,-,-,-
Villafranca,2025-08-02,,,,,0,0
