Station,Date,Max Temperature (°C),Min Temperature (°C),Max Humidity (%),Min Humidity (%),Max Wind (km/h),Total Precipitation (l)
Alaró,2025-07-20,33.8,22.2,80,41,0,0
Alcúdia,2025-07-20,36.5,23.8,91,28,21.2,0
Algaida,2025-07-20,34.1,22.8,95,34,20.9,0
Andratx,2025-07-20,33.9,23.9,81,40,12.2,0
Ariany,2025-07-20,-,-,-,-,-,-
Artà,2025-07-20,39.5,20.6,98,26,29.6,0
Banyalbufar,2025-07-20,36,22.1,84,28,11.6,0
Binissalem,2025-07-20,36.6,21.3,95,33,7.2,0
Búger,2025-07-20,40,22.5,93,20,22.2,0
Bunyola,2025-07-20,35.1,21.2,92,42,15.8,0
Calvià,2025-07-20,31.6,22.3,87,36,18.3,0
Campanet,2025-07-20,-,-,-,-,-,-
Campos,2025-07-20,32.7,23.8,93,55,37,0
Capdepera,2025-07-20,33,23.6,94,50,25.6,0
Consell,2025-07-20,-,-,-,-,-,-
Costitx,2025-07-20,37.1,21.8,99,30,12.2,0
Deià,2025-07-20,34.9,23.9,80,27,12.2,0
Escorca,2025-07-20,31.8,14.9,93,32,14.8,0
Esporles,2025-07-20,35.5,20.9,93,40,22.4,0
Estellencs,2025-07-20,-,-,-,-,-,-
Felanitx,2025-07-20,33.1,24.3,91,37,33.8,0
Fornalutx,2025-07-20,34.4,23.3,79,31,15.8,0
Inca,2025-07-20,35.5,23.9,92,32,15.4,0
Lloret,2025-07-20,36.4,22.2,97,33,12.2,0
Lloseta,2025-07-20,34.1,22.1,94,37,33.8,0
Llubí,2025-07-20,36.9,23.1,91,27,15.5,0
Llucmajor,2025-07-20,33.5,23.4,98,42,17.3,0
Manacor,2025-07-20,36.1,22.9,95,26,18.7,0
Mancor,2025-07-20,-,-,-,-,-,-
Maria,2025-07-20,-,-,-,-,-,-
Marratxí,2025-07-20,32.9,23.5,92,48,17.5,0
Montuïri,2025-07-20,36.4,21,99,35,14.3,0
Muro,2025-07-20,36.6,24.6,95,30,0,0
Palma,2025-07-20,32.2,24.8,92,69,14.8,0
Petra,2025-07-20,37.1,22.6,94,28,16.1,0
Pollença,2025-07-20,33.6,22.3,72,29,31.5,0
Porreres,2025-07-20,34.7,23.6,91,29,20.5,0
Sa Pobla,2025-07-20,38.9,24.7,89,21,21.9,0
Puigpunyent,2025-07-20,35,20.7,89,36,18.5,0
Ses   Salines,2025-07-20,30.1,24.2,94,68,27.8,0
Sant   Joan,2025-07-20,35.1,22.9,67,14,16.9,0
Sant   Llorenç,2025-07-20,39.1,23.1,90,27,8.7,0
Sencelles,2025-07-20,33.9,23,93,36,29.6,0
Santa   Eugènia,2025-07-20,35,22,96,33,22.5,0
Santa   Margalida,2025-07-20,38.1,23.1,92,26,17.3,0
Santa   Maria,2025-07-20,-,-,-,-,-,-
Santanyi,2025-07-20,34.6,23.9,98,57,5.8,0
Selva,2025-07-20,35.1,22.2,91,31,10.3,0
Sineu,2025-07-20,37.9,22.2,99,27,20.9,0
Sóller,2025-07-20,34.4,23.2,86,31,31.5,0
Son   Servera,2025-07-20,,,,,,
Valldemossa,2025-07-20,31.4,21.1,90,48,22.5,0
Villafranca,2025-07-20,,,,,0,0
