Station,Date,Max Temperature (°C),Min Temperature (°C),Max Humidity (%),Min Humidity (%),Max Wind (km/h),Total Precipitation (l)
Alaró,2025-12-05,13.2,10.2,76,54,0,4.83
Alcúdia,2025-12-05,15,9.6,84,55,54,0
Algaida,2025-12-05,14.2,10.1,78,58,47.2,0
Andratx,2025-12-05,15.7,10.8,80,57,27.4,0
Ariany,2025-12-05,-,-,-,-,-,-
Artà,2025-12-05,-,-,-,-,-,-
Banyalbufar,2025-12-05,14.4,10.8,86,72,16.3,0
Binissalem,2025-12-05,15.1,8.3,89,59,21.6,3.05
Búger,2025-12-05,16.1,8.9,88,56,26.6,1.02
Bunyola,2025-12-05,13.3,8.8,89,56,40.7,0
Calvià,2025-12-05,15.4,9.7,83,58,33.5,0
Campanet,2025-12-05,-,-,-,-,-,-
Campos,2025-12-05,-,-,-,-,-,-
Capdepera,2025-12-05,15.4,12.3,74,59,34.3,0
Consell,2025-12-05,-,-,-,-,-,-
Costitx,2025-12-05,14.7,8.5,89,63,15.1,0
Deià,2025-12-05,13.6,11.8,75,57,18.7,0
Escorca,2025-12-05,7.8,5.4,94,77,30.6,2.49
Esporles,2025-12-05,13.9,9.2,91,71,30.9,0.25
Estellencs,2025-12-05,-,-,-,-,-,-
Felanitx,2025-12-05,-,-,-,-,-,-
Fornalutx,2025-12-05,12.2,9.4,86,64,19.5,0.2
Inca,2025-12-05,16.5,10.7,82,56,27.4,0.51
Lloret,2025-12-05,16.1,9.1,85,61,13,0
Lloseta,2025-12-05,15.1,10.5,80,55,81,0.41
Llubí,2025-12-05,17.2,9.2,81,49,19.4,0
Llucmajor,2025-12-05,14.2,9,85,64,32.8,0
Manacor,2025-12-05,15.9,7.3,88,55,14.8,0
Mancor,2025-12-05,-,-,-,-,-,-
Maria,2025-12-05,14.9,9.5,82,62,24.8,0
Marratxí,2025-12-05,15.8,10.7,80,57,30.1,0
Montuïri,2025-12-05,14.7,6.6,97,67,29.5,0
Muro,2025-12-05,15.5,10.3,83,58,0,0
Palma,2025-12-05,15,11.9,80,64,33.8,0
Petra,2025-12-05,15.6,8.2,84,55,18.3,1.02
Pollença,2025-12-05,13.8,12.2,57,46,29,0
Porreres,2025-12-05,15,9.8,77,53,24.5,0
Sa Pobla,2025-12-05,-,-,-,-,-,-
Puigpunyent,2025-12-05,-,-,-,-,-,-
Ses   Salines,2025-12-05,-,-,-,-,-,-
Sant   Joan,2025-12-05,15.1,10.1,75,58,22.9,0
Sant   Llorenç,2025-12-05,15.7,6.8,89,54,25.4,0
Sencelles,2025-12-05,-,-,-,-,-,-
Santa   Eugènia,2025-12-05,17.1,10,83,56,19,73.91
Santa   Margalida,2025-12-05,15.5,9.8,80,56,21.2,0
Santa   Maria,2025-12-05,-,-,-,-,-,-
Santanyi,2025-12-05,17.3,7.7,94,60,0,0
Selva,2025-12-05,15.4,9.1,87,55,18.3,6.6
Sineu,2025-12-05,17.1,8.9,92,65,15.4,0
Sóller,2025-12-05,-,-,-,-,-,-
Son   Servera,2025-12-05,-,-,-,-,-,-
Valldemossa,2025-12-05,-,-,-,-,-,-
Villafranca,2025-12-05,,,,,0,0
