Station,Date,Max Temperature (°C),Min Temperature (°C),Max Humidity (%),Min Humidity (%),Max Wind (km/h),Total Precipitation (l)
Alaró,2025-07-28,-,-,-,-,-,-
Alcúdia,2025-07-28,28.5,20.7,91,49,18.7,0
Algaida,2025-07-28,29.7,20.9,88,53,32,0
Andratx,2025-07-28,31,22.2,82,39,18,0
Ariany,2025-07-28,-,-,-,-,-,-
Artà,2025-07-28,27.3,18.3,97,55,43.5,0
Banyalbufar,2025-07-28,28.9,21.5,80,58,21.2,0
Binissalem,2025-07-28,30.5,19.1,95,54,19.5,0
Búger,2025-07-28,30.7,19.7,93,51,21.9,0
Bunyola,2025-07-28,32.6,19.5,87,46,29.9,0
Calvià,2025-07-28,31.1,20.5,85,39,24,0
Campanet,2025-07-28,-,-,-,-,-,-
Campos,2025-07-28,30.8,20.8,93,58,42.6,22.61
Capdepera,2025-07-28,26.8,22,89,52,25.3,0
Consell,2025-07-28,-,-,-,-,-,-
Costitx,2025-07-28,30.7,19.4,98,54,15.1,0
Deià,2025-07-28,28.2,22.4,74,50,11.9,0
Escorca,2025-07-28,25.2,13.7,92,66,10.4,0
Esporles,2025-07-28,28.4,19.3,90,63,23.8,0
Estellencs,2025-07-28,-,-,-,-,-,-
Felanitx,2025-07-28,27.9,20.6,90,54,45.1,3.99
Fornalutx,2025-07-28,28.5,21.2,75,52,19.8,0
Inca,2025-07-28,30.4,21.8,86,50,9.3,0
Lloret,2025-07-28,29.1,20.1,93,58,9.3,0
Lloseta,2025-07-28,28.3,19.5,93,54,32,0
Llubí,2025-07-28,29.7,19.8,90,50,17.3,0
Llucmajor,2025-07-28,28.6,20.7,96,60,23,0
Manacor,2025-07-28,28.4,20.1,90,50,16.2,0
Mancor,2025-07-28,-,-,-,-,-,-
Maria,2025-07-28,-,-,-,-,-,-
Marratxí,2025-07-28,31.4,21.5,87,49,28,0
Montuïri,2025-07-28,29.4,18.6,99,60,19.2,0
Muro,2025-07-28,28.8,21.1,92,59,0,0
Palma,2025-07-28,32,22.8,81,55,24.5,0.3
Petra,2025-07-28,31.6,20.7,89,48,18.3,0
Pollença,2025-07-28,25.8,21.3,69,41,35.2,0
Porreres,2025-07-28,29.7,20.3,88,51,24.1,3.81
Sa Pobla,2025-07-28,31.3,21.3,88,51,11.7,0
Puigpunyent,2025-07-28,30.3,18.7,86,52,32.2,0
Ses   Salines,2025-07-28,27.4,21.6,90,57,33.8,1.27
Sant   Joan,2025-07-28,28.2,20.7,69,42,23.8,0.51
Sant   Llorenç,2025-07-28,29.1,20.3,90,52,9,10.16
Sencelles,2025-07-28,29,20.3,90,57,31.5,0
Santa   Eugènia,2025-07-28,34.2,18.1,97,45,10.6,0
Santa   Margalida,2025-07-28,29.6,20.2,89,52,24.8,0
Santa   Maria,2025-07-28,-,-,-,-,-,-
Santanyi,2025-07-28,31,21.6,95,60,16.3,0
Selva,2025-07-28,28.9,20.8,86,52,13.2,0
Sineu,2025-07-28,31.1,19.3,99,62,13.4,0
Sóller,2025-07-28,28.5,21.1,75,49,42.6,0
Son   Servera,2025-07-28,,,,,,
Valldemossa,2025-07-28,25.3,19.4,84,59,24.1,0
Villafranca,2025-07-28,,,,,0,0
