Station,Date,Max Temperature (°C),Min Temperature (°C),Max Humidity (%),Min Humidity (%),Max Wind (km/h),Total Precipitation (l)
Alaró,2025-10-25,27.1,17.2,78,45,0,0
Alcúdia,2025-10-25,27.3,16.5,93,47,22.3,0
Algaida,2025-10-25,25.5,16.9,95,62,22,0
Andratx,2025-10-25,26.2,18.9,88,52,14.4,0
Ariany,2025-10-25,-,-,-,-,-,-
Artà,2025-10-25,28.5,13.7,100,54,33.8,0
Banyalbufar,2025-10-25,24.5,18.2,88,63,15.4,0
Binissalem,2025-10-25,29,15.7,96,46,7.9,0
Búger,2025-10-25,29.9,14.4,93,40,25.4,0
Bunyola,2025-10-25,27.8,16.2,93,43,28,0
Calvià,2025-10-25,27.1,16.8,93,53,18.3,0
Campanet,2025-10-25,-,-,-,-,-,-
Campos,2025-10-25,27.1,15.2,97,66,38.9,0
Capdepera,2025-10-25,28,18.5,90,51,19.5,0
Consell,2025-10-25,-,-,-,-,-,-
Costitx,2025-10-25,27.7,15.2,99,53,10.8,0
Deià,2025-10-25,26.8,19.7,74,51,14.4,0
Escorca,2025-10-25,19.6,17,89,73,14,0
Esporles,2025-10-25,25.5,14.8,98,63,24.5,2.29
Estellencs,2025-10-25,-,-,-,-,-,-
Felanitx,2025-10-25,25.8,18.8,92,64,38.9,0
Fornalutx,2025-10-25,24.3,17.9,80,55,14.8,0
Inca,2025-10-25,30.2,17.4,95,42,12.2,0
Lloret,2025-10-25,27.7,16,96,51,10.1,0
Lloseta,2025-10-25,27.7,16.5,97,44,32.8,0
Llubí,2025-10-25,29,15.8,95,42,16.6,0
Llucmajor,2025-10-25,25.6,17.3,98,71,21.6,0
Manacor,2025-10-25,28,15.6,96,50,18,0
Mancor,2025-10-25,-,-,-,-,-,-
Maria,2025-10-25,28.8,15.1,95,45,20.5,0
Marratxí,2025-10-25,28.5,18.2,94,42,20.1,0
Montuïri,2025-10-25,26.8,13.6,99,65,35.2,0
Muro,2025-10-25,28.8,17.8,98,48,0,0
Palma,2025-10-25,28.6,18.8,88,53,15.5,0
Petra,2025-10-25,28.8,16.1,92,43,17.2,0
Pollença,2025-10-25,25.5,15.9,64,40,31.5,0
Porreres,2025-10-25,27.7,16.6,93,54,18,0
Sa Pobla,2025-10-25,30.4,17.2,92,39,14.6,0
Puigpunyent,2025-10-25,25.1,15.1,89,57,33.8,0
Ses   Salines,2025-10-25,24.8,0,92,0,33.8,0
Sant   Joan,2025-10-25,26.6,17.3,72,26,18,0
Sant   Llorenç,2025-10-25,33.8,14.6,98,47,4.7,0
Sencelles,2025-10-25,26.8,16.1,94,50,27.8,0
Santa   Eugènia,2025-10-25,28.3,14,99,45,19.8,0
Santa   Margalida,2025-10-25,29,17,94,46,17.6,0
Santa   Maria,2025-10-25,-,-,-,-,-,-
Santanyi,2025-10-25,26.6,17.2,99,73,9.7,0
Selva,2025-10-25,-,-,-,-,-,-
Sineu,2025-10-25,27.4,16.4,99,57,18,0
Sóller,2025-10-25,25.6,17.7,84,55,33.3,0
Son   Servera,2025-10-25,,,,,,
Valldemossa,2025-10-25,22.8,15.9,88,62,29.6,0
Villafranca,2025-10-25,,,,,0,0
