Station,Date,Max Temperature (°C),Min Temperature (°C),Avg Humidity (%),Max Wind (km/h),Total Precipitation (l)
Alaró,2026-09-06,38.4,24,38.1,0,0
Alcúdia,2026-09-06,37,22.8,70.4,16.9,0
Algaida,2026-09-06,37.5,25.3,43.9,19.4,0
Andratx,2026-09-06,38.1,24.1,45.1,13.7,0
Ariany,2026-09-06,NaN,NaN,NaN,NaN,NaN
Artà,2026-09-06,38.5,26.4,57.3,19.5,0
Banyalbufar,2026-09-06,36.8,23.6,57.8,10.1,0
Binissalem,2026-09-06,40.4,20.1,50.9,6.9,0
Búger,2026-09-06,40.9,20.1,60.5,20.4,0
Bunyola,2026-09-06,NaN,NaN,NaN,NaN,NaN
Cabrera,2026-09-06,NaN,NaN,NaN,NaN,NaN
Calvià,2026-09-06,NaN,NaN,NaN,NaN,NaN
Campanet,2026-09-06,NaN,NaN,NaN,NaN,NaN
Campos,2026-09-06,NaN,NaN,NaN,NaN,NaN
Capdepera,2026-09-06,34.9,24,70.4,13,0
Consell,2026-09-06,38.9,19.8,51.5,18,0
Costitx,2026-09-06,40.6,21.9,55.7,10.5,0
Deià,2026-09-06,36.9,26,41.6,7.9,0
Escorca,2026-09-06,33.7,15.6,55.5,9.7,0
Esporles,2026-09-06,35.3,23.6,57.3,16.9,0
Estellencs,2026-09-06,35.6,22.7,49.3,10.1,0
Felanitx,2026-09-06,38.6,24,47.4,14,0
Fornalutx,2026-09-06,35.9,25.3,43.1,15.4,0
Inca,2026-09-06,41.2,24.8,49.6,13.4,0
Lloret de Vistalegre,2026-09-06,40.6,21.8,54.2,7.6,0
Lloseta,2026-09-06,39.5,22.3,48.6,33.5,0
Llubí,2026-09-06,NaN,NaN,NaN,NaN,NaN
Llucmajor,2026-09-06,,,,0,0
Manacor,2026-09-06,38.8,21.3,63.5,16.2,0
Mancor,2026-09-06,NaN,NaN,NaN,NaN,NaN
Maria de la Salut,2026-09-06,38.6,23.5,58.9,16.2,0
Marratxí,2026-09-06,37.5,24.2,55.7,15.4,0
Montuïri,2026-09-06,39,19.2,60.2,11.9,0
Muro,2026-09-06,NaN,NaN,NaN,NaN,NaN
Palma,2026-09-06,35.6,25,69.6,10.8,0
Petra,2026-09-06,40.3,21.2,55.8,13.7,0
Pollença,2026-09-06,36,24.2,43.7,24.1,0
Porreres,2026-09-06,38.6,23,50.4,21.2,0
Sa Pobla,2026-09-06,39.4,22.4,60.6,7.6,0
Puigpunyent,2026-09-06,37.6,26,35,14.3,0
Ses Salines,2026-09-06,36.9,20.5,65,0,0
Sant Joan,2026-09-06,38.5,22.8,44.4,18.7,0
Sant Llorenç des Cardassar,2026-09-06,NaN,NaN,NaN,NaN,NaN
Sencelles,2026-09-06,40,21.8,52.9,15.8,0
Santa Eugènia,2026-09-06,NaN,NaN,NaN,NaN,NaN
Santa Margalida,2026-09-06,38.8,23.6,61.4,16.2,0
Santa María del Camí,2026-09-06,37.8,22.3,47,17.3,0
Santanyí,2026-09-06,NaN,NaN,NaN,NaN,NaN
Selva,2026-09-06,38.7,23.7,44.8,8.9,0
Sineu,2026-09-06,NaN,NaN,NaN,NaN,NaN
Sóller,2026-09-06,37.3,22.9,53.4,18.7,0
Son Servera,2026-09-06,33.5,23.9,67.8,14.4,0
Valldemossa,2026-09-06,33.9,25.9,37.6,5.8,0
Vilafranca de Bonany,2026-09-06,39.7,23.6,54.7,22.7,0
