Station,Date,Max Temperature (°C),Min Temperature (°C),Max Humidity (%),Min Humidity (%),Max Wind (km/h),Total Precipitation (l)
Alaró,2025-08-25,-,-,-,-,-,-
Alcúdia,2025-08-25,32.1,23,86,50,11.2,0
Algaida,2025-08-25,31.4,22.1,89,45,21.2,0
Andratx,2025-08-25,34.7,24.6,75,30,16.9,0
Ariany,2025-08-25,-,-,-,-,-,-
Artà,2025-08-25,31.1,19.9,99,58,22.5,0
Banyalbufar,2025-08-25,32.9,22.5,89,43,12.2,0
Binissalem,2025-08-25,33.8,20.6,90,40,15.4,0
Búger,2025-08-25,36.3,20.8,87,31,15,0
Bunyola,2025-08-25,34.6,21.8,86,30,18,6.35
Calvià,2025-08-25,32.5,23.3,85,27,24.5,0
Campanet,2025-08-25,-,-,-,-,-,-
Campos,2025-08-25,32.6,23.1,90,44,45.1,0
Capdepera,2025-08-25,29.3,22.9,92,64,15.4,0
Consell,2025-08-25,-,-,-,-,-,-
Costitx,2025-08-25,33.7,21.1,97,43,8.2,0
Deià,2025-08-25,34.3,23.9,80,32,18.4,0
Escorca,2025-08-25,30.8,15,87,31,11.9,0
Esporles,2025-08-25,34,21.1,93,46,15.8,0
Estellencs,2025-08-25,-,-,-,-,-,-
Felanitx,2025-08-25,30.1,22.7,91,58,46.7,0
Fornalutx,2025-08-25,34,22.9,72,28,14.8,0
Inca,2025-08-25,34.9,24.3,84,39,13.7,0
Lloret,2025-08-25,31.5,21,94,47,4.7,0
Lloseta,2025-08-25,32.9,22.1,87,36,23.4,0
Llubí,2025-08-25,35.3,22.1,87,34,11.2,0
Llucmajor,2025-08-25,31.6,22.2,91,52,23.8,0
Manacor,2025-08-25,31.1,21.2,96,51,14.4,0
Mancor,2025-08-25,-,-,-,-,-,-
Maria,2025-08-25,-,-,-,-,-,-
Marratxí,2025-08-25,35.1,23,87,39,22.5,0
Montuïri,2025-08-25,31,18.9,99,52,18.7,0
Muro,2025-08-25,33.8,23.2,91,41,0,0
Palma,2025-08-25,33,24.5,83,50,17.6,0
Petra,2025-08-25,32.7,20.7,94,38,15,0
Pollença,2025-08-25,31.1,23.3,64,29,24.1,0
Porreres,2025-08-25,32.7,21.9,90,44,13,0
Sa Pobla,2025-08-25,36.2,23,84,30,10,0
Puigpunyent,2025-08-25,34.2,19.6,88,39,13,0
Ses   Salines,2025-08-25,30.8,23.1,92,56,31.5,0
Sant   Joan,2025-08-25,30.4,22.4,68,28,17.5,0
Sant   Llorenç,2025-08-25,33.5,21.7,95,47,4.8,0
Sencelles,2025-08-25,32.8,21.9,87,43,22.2,0
Santa   Eugènia,2025-08-25,35.8,20.3,99,39,11.7,0
Santa   Margalida,2025-08-25,32.4,22.8,89,41,13.7,0
Santa   Maria,2025-08-25,-,-,-,-,-,-
Santanyi,2025-08-25,30.3,23.4,94,70,11.1,0
Selva,2025-08-25,32.9,23.1,86,32,9.7,0
Sineu,2025-08-25,33.9,21.1,98,45,11.9,0
Sóller,2025-08-25,35.4,22.9,78,30,31.5,0
Son   Servera,2025-08-25,,,,,,
Valldemossa,2025-08-25,31.8,21.5,88,31,27.8,0
Villafranca,2025-08-25,,,,,0,0
