Station,Date,Max Temperature (°C),Min Temperature (°C),Avg Humidity (%),Max Wind (km/h),Total Precipitation (l)
Alaró,2026-03-03,16.4,13,77.8,0,0
Alcúdia,2026-03-03,17.1,14.3,86.5,17.3,0
Algaida,2026-03-03,17.3,11.8,89.4,30.6,0
Andratx,2026-03-03,20,14.4,64.7,26.3,0
Ariany,2026-03-03,NaN,NaN,NaN,NaN,NaN
Artà,2026-03-03,14.8,13.1,95.3,24.5,0
Banyalbufar,2026-03-03,NaN,NaN,NaN,NaN,NaN
Binissalem,2026-03-03,17.1,12.7,87.7,18,0
Búger,2026-03-03,16.8,13.2,89.7,30.1,0
Bunyola,2026-03-03,NaN,NaN,NaN,NaN,NaN
Cabrera,2026-03-03,NaN,NaN,NaN,NaN,NaN
Calvià,2026-03-03,NaN,NaN,NaN,NaN,NaN
Campanet,2026-03-03,NaN,NaN,NaN,NaN,NaN
Campos,2026-03-03,NaN,NaN,NaN,NaN,NaN
Capdepera,2026-03-03,15.3,13.9,93,12.2,0
Consell,2026-03-03,17.3,12.6,89.6,27.4,0
Costitx,2026-03-03,18.1,11.9,94.2,16.3,0
Deià,2026-03-03,20.1,13.4,61.2,33.1,0
Escorca,2026-03-03,14.6,9.5,68.9,13,0
Esporles,2026-03-03,18.4,9.9,81.7,30.3,0
Estellencs,2026-03-03,21,11.3,66.3,23.4,0
Felanitx,2026-03-03,16.4,13.7,92.6,32,0
Fornalutx,2026-03-03,20.8,13,46.8,30.6,0
Inca,2026-03-03,17.7,13.1,88.4,8.7,0
Lloret de Vistalegre,2026-03-03,17,12,92.3,8.7,0
Lloseta,2026-03-03,15.9,12.7,89.6,39.6,1.3
Llubí,2026-03-03,17.3,12.8,88.8,16.6,0
Llucmajor,2026-03-03,,,,37.1,0
Manacor,2026-03-03,16,13.3,91.1,13.7,0
Mancor,2026-03-03,NaN,NaN,NaN,NaN,NaN
Maria de la Salut,2026-03-03,16.7,11.9,92.8,25.2,0
Marratxí,2026-03-03,18.1,12.8,84.5,34.4,0
Montuïri,2026-03-03,17.3,12.1,94.5,42.5,0
Muro,2026-03-03,NaN,NaN,NaN,NaN,NaN
Palma,2026-03-03,18.5,13.8,83.8,33.1,0
Petra,2026-03-03,17.9,12.7,85.2,17.2,0
Pollença,2026-03-03,14.8,12.3,69.8,19.3,0
Porreres,2026-03-03,17.4,13,86.2,18.7,0
Sa Pobla,2026-03-03,16.7,13.7,86.4,19.2,0
Puigpunyent,2026-03-03,15.5,11,85,29.8,0
Ses Salines,2026-03-03,17.7,13.6,86.6,13,0
Sant Joan,2026-03-03,17.3,12.9,55.1,24.1,0
Sant Llorenç des Cardassar,2026-03-03,NaN,NaN,NaN,NaN,NaN
Sencelles,2026-03-03,18.5,12.7,91,19.8,0
Santa Eugènia,2026-03-03,NaN,NaN,NaN,NaN,NaN
Santa Margalida,2026-03-03,16.8,12.9,89.1,22.3,0
Santa María del Camí,2026-03-03,16.9,13.2,81.1,37.8,0
Santanyí,2026-03-03,17.2,14,94.2,17.2,0
Selva,2026-03-03,16.1,12.8,87.6,15.4,0
Sineu,2026-03-03,NaN,NaN,NaN,NaN,NaN
Sóller,2026-03-03,20.9,13.9,59.5,40,0
Son Servera,2026-03-03,15.4,13.9,89.1,29.2,0
Valldemossa,2026-03-03,19.6,11.8,62.9,19.1,0
Vilafranca de Bonany,2026-03-03,16.8,12.8,90.2,26.6,0
