Station,Date,Max Temperature (°C),Min Temperature (°C),Avg Humidity (%),Max Wind (km/h),Total Precipitation (l)
Alaró,2026-01-25,14,8,59.5,0,1.27
Alcúdia,2026-01-25,15.7,11.2,59.7,54.4,0
Algaida,2026-01-25,13.7,7.9,68.6,57.2,0.3
Andratx,2026-01-25,15,11.7,61.9,30.2,0
Ariany,2026-01-25,NaN,NaN,NaN,NaN,NaN
Artà,2026-01-25,14.5,7.1,72.3,61.2,0.3
Banyalbufar,2026-01-25,,,,20.6,0
Binissalem,2026-01-25,15,7.4,67.2,28,9.65
Búger,2026-01-25,15.4,9.3,62.8,43.1,0.25
Bunyola,2026-01-25,NaN,NaN,NaN,NaN,NaN
Cabrera,2026-01-25,NaN,NaN,NaN,NaN,NaN
Calvià,2026-01-25,16.7,11,63.6,36.2,0
Campanet,2026-01-25,NaN,NaN,NaN,NaN,NaN
Campos,2026-01-25,NaN,NaN,NaN,NaN,NaN
Capdepera,2026-01-25,15.5,8.6,66,41,0.2
Consell,2026-01-25,14.6,7,68.9,43.9,2.03
Costitx,2026-01-25,14.8,6.6,77,23.8,0
Deià,2026-01-25,14.3,10.4,64.7,41.8,0
Escorca,2026-01-25,8.4,3.5,86.9,31.3,2.49
Esporles,2026-01-25,14.8,10.3,72.2,33.5,0
Estellencs,2026-01-25,15.6,11.7,63.5,32.4,0
Felanitx,2026-01-25,14.2,8.6,70.8,29.8,0
Fornalutx,2026-01-25,12.7,7,75.5,18.7,0.3
Inca,2026-01-25,15.2,7.7,65.8,41.7,0.51
Lloret de Vistalegre,2026-01-25,14.8,7.5,73.6,5.5,0
Lloseta,2026-01-25,14.9,7.9,64,95.4,0.89
Llubí,2026-01-25,15,7.8,65.4,33.1,0.51
Llucmajor,2026-01-25,13.9,9.3,73.9,40.7,0
Manacor,2026-01-25,14.4,7.8,69.4,31.3,0.51
Mancor,2026-01-25,NaN,NaN,NaN,NaN,NaN
Maria de la Salut,2026-01-25,15,7.6,72.1,25.2,0
Marratxí,2026-01-25,15.3,8.9,64.6,39.1,0.25
Montuïri,2026-01-25,14,8,76.6,45.4,0.2
Muro,2026-01-25,NaN,NaN,NaN,NaN,NaN
Palma,2026-01-25,15.6,11.3,66.7,40.3,0
Petra,2026-01-25,14.7,8.6,67.5,30.1,1.02
Pollença,2026-01-25,14.3,10.2,47,43.5,0
Porreres,2026-01-25,14.2,8.3,67.1,38.2,0
Sa Pobla,2026-01-25,15.8,9.2,63.6,39.3,0.79
Puigpunyent,2026-01-25,12.5,8.6,72.6,26.6,0
Ses Salines,2026-01-25,14.5,7.8,72.2,15.8,0.51
Sant Joan,2026-01-25,14.6,8.6,68.1,31.1,0
Sant Llorenç des Cardassar,2026-01-25,NaN,NaN,NaN,NaN,NaN
Sencelles,2026-01-25,15.2,7.9,69.6,24.1,0.51
Santa Eugènia,2026-01-25,16.1,7.9,66.8,30.6,0.76
Santa Margalida,2026-01-25,14.8,8.5,65.9,28.4,0.3
Santa María del Camí,2026-01-25,14.7,7.7,63.5,58,0.79
Santanyí,2026-01-25,14.7,6.9,78.5,16.9,0.51
Selva,2026-01-25,NaN,NaN,NaN,NaN,NaN
Sineu,2026-01-25,15,11.4,79.3,30.9,0
Sóller,2026-01-25,15.8,10.8,63.3,40,0
Son Servera,2026-01-25,15.6,8.4,64.3,35.6,0
Valldemossa,2026-01-25,12.1,8,72.7,29.5,0
Vilafranca de Bonany,2026-01-25,14.1,7.8,72.5,32.8,0
