Station,Date,Max Temperature (°C),Min Temperature (°C),Max Humidity (%),Min Humidity (%),Max Wind (km/h),Total Precipitation (l)
Alaró,2025-11-25,16.6,12.3,76,57,0,4.57
Alcúdia,2025-11-25,17.1,10.5,87,57,40.3,6.91
Algaida,2025-11-25,15.8,11.2,88,59,34.2,1.09
Andratx,2025-11-25,17.7,13.3,79,54,25.6,2.01
Ariany,2025-11-25,-,-,-,-,-,-
Artà,2025-11-25,-,-,-,-,-,-
Banyalbufar,2025-11-25,17.1,12.5,95,68,21.9,3.51
Binissalem,2025-11-25,17,11.7,85,56,15.1,1.27
Búger,2025-11-25,16.6,11.5,91,57,17.9,2.29
Bunyola,2025-11-25,16.4,11.1,93,62,30.9,6.35
Calvià,2025-11-25,17.1,12.6,83,58,32.7,2.29
Campanet,2025-11-25,-,-,-,-,-,-
Campos,2025-11-25,-,-,-,-,-,-
Capdepera,2025-11-25,16.3,9,95,62,23,20.6
Consell,2025-11-25,-,-,-,-,-,-
Costitx,2025-11-25,16.7,9.1,98,66,13,1.19
Deià,2025-11-25,16.6,11.7,90,59,18.7,8.31
Escorca,2025-11-25,11,6.3,97,83,33.8,10.59
Esporles,2025-11-25,15.9,12,93,71,33.2,4.83
Estellencs,2025-11-25,-,-,-,-,-,-
Felanitx,2025-11-25,-,-,-,-,-,-
Fornalutx,2025-11-25,15.2,9.7,96,70,14.8,13.21
Inca,2025-11-25,17.1,12.6,83,56,13.4,0.51
Lloret,2025-11-25,17.1,10.7,92,62,16.3,0
Lloseta,2025-11-25,17.4,12,83,59,38.2,0.51
Llubí,2025-11-25,16.4,10.3,86,54,15.5,2.01
Llucmajor,2025-11-25,16.3,11,93,65,24.5,1.3
Manacor,2025-11-25,16.6,8.3,91,54,18.7,0.51
Mancor,2025-11-25,-,-,-,-,-,-
Maria,2025-11-25,16.3,9.6,99,60,21.2,0
Marratxí,2025-11-25,16.6,11.6,90,56,23,0.76
Montuïri,2025-11-25,16.3,9.1,98,67,34.6,1.09
Muro,2025-11-25,16.3,10.5,94,63,0,4.8
Palma,2025-11-25,17.5,13.3,85,60,31.7,0.2
Petra,2025-11-25,16.6,9.5,91,54,17.5,1.02
Pollença,2025-11-25,16.9,11.3,66,47,25.7,8.64
Porreres,2025-11-25,16.4,11.3,87,57,20.2,0.51
Sa Pobla,2025-11-25,-,-,-,-,-,-
Puigpunyent,2025-11-25,-,-,-,-,-,-
Ses   Salines,2025-11-25,-,-,-,-,-,-
Sant   Joan,2025-11-25,16.5,10.7,75,60,17.7,1.02
Sant   Llorenç,2025-11-25,,,0,0,5.5,2.29
Sencelles,2025-11-25,-,-,-,-,-,-
Santa   Eugènia,2025-11-25,18.3,11.5,94,54,15.8,0.76
Santa   Margalida,2025-11-25,16.6,10.7,88,57,16.6,6.1
Santa   Maria,2025-11-25,-,-,-,-,-,-
Santanyi,2025-11-25,17.5,10.1,98,63,0,1.8
Selva,2025-11-25,17.7,10.7,89,50,14,3.05
Sineu,2025-11-25,16.4,9.4,99,72,13.7,2.49
Sóller,2025-11-25,-,-,-,-,-,-
Son   Servera,2025-11-25,,,,,,
Valldemossa,2025-11-25,-,-,-,-,-,-
Villafranca,2025-11-25,,,,,0,0.79
