Station,Date,Max Temperature (°C),Min Temperature (°C),Avg Humidity (%),Max Wind (km/h),Total Precipitation (l)
Alaró,2026-02-03,15.7,8.2,59.8,0,0
Alcúdia,2026-02-03,17.3,10.1,65.6,24.8,0
Algaida,2026-02-03,14.4,9.3,74.8,26.3,11.2
Andratx,2026-02-03,16.3,9.9,63.1,23,0
Ariany,2026-02-03,NaN,NaN,NaN,NaN,NaN
Artà,2026-02-03,16.5,9.6,74.2,30.6,0.71
Banyalbufar,2026-02-03,,,,21.2,0
Binissalem,2026-02-03,17.2,6.4,72,14.3,0
Búger,2026-02-03,17.2,7,70.6,30.6,0
Bunyola,2026-02-03,NaN,NaN,NaN,NaN,NaN
Cabrera,2026-02-03,NaN,NaN,NaN,NaN,NaN
Calvià,2026-02-03,17.7,8.4,66,17.9,0
Campanet,2026-02-03,NaN,NaN,NaN,NaN,NaN
Campos,2026-02-03,NaN,NaN,NaN,NaN,NaN
Capdepera,2026-02-03,17,10.6,68.8,21.9,0
Consell,2026-02-03,16.3,6.1,73.3,25.3,0
Costitx,2026-02-03,15.9,8.8,81,14.3,0.71
Deià,2026-02-03,16,10,60.7,27.7,0
Escorca,2026-02-03,9.8,1.8,80.4,9.7,0
Esporles,2026-02-03,15.3,6.2,73.8,21.9,0
Estellencs,2026-02-03,16.2,8.9,62.7,20.2,0
Felanitx,2026-02-03,15.8,9.8,78.6,25.4,0.76
Fornalutx,2026-02-03,14.7,8,69.6,17.7,0
Inca,2026-02-03,17.9,8.9,69.2,21.6,0
Lloret de Vistalegre,2026-02-03,16.4,8.8,78.4,6.4,0
Lloseta,2026-02-03,15.9,7.5,70.7,46.4,0
Llubí,2026-02-03,16.8,8.6,69.5,22,0
Llucmajor,2026-02-03,15.4,8.7,79,24.8,2.59
Manacor,2026-02-03,16,10,72,25.6,0
Mancor,2026-02-03,NaN,NaN,NaN,NaN,NaN
Maria de la Salut,2026-02-03,16,9.1,74.7,28.4,0
Marratxí,2026-02-03,16.8,9.4,67.7,24.5,0
Montuïri,2026-02-03,15.6,8.1,80.5,42.2,12.7
Muro,2026-02-03,NaN,NaN,NaN,NaN,NaN
Palma,2026-02-03,16.7,10.4,69.6,14,0
Petra,2026-02-03,16.5,9.4,70.9,24.8,1.78
Pollença,2026-02-03,15.8,8.4,48.6,17.7,0
Porreres,2026-02-03,15.9,9.3,71.4,22.3,2.01
Sa Pobla,2026-02-03,17.8,8.9,67.4,25.6,0
Puigpunyent,2026-02-03,15.1,7.8,73.3,21.6,0
Ses Salines,2026-02-03,16.6,10.6,75.6,10.8,0
Sant Joan,2026-02-03,15.5,9.7,64.8,23.3,1.52
Sant Llorenç des Cardassar,2026-02-03,NaN,NaN,NaN,NaN,NaN
Sencelles,2026-02-03,16.6,8.8,74.8,23.3,1.78
Santa Eugènia,2026-02-03,17.3,6.1,74.1,19.8,0.51
Santa Margalida,2026-02-03,16.5,9.2,69.6,28.8,0
Santa María del Camí,2026-02-03,15.5,6.6,67,43.2,0
Santanyí,2026-02-03,17.2,9.9,82.3,6.1,0
Selva,2026-02-03,16.9,7.7,67,13.2,0
Sineu,2026-02-03,16,6.8,84.3,24.1,0
Sóller,2026-02-03,16.1,8.7,66.1,28.4,0
Son Servera,2026-02-03,16.9,9.7,67.7,22.7,0.2
Valldemossa,2026-02-03,12.6,8.3,68.9,30.6,0
Vilafranca de Bonany,2026-02-03,16.1,9.1,75.8,31.3,3
