Station,Date,Max Temperature (°C),Min Temperature (°C),Avg Humidity (%),Max Wind (km/h),Total Precipitation (l)
Alaró,2026-06-29,33.1,25,42.9,0,0
Alcúdia,2026-06-29,31.4,24.6,65.5,19.1,0
Algaida,2026-06-29,31.7,23.7,55.1,21.6,0
Andratx,2026-06-29,36.3,25.6,51.1,15.5,0
Ariany,2026-06-29,NaN,NaN,NaN,NaN,NaN
Artà,2026-06-29,31.9,23.2,64.9,20.6,0
Banyalbufar,2026-06-29,NaN,NaN,NaN,NaN,NaN
Binissalem,2026-06-29,32.8,21.1,58,19.5,0
Búger,2026-06-29,32.8,22,61.3,22.2,0
Bunyola,2026-06-29,NaN,NaN,NaN,NaN,NaN
Cabrera,2026-06-29,NaN,NaN,NaN,NaN,NaN
Calvià,2026-06-29,NaN,NaN,NaN,NaN,NaN
Campanet,2026-06-29,NaN,NaN,NaN,NaN,NaN
Campos,2026-06-29,NaN,NaN,NaN,NaN,NaN
Capdepera,2026-06-29,30.3,25,73.1,16.6,0
Consell,2026-06-29,32.3,21.2,58.7,27,0
Costitx,2026-06-29,33.8,22.4,61.9,14,0
Deià,2026-06-29,32.9,25.6,54.1,10.4,0
Escorca,2026-06-29,29.5,16.5,67.3,15.5,0
Esporles,2026-06-29,35.4,23.9,61.1,19.5,0
Estellencs,2026-06-29,34.4,24.3,54.4,13,0
Felanitx,2026-06-29,34.4,23.8,55.5,27.7,0
Fornalutx,2026-06-29,34.4,24.3,50.9,0,0
Inca,2026-06-29,35.3,25.8,54.4,10.8,0
Lloret de Vistalegre,2026-06-29,31.4,23.3,66,7.2,0
Lloseta,2026-06-29,32,22.6,56.4,32,0
Llubí,2026-06-29,NaN,NaN,NaN,NaN,NaN
Llucmajor,2026-06-29,,,,23.8,0
Manacor,2026-06-29,35,22.5,58.3,13,0
Mancor,2026-06-29,NaN,NaN,NaN,NaN,NaN
Maria de la Salut,2026-06-29,30.3,23.4,68.4,25.9,0
Marratxí,2026-06-29,34.7,25,52.2,30.1,0
Montuïri,2026-06-29,31.8,20.1,67.8,28,0
Muro,2026-06-29,NaN,NaN,NaN,NaN,NaN
Palma,2026-06-29,34.4,26.3,58.3,25.2,0
Petra,2026-06-29,33.6,22.6,60,18.7,0
Pollença,2026-06-29,29.2,25.3,46.9,24.1,0
Porreres,2026-06-29,NaN,NaN,NaN,NaN,NaN
Sa Pobla,2026-06-29,31.7,23.8,61.3,16.3,0
Puigpunyent,2026-06-29,34,24.6,48.8,14.3,0
Ses Salines,2026-06-29,36.4,21.7,56,10.4,0
Sant Joan,2026-06-29,30.7,23.6,60.9,21.2,0
Sant Llorenç des Cardassar,2026-06-29,NaN,NaN,NaN,NaN,NaN
Sencelles,2026-06-29,33.2,22.7,58.8,18.3,0
Santa Eugènia,2026-06-29,NaN,NaN,NaN,NaN,NaN
Santa Margalida,2026-06-29,31,23.5,66.1,25.6,0
Santa María del Camí,2026-06-29,32.8,22.1,53.3,31.7,0
Santanyí,2026-06-29,,,,14.8,0
Selva,2026-06-29,32.5,23.7,51.5,17.5,0
Sineu,2026-06-29,NaN,NaN,NaN,NaN,NaN
Sóller,2026-06-29,34.7,23.5,53.2,16.9,0
Son Servera,2026-06-29,32.4,24.9,56.7,22.3,0
Valldemossa,2026-06-29,32.9,23.9,52.8,18,0
Vilafranca de Bonany,2026-06-29,32.5,24,63,28.1,0
