Station,Date,Max Temperature (°C),Min Temperature (°C),Avg Humidity (%),Max Wind (km/h),Total Precipitation (l)
Alaró,2025-12-30,14.3,7,83.2,0,0.51
Alcúdia,2025-12-30,15.9,6.1,88.2,27,1.5
Algaida,2025-12-30,14.3,7,87.7,17.3,0.2
Andratx,2025-12-30,15.4,7.7,88.3,13.3,3.1
Ariany,2025-12-30,NaN,NaN,NaN,NaN,NaN
Artà,2025-12-30,14.9,6.5,92.7,15.1,0.2
Banyalbufar,2025-12-30,8.6,8,99,0,12.5
Binissalem,2025-12-30,16.2,3.8,90.5,10.1,0.51
Búger,2025-12-30,17.5,4.4,89.4,10,0.25
Bunyola,2025-12-30,NaN,NaN,NaN,NaN,NaN
Cabrera,2025-12-30,NaN,NaN,NaN,NaN,NaN
Calvià,2025-12-30,17.9,7.2,86.4,14.3,1.27
Campanet,2025-12-30,NaN,NaN,NaN,NaN,NaN
Campos,2025-12-30,NaN,NaN,NaN,NaN,NaN
Capdepera,2025-12-30,15.4,9.9,83.6,13.4,0
Consell,2025-12-30,16.1,3.6,92.1,11.9,0.25
Costitx,2025-12-30,15.8,5.4,93.9,8.7,0.2
Deià,2025-12-30,12.6,9.8,84,6.8,5.41
Escorca,2025-12-30,7.9,1.2,95.6,17.3,3.1
Esporles,2025-12-30,13,6.6,95.8,11.9,1.02
Estellencs,2025-12-30,13.2,9.1,88.8,8.6,2.49
Felanitx,2025-12-30,16.5,7.5,89,12.6,0.25
Fornalutx,2025-12-30,11.1,7.7,94.2,7.2,6.6
Inca,2025-12-30,16.6,7.2,86.2,9,0.3
Lloret de Vistalegre,2025-12-30,16.2,5.6,91.2,0,0
Lloseta,2025-12-30,15.2,6.1,86.9,32,0.1
Llubí,2025-12-30,17.4,4.2,89,7.2,0.51
Llucmajor,2025-12-30,15,6.7,90.8,14.4,0.3
Manacor,2025-12-30,16.6,4.7,89.9,9,0.2
Mancor,2025-12-30,NaN,NaN,NaN,NaN,NaN
Maria de la Salut,2025-12-30,15.9,7.6,87.8,10.4,0
Marratxí,2025-12-30,15.4,8.1,84.2,18.3,0
Montuïri,2025-12-30,15.8,2.2,94.3,10.8,0
Muro,2025-12-30,NaN,NaN,NaN,NaN,NaN
Palma,2025-12-30,16.6,8.7,86.5,20.5,0
Petra,2025-12-30,16.3,5.1,89.1,8.2,5.59
Pollença,2025-12-30,13.5,8.8,65.9,17.7,6.1
Porreres,2025-12-30,15,5.8,86.3,10.4,0.3
Sa Pobla,2025-12-30,17.5,5.2,86.1,10.5,0
Puigpunyent,2025-12-30,14.5,8.6,85.3,13.2,3.56
Ses Salines,2025-12-30,17.5,5.8,91.1,6.1,0.2
Sant Joan,2025-12-30,15.4,7.1,49.3,10.1,0.51
Sant Llorenç des Cardassar,2025-12-30,15,5.7,90.8,2.6,0
Sencelles,2025-12-30,16.5,4.2,90.6,7.6,0
Santa Eugènia,2025-12-30,17.5,2.5,91.2,7.2,0
Santa Margalida,2025-12-30,16.6,7,85.4,5.4,0
Santa María del Camí,2025-12-30,15.6,5,86.3,19.4,0.99
Santanyí,2025-12-30,16.9,6.5,93.2,0,0
Selva,2025-12-30,19.3,7.3,82.9,8.2,1.52
Sineu,2025-12-30,16.4,4.9,94.5,0,0
Sóller,2025-12-30,14.2,6.8,93.5,10.4,4.29
Son Servera,2025-12-30,16.1,8.3,82.6,11.9,0.3
Valldemossa,2025-12-30,10.4,8.4,92,3.6,2.31
Vilafranca de Bonany,2025-12-30,16.1,7.3,87.9,9.4,0
