Station,Date,Max Temperature (°C),Min Temperature (°C),Max Humidity (%),Min Humidity (%),Max Wind (km/h),Total Precipitation (l)
Alaró,2025-05-26,27.9,14.4,67,31,0,0
Alcúdia,2025-05-26,25.6,13.9,91,44,15.5,0
Algaida,2025-05-26,27.5,14.3,84,29,21.6,0
Andratx,2025-05-26,28.3,15.6,63,26,11.9,0
Ariany,2025-05-26,-,-,-,-,-,-
Artà,2025-05-26,26.3,10.4,93,50,22.5,0
Banyalbufar,2025-05-26,25.9,15.9,78,43,9.3,0
Binissalem,2025-05-26,29.9,11.7,92,33,14.8,0
Búger,2025-05-26,27.5,12.7,91,35,16.4,0
Bunyola,2025-05-26,29.7,13.6,75,28,16.6,0
Calvià,2025-05-26,26.8,13.8,73,25,17.9,0
Campanet,2025-05-26,-,-,-,-,-,-
Campos,2025-05-26,-,-,-,-,-,-
Capdepera,2025-05-26,24.9,16.4,93,43,16.9,0
Consell,2025-05-26,17.2,17.2,51,51,3.9,0
Costitx,2025-05-26,29.1,11.8,99,32,10.8,0
Deià,2025-05-26,26.2,18.1,67,30,12.2,0
Escorca,2025-05-26,22.6,7.6,89,40,18.4,0
Esporles,2025-05-26,15.8,13.8,78,68,11.9,0
Estellencs,2025-05-26,-,-,-,-,-,-
Felanitx,2025-05-26,24.9,16.1,85,36,20.9,0
Fornalutx,2025-05-26,26.5,16.4,67,35,14.8,0
Inca,2025-05-26,29.7,15.8,81,39,15.1,0
Lloret,2025-05-26,27.6,12.7,95,36,9,0
Lloseta,2025-05-26,27.1,13.8,85,36,29.2,0
Llubí,2025-05-26,29.5,12.5,92,35,13.7,0
Llucmajor,2025-05-26,27.5,13.1,87,31,21.6,0
Manacor,2025-05-26,26.5,12.7,97,41,20.5,0
Mancor,2025-05-26,-,-,-,-,-,-
Maria,2025-05-26,25.8,14.3,93,36,22.3,0
Marratxí,2025-05-26,30.6,15.5,89,26,28.6,0
Montuïri,2025-05-26,27.3,9.3,97,34,20.9,0
Muro,2025-05-26,27.7,14.4,93,47,0,0
Palma,2025-05-26,27.8,16.1,83,29,13.7,0
Petra,2025-05-26,27.7,12.6,90,30,15,0
Pollença,2025-05-26,23.7,15.8,66,31,29.6,0
Porreres,2025-05-26,28.6,13.5,84,26,19.4,0
Sa Pobla,2025-05-26,29.9,14.8,87,33,11.4,0
Puigpunyent,2025-05-26,28.7,14.9,79,32,1.9,0
Ses   Salines,2025-05-26,25.5,13.9,93,41,31.5,0
Sant   Joan,2025-05-26,25.6,13.7,73,35,15.1,0
Sant   Llorenç,2025-05-26,27.7,12.8,89,43,9.8,0
Sencelles,2025-05-26,28.3,12.7,91,34,24.1,0
Santa   Eugènia,2025-05-26,31.9,9.4,99,28,18.7,0
Santa   Margalida,2025-05-26,28.2,15.1,87,42,17.3,0
Santa   Maria,2025-05-26,-,-,-,-,-,-
Santanyi,2025-05-26,26.5,13.6,98,44,5.8,0
Selva,2025-05-26,-,-,-,-,-,-
Sineu,2025-05-26,28.6,12,99,43,8.7,0
Sóller,2025-05-26,26.6,18.5,72,33,19.3,0
Son   Servera,2025-05-26,25.3,15.4,87,43,15,0
Valldemossa,2025-05-26,26.1,14.7,69,33,22.5,0
Villafranca,2025-05-26,,,,,21.6,0
