Station,Date,Max Temperature (°C),Min Temperature (°C),Max Humidity (%),Min Humidity (%),Max Wind (km/h),Total Precipitation (l)
Alaró,2025-08-03,-,-,-,-,-,-
Alcúdia,2025-08-03,29.1,21.6,90,47,14.8,0
Algaida,2025-08-03,29.4,20.3,90,45,22,0
Andratx,2025-08-03,30.8,22.5,80,52,11.2,0
Ariany,2025-08-03,-,-,-,-,-,-
Artà,2025-08-03,29.7,18.1,97,48,27.8,0
Banyalbufar,2025-08-03,29.1,22.3,90,62,8.2,0
Binissalem,2025-08-03,30,19.7,92,47,16.6,0
Búger,2025-08-03,29.6,19.7,91,46,21.9,0
Bunyola,2025-08-03,32.6,20.2,90,42,17.2,0
Calvià,2025-08-03,29.5,21.8,87,54,14.6,0
Campanet,2025-08-03,-,-,-,-,-,-
Campos,2025-08-03,31.3,21.9,88,48,37,0
Capdepera,2025-08-03,28,22.1,87,46,14.3,0
Consell,2025-08-03,-,-,-,-,-,-
Costitx,2025-08-03,32.3,19.7,96,43,10.5,0
Deià,2025-08-03,30,22.8,80,52,12.2,0
Escorca,2025-08-03,26.2,15.5,96,57,9.7,0
Esporles,2025-08-03,28.8,20.2,94,63,16.6,0
Estellencs,2025-08-03,-,-,-,-,-,-
Felanitx,2025-08-03,29.3,21.3,88,48,37,0
Fornalutx,2025-08-03,29.5,21.1,84,53,15.4,0
Inca,2025-08-03,32.4,22.4,84,43,12.2,0
Lloret,2025-08-03,29.7,19.9,93,50,6.1,0.51
Lloseta,2025-08-03,29.2,20.4,90,48,23.8,0
Llubí,2025-08-03,30.4,20.3,87,43,13.3,0
Llucmajor,2025-08-03,30.8,21.3,91,47,20.2,11.4
Manacor,2025-08-03,30.9,19.8,91,40,19.1,0
Mancor,2025-08-03,-,-,-,-,-,-
Maria,2025-08-03,-,-,-,-,-,-
Marratxí,2025-08-03,32.1,21.5,87,41,15.4,0
Montuïri,2025-08-03,29.5,18.3,98,51,24.5,0
Muro,2025-08-03,28.1,21.8,90,52,0,0
Palma,2025-08-03,30.8,23.1,83,55,14,0
Petra,2025-08-03,32.3,19.6,92,36,16.9,0
Pollença,2025-08-03,26.3,21.1,68,39,27.8,0
Porreres,2025-08-03,31.4,20.6,87,40,13,0
Sa Pobla,2025-08-03,31.2,22,86,42,11.4,0
Puigpunyent,2025-08-03,-,-,-,-,-,-
Ses   Salines,2025-08-03,28.7,21.9,88,55,33.3,0
Sant   Joan,2025-08-03,28.7,21.1,68,40,16.1,0
Sant   Llorenç,2025-08-03,32.2,20.3,91,41,1.3,0
Sencelles,2025-08-03,29.6,20.8,88,49,25.9,0
Santa   Eugènia,2025-08-03,35.3,19.1,94,36,15.3,0
Santa   Margalida,2025-08-03,28.9,21.4,85,48,19.4,0
Santa   Maria,2025-08-03,-,-,-,-,-,-
Santanyi,2025-08-03,30.2,22.2,90,51,9.7,0
Selva,2025-08-03,29.7,21.1,88,42,12.2,0
Sineu,2025-08-03,30.8,19.6,99,51,11.1,0
Sóller,2025-08-03,29.7,21.8,83,55,22.2,0
Son   Servera,2025-08-03,,,,,,
Valldemossa,2025-08-03,27.2,19.6,90,58,22.5,0
Villafranca,2025-08-03,,,,,0,0
