Station,Date,Max Temperature (°C),Min Temperature (°C),Avg Humidity (%),Max Wind (km/h),Total Precipitation (l)
Alaró,2026-05-01,20.4,15,78,0,0
Alcúdia,2026-05-01,21.8,17,83.3,13,0
Algaida,2026-05-01,19.3,14.8,89.5,20.5,0
Andratx,2026-05-01,22.8,18,75,17.3,0
Ariany,2026-05-01,NaN,NaN,NaN,NaN,NaN
Artà,2026-05-01,19.7,15.2,90.9,19.8,0
Banyalbufar,2026-05-01,NaN,NaN,NaN,NaN,NaN
Binissalem,2026-05-01,20.9,13.1,87.3,14.8,0.25
Búger,2026-05-01,20.7,13.8,86,15.8,0
Bunyola,2026-05-01,NaN,NaN,NaN,NaN,NaN
Cabrera,2026-05-01,NaN,NaN,NaN,NaN,NaN
Calvià,2026-05-01,NaN,NaN,NaN,NaN,NaN
Campanet,2026-05-01,NaN,NaN,NaN,NaN,NaN
Campos,2026-05-01,NaN,NaN,NaN,NaN,NaN
Capdepera,2026-05-01,21,17.3,88,13,0
Consell,2026-05-01,NaN,NaN,NaN,NaN,NaN
Costitx,2026-05-01,19.8,14.4,93,10.5,0
Deià,2026-05-01,20.8,16.2,81.4,27,0
Escorca,2026-05-01,16.6,9.3,92.6,14.8,0.71
Esporles,2026-05-01,21.7,15.7,87.8,18.7,0
Estellencs,2026-05-01,20.9,15.8,81.4,18.7,0
Felanitx,2026-05-01,20,16.9,90.5,21.9,0
Fornalutx,2026-05-01,21.1,15,80.3,18,0
Inca,2026-05-01,21.6,15.8,83.4,13.7,0
Lloret de Vistalegre,2026-05-01,19.2,14.5,92,5.5,0
Lloseta,2026-05-01,19.8,13.7,87.4,25.9,0.2
Llubí,2026-05-01,21.3,15.5,82.1,12.2,0
Llucmajor,2026-05-01,,,,16.2,0
Manacor,2026-05-01,19.9,16.2,86.8,13,0
Mancor,2026-05-01,NaN,NaN,NaN,NaN,NaN
Maria de la Salut,2026-05-01,19.6,15.3,90,21.2,0
Marratxí,2026-05-01,21.3,15.8,83.4,17.5,0
Montuïri,2026-05-01,19.3,14.3,95.8,15.1,0
Muro,2026-05-01,NaN,NaN,NaN,NaN,NaN
Palma,2026-05-01,21.1,16.7,83.2,16.9,0
Petra,2026-05-01,20.8,15.7,84.3,14.3,0
Pollença,2026-05-01,19.7,15.6,66.6,16.1,0
Porreres,2026-05-01,20.4,15.8,85.5,13.7,0.3
Sa Pobla,2026-05-01,20.7,16.4,81,16.3,0
Puigpunyent,2026-05-01,19.5,14.6,87.6,15.4,0
Ses Salines,2026-05-01,20.7,16.9,85.1,9.4,0.51
Sant Joan,2026-05-01,19.5,16.4,56.3,16.1,0
Sant Llorenç des Cardassar,2026-05-01,NaN,NaN,NaN,NaN,NaN
Sencelles,2026-05-01,20.6,14.9,88.4,16.9,0
Santa Eugènia,2026-05-01,NaN,NaN,NaN,NaN,NaN
Santa Margalida,2026-05-01,21,16.2,83,15.5,0
Santa María del Camí,2026-05-01,20.5,14,82.8,22.3,0
Santanyí,2026-05-01,,,,8.7,0
Selva,2026-05-01,NaN,NaN,NaN,NaN,NaN
Sineu,2026-05-01,NaN,NaN,NaN,NaN,NaN
Sóller,2026-05-01,22.4,15.7,79.5,27,0
Son Servera,2026-05-01,19.8,16.8,85.7,22,0
Valldemossa,2026-05-01,19.7,14.6,87.7,14.4,0
Vilafranca de Bonany,2026-05-01,19.2,16.1,90.1,18,0
