Station,Date,Max Temperature (°C),Min Temperature (°C),Max Humidity (%),Min Humidity (%),Max Wind (km/h),Total Precipitation (l)
Alaró,2025-11-21,10.9,6.4,82,27,0,13.97
Alcúdia,2025-11-21,12.1,7.3,96,28,38.2,8.89
Algaida,2025-11-21,10.2,6,93,29,33.1,4.8
Andratx,2025-11-21,13,10.6,64,31,37.8,0.3
Ariany,2025-11-21,-,-,-,-,-,-
Artà,2025-11-21,-,-,-,-,-,-
Banyalbufar,2025-11-21,12.3,9.5,84,34,20.6,0
Binissalem,2025-11-21,11.3,5.8,96,31,20.6,14.22
Búger,2025-11-21,12.1,6.6,96,28,24.8,10.16
Bunyola,2025-11-21,11,5.2,95,26,53.6,9.4
Calvià,2025-11-21,13,9.7,69,32,32,0
Campanet,2025-11-21,-,-,-,-,-,-
Campos,2025-11-21,-,-,-,-,-,-
Capdepera,2025-11-21,10.8,5.5,97,30,34.9,7.9
Consell,2025-11-21,-,-,-,-,-,-
Costitx,2025-11-21,11.1,4.9,99,37,13.7,9.91
Deià,2025-11-21,11.5,7.1,89,25,23.8,6.4
Escorca,2025-11-21,5.5,0.8,96,40,25.6,12.7
Esporles,2025-11-21,11.3,8.3,85,48,28,1.52
Estellencs,2025-11-21,-,-,-,-,-,-
Felanitx,2025-11-21,-,-,-,-,-,-
Fornalutx,2025-11-21,9.9,4.5,95,30,19.5,13.69
Inca,2025-11-21,12.7,6.5,96,31,21.6,19.3
Lloret,2025-11-21,11.4,5.3,97,38,7.2,0
Lloseta,2025-11-21,10.9,5.6,96,26,64.8,23.39
Llubí,2025-11-21,11.3,6.3,97,30,22.3,7.11
Llucmajor,2025-11-21,10.6,6.2,94,34,30.2,3.61
Manacor,2025-11-21,11.2,4.6,97,44,17.6,4.29
Mancor,2025-11-21,-,-,-,-,-,-
Maria,2025-11-21,9.8,4.1,99,33,30.6,0
Marratxí,2025-11-21,11.3,6,92,32,29.5,12.19
Montuïri,2025-11-21,10.7,4.6,99,40,26.7,5.51
Muro,2025-11-21,11.2,6.3,99,31,4,8.41
Palma,2025-11-21,12.2,7.6,91,28,40.3,3.91
Petra,2025-11-21,10.6,6,94,34,26.2,5.08
Pollença,2025-11-21,10.6,6.9,77,17,35.4,4.32
Porreres,2025-11-21,11.1,5.5,93,37,21.2,3.3
Sa Pobla,2025-11-21,12.6,7.3,95,29,19,11.43
Puigpunyent,2025-11-21,-,-,-,-,-,-
Ses   Salines,2025-11-21,-,-,-,-,-,-
Sant   Joan,2025-11-21,10.6,6.5,74,33,19.5,7.11
Sant   Llorenç,2025-11-21,,,0,0,6.6,3.81
Sencelles,2025-11-21,-,-,-,-,-,-
Santa   Eugènia,2025-11-21,12.5,5.3,99,33,20.3,8.89
Santa   Margalida,2025-11-21,11.2,5.9,93,30,22,6.1
Santa   Maria,2025-11-21,-,-,-,-,-,-
Santanyi,2025-11-21,11.7,5.3,98,58,5.5,0.51
Selva,2025-11-21,10.9,6.2,93,26,20.4,4.32
Sineu,2025-11-21,11.8,5.3,99,43,12.2,9.91
Sóller,2025-11-21,-,-,-,-,-,-
Son   Servera,2025-11-21,,,,,,
Valldemossa,2025-11-21,-,-,-,-,-,-
Villafranca,2025-11-21,,,,,0,6.3
