Station,Date,Max Temperature (°C),Min Temperature (°C),Max Humidity (%),Min Humidity (%),Max Wind (km/h),Total Precipitation (l)
Alaró,2025-05-27,27.2,16.6,63,41,0,0
Alcúdia,2025-05-27,25,15.8,90,55,15.1,0
Algaida,2025-05-27,27.7,16,88,38,23.4,0
Andratx,2025-05-27,27.2,17.7,77,37,13,0
Ariany,2025-05-27,-,-,-,-,-,-
Artà,2025-05-27,26.3,13,97,53,20.9,0
Banyalbufar,2025-05-27,24.3,16.8,86,57,9.7,0
Binissalem,2025-05-27,29.1,14.6,90,39,14.3,0
Búger,2025-05-27,26.5,14.8,88,47,17.9,0
Bunyola,2025-05-27,30.1,14.9,85,32,16.3,0
Calvià,2025-05-27,26.8,16.4,83,30,17.9,0
Campanet,2025-05-27,-,-,-,-,-,-
Campos,2025-05-27,-,-,-,-,-,-
Capdepera,2025-05-27,24.7,17,94,54,17.2,0
Consell,2025-05-27,17.2,17.2,51,51,3.9,0
Costitx,2025-05-27,29,14.5,98,42,9.3,0
Deià,2025-05-27,25.3,17.9,84,39,13,0
Escorca,2025-05-27,23,10,85,40,15.5,0
Esporles,2025-05-27,27.1,15.3,88,41,16.6,0
Estellencs,2025-05-27,-,-,-,-,-,-
Felanitx,2025-05-27,24.8,16.6,76,76,16.7,0
Fornalutx,2025-05-27,26.3,16.3,87,35,15.4,0
Inca,2025-05-27,28.7,17.6,79,45,10.5,0
Lloret,2025-05-27,27.7,15.2,96,46,4.7,0
Lloseta,2025-05-27,26.9,15.1,84,40,23.8,0
Llubí,2025-05-27,27.7,15.1,90,43,11.9,0
Llucmajor,2025-05-27,26.7,16,86,36,18.4,0
Manacor,2025-05-27,25.5,15.3,97,51,17.3,0
Mancor,2025-05-27,-,-,-,-,-,-
Maria,2025-05-27,26,16.4,96,50,21.2,0
Marratxí,2025-05-27,28.7,16.9,84,34,18.7,0
Montuïri,2025-05-27,27.9,13.6,99,49,14.8,0
Muro,2025-05-27,24.9,16.8,92,60,0,0
Palma,2025-05-27,27.9,18.6,82,33,15.5,0
Petra,2025-05-27,28.2,15.2,95,41,14.3,0
Pollença,2025-05-27,22.8,16.5,66,37,27.8,0
Porreres,2025-05-27,27.4,16.1,91,40,16.9,0
Sa Pobla,2025-05-27,28.1,17.2,81,45,11.1,0
Puigpunyent,2025-05-27,27.9,14.4,82,34,19.3,0
Ses   Salines,2025-05-27,23.8,16.7,93,61,32.2,0
Sant   Joan,2025-05-27,25.9,16.3,71,29,13,0
Sant   Llorenç,2025-05-27,27.4,15.1,93,48,6.6,0
Sencelles,2025-05-27,27.7,16.1,83,46,25.9,0
Santa   Eugènia,2025-05-27,32.5,14.3,91,37,14.6,0
Santa   Margalida,2025-05-27,25.9,16.8,93,46,20.2,0
Santa   Maria,2025-05-27,-,-,-,-,-,-
Santanyi,2025-05-27,25.4,17.2,98,60,13,0
Selva,2025-05-27,-,-,-,-,-,-
Sineu,2025-05-27,27.9,14.7,99,55,7.9,0
Sóller,2025-05-27,25.9,15.9,87,37,22.2,0
Son   Servera,2025-05-27,24.3,17,92,54,15.4,0
Valldemossa,2025-05-27,24.3,15.1,84,39,22.5,0
Villafranca,2025-05-27,,,,,19.5,0
