Station,Date,Max Temperature (°C),Min Temperature (°C),Max Humidity (%),Min Humidity (%),Max Wind (km/h),Total Precipitation (l)
Alaró,2025-08-16,38.5,24.4,60,15,0,0
Alcúdia,2025-08-16,37.3,22.4,79,22,20.9,0
Algaida,2025-08-16,38.1,24.7,78,25,19.1,0
Andratx,2025-08-16,39.3,26.7,67,16,14.4,0
Ariany,2025-08-16,-,-,-,-,-,-
Artà,2025-08-16,39.1,20.4,88,20,25.9,0
Banyalbufar,2025-08-16,34.5,24.3,65,29,5.5,0
Binissalem,2025-08-16,41.2,21.5,87,20,11.6,0
Búger,2025-08-16,41.6,22,81,15,20.4,0
Bunyola,2025-08-16,39.9,24.6,81,16,20.9,0
Calvià,2025-08-16,31.1,25,57,28,15.4,0
Campanet,2025-08-16,-,-,-,-,-,-
Campos,2025-08-16,36.9,21.5,82,35,35.4,0
Capdepera,2025-08-16,37,24.3,93,28,14.3,0
Consell,2025-08-16,-,-,-,-,-,-
Costitx,2025-08-16,42,21.5,89,20,13,0
Deià,2025-08-16,36.5,26.7,52,24,8.6,0
Escorca,2025-08-16,34.5,19.1,73,22,15.5,0
Esporles,2025-08-16,37.5,24.3,74,24,17.7,0
Estellencs,2025-08-16,-,-,-,-,-,-
Felanitx,2025-08-16,37.1,22.2,80,28,31.5,0
Fornalutx,2025-08-16,36.2,25.3,53,19,13,0
Inca,2025-08-16,41.8,25.6,74,20,18,0
Lloret,2025-08-16,40,22.4,86,23,10.5,0
Lloseta,2025-08-16,39.7,23.6,75,19,31,0
Llubí,2025-08-16,40.1,22.1,77,18,17.3,0
Llucmajor,2025-08-16,37.9,24,87,26,18.7,0
Manacor,2025-08-16,40.2,21.5,87,25,15.1,0
Mancor,2025-08-16,-,-,-,-,-,-
Maria,2025-08-16,-,-,-,-,-,-
Marratxí,2025-08-16,37.5,24.9,88,26,14.6,0
Montuïri,2025-08-16,39.3,19.7,85,25,28.8,0
Muro,2025-08-16,38.5,24.3,84,23,0,0
Palma,2025-08-16,35.1,25.8,85,46,19.4,0
Petra,2025-08-16,40.2,22,80,17,18.7,0
Pollença,2025-08-16,35.6,24.6,56,6,33.3,0
Porreres,2025-08-16,39.1,23.4,73,24,23,0
Sa Pobla,2025-08-16,41.7,24.3,71,17,12.6,0
Puigpunyent,2025-08-16,38.9,23.8,74,19,25.9,0
Ses   Salines,2025-08-16,32.9,23.2,88,46,29.6,0
Sant   Joan,2025-08-16,38.5,23.3,69,21,16.3,0
Sant   Llorenç,2025-08-16,40,21.9,81,22,8,0
Sencelles,2025-08-16,39.1,22.8,88,24,24.1,0
Santa   Eugènia,2025-08-16,41.4,20,88,25,20.1,0
Santa   Margalida,2025-08-16,38.2,24.2,77,22,20.5,0
Santa   Maria,2025-08-16,-,-,-,-,-,-
Santanyi,2025-08-16,39.4,22.7,93,31,5,0
Selva,2025-08-16,27.9,27.7,39,38,0,0
Sineu,2025-08-16,41.3,21.7,88,22,12.2,0
Sóller,2025-08-16,36.9,23.4,66,18,16.7,0
Son   Servera,2025-08-16,,,,,,
Valldemossa,2025-08-16,35.8,25.5,54,17,22.5,0
Villafranca,2025-08-16,,,,,0,0
