Station,Date,Max Temperature (°C),Min Temperature (°C),Avg Humidity (%),Max Wind (km/h),Total Precipitation (l)
Alaró,2026-09-09,29.2,20.6,70.7,0,30.48
Alcúdia,2026-09-09,29.4,20.3,81.8,42.5,22.1
Algaida,2026-09-09,30,19.5,86.1,31.3,18.8
Andratx,2026-09-09,33.1,22.6,72.1,31,1.19
Ariany,2026-09-09,NaN,NaN,NaN,NaN,NaN
Artà,2026-09-09,29.8,19.6,92.2,31.7,41.71
Banyalbufar,2026-09-09,31.8,22.5,72,24.8,0.2
Binissalem,2026-09-09,29.6,20.2,84.1,21.9,14.99
Búger,2026-09-09,30.7,20.4,86.4,30.1,33.02
Bunyola,2026-09-09,NaN,NaN,NaN,NaN,NaN
Cabrera,2026-09-09,NaN,NaN,NaN,NaN,NaN
Calvià,2026-09-09,NaN,NaN,NaN,NaN,NaN
Campanet,2026-09-09,NaN,NaN,NaN,NaN,NaN
Campos,2026-09-09,NaN,NaN,NaN,NaN,NaN
Capdepera,2026-09-09,30.1,20.4,88.1,32,27.2
Consell,2026-09-09,29.8,19.4,85.9,36.7,43.69
Costitx,2026-09-09,31.5,19.5,91.7,20.1,20.8
Deià,2026-09-09,32.4,19.7,73.3,13.3,50.5
Escorca,2026-09-09,24.9,14,78,22,41.91
Esporles,2026-09-09,30.2,22.1,87.2,38.1,11.43
Estellencs,2026-09-09,33.3,20.8,70.5,46.1,0
Felanitx,2026-09-09,32.4,19.5,87.7,32.7,104.39
Fornalutx,2026-09-09,30.3,19.5,69.5,37,36.6
Inca,2026-09-09,30.7,20.6,83.5,13,20.09
Lloret de Vistalegre,2026-09-09,30.1,19.4,90.6,15.8,0
Lloseta,2026-09-09,29.1,19.6,84.2,52.9,28.19
Llubí,2026-09-09,NaN,NaN,NaN,NaN,NaN
Llucmajor,2026-09-09,,,,12.2,39.9
Manacor,2026-09-09,32.1,20,86.9,27.4,79.81
Mancor,2026-09-09,NaN,NaN,NaN,NaN,NaN
Maria de la Salut,2026-09-09,29.2,19.4,90.2,44.6,0
Marratxí,2026-09-09,32.6,20.7,80.5,41.4,12.95
Montuïri,2026-09-09,30.4,19.6,93.5,33.8,39.6
Muro,2026-09-09,NaN,NaN,NaN,NaN,NaN
Palma,2026-09-09,31.2,21.6,79.8,36.4,27.71
Petra,2026-09-09,30.6,20.5,85.3,28,49.02
Pollença,2026-09-09,26.3,20,63.1,41.8,5.59
Porreres,2026-09-09,31.6,19.8,84.6,38.5,40.89
Sa Pobla,2026-09-09,29.8,20.5,82,28,24.41
Puigpunyent,2026-09-09,29.5,19.2,84.2,27.7,0.76
Ses Salines,2026-09-09,32.2,20.2,82.6,1.8,8.41
Sant Joan,2026-09-09,29.4,20.3,40.4,35.6,0
Sant Llorenç des Cardassar,2026-09-09,NaN,NaN,NaN,NaN,NaN
Sencelles,2026-09-09,30.6,20.2,87.7,25.9,29.97
Santa Eugènia,2026-09-09,NaN,NaN,NaN,NaN,NaN
Santa Margalida,2026-09-09,29.8,19.8,85.2,39.6,31.5
Santa María del Camí,2026-09-09,29.8,19.8,76.5,36.7,28.19
Santanyí,2026-09-09,NaN,NaN,NaN,NaN,NaN
Selva,2026-09-09,30,19.8,80,17.5,17.78
Sineu,2026-09-09,NaN,NaN,NaN,NaN,NaN
Sóller,2026-09-09,31.4,20.4,68.3,54.4,13.59
Son Servera,2026-09-09,30.3,20.3,84.4,42.5,39.7
Valldemossa,2026-09-09,29.3,21.1,78.7,46.8,33.5
Vilafranca de Bonany,2026-09-09,30.2,19.6,90.5,38.2,35.61
