Station,Date,Max Temperature (°C),Min Temperature (°C),Avg Humidity (%),Max Wind (km/h),Total Precipitation (l)
Alaró,2026-02-12,20.5,15.7,37.4,0,0
Alcúdia,2026-02-12,22.8,17,38.1,77,0
Algaida,2026-02-12,18,13.5,48.7,69.1,0
Andratx,2026-02-12,19.6,14.7,58.6,38.5,0
Ariany,2026-02-12,NaN,NaN,NaN,NaN,NaN
Artà,2026-02-12,20.2,15.1,45,62.9,0
Banyalbufar,2026-02-12,,,,30.9,0
Binissalem,2026-02-12,20.4,14.2,43.9,35.6,39.12
Búger,2026-02-12,22.4,15.2,39.3,47.8,0
Bunyola,2026-02-12,NaN,NaN,NaN,NaN,NaN
Cabrera,2026-02-12,NaN,NaN,NaN,NaN,NaN
Calvià,2026-02-12,1.5,1.5,15,53.6,0
Campanet,2026-02-12,NaN,NaN,NaN,NaN,NaN
Campos,2026-02-12,NaN,NaN,NaN,NaN,NaN
Capdepera,2026-02-12,20.7,15.6,37.6,54.1,0
Consell,2026-02-12,20,14.7,48.7,40.7,0
Costitx,2026-02-12,18.6,12.6,54.9,33.2,0
Deià,2026-02-12,20.4,13.6,62.2,44.6,0
Escorca,2026-02-12,14.6,8.4,77.4,35.3,0
Esporles,2026-02-12,20.6,14.5,64.9,42.5,0.51
Estellencs,2026-02-12,21.1,14.8,65,37.1,0
Felanitx,2026-02-12,18.4,12.8,51.6,46,0
Fornalutx,2026-02-12,19.2,11.2,68.1,25.3,0
Inca,2026-02-12,21,15.9,43.1,43.6,0
Lloret de Vistalegre,2026-02-12,18.4,13.1,53.4,9.7,0
Lloseta,2026-02-12,21.1,15.3,40.6,92.2,0
Llubí,2026-02-12,20.7,15,38.9,40.7,0
Llucmajor,2026-02-12,18.2,12.7,58.2,42.1,0
Manacor,2026-02-12,19.4,13.1,46.9,38.9,0
Mancor,2026-02-12,NaN,NaN,NaN,NaN,NaN
Maria de la Salut,2026-02-12,19.2,13.8,45.2,31.7,0
Marratxí,2026-02-12,20.2,14.6,46.7,55.7,0
Montuïri,2026-02-12,18.9,14.2,55.6,70.5,0
Muro,2026-02-12,NaN,NaN,NaN,NaN,NaN
Palma,2026-02-12,20.2,15.3,47,38.9,0
Petra,2026-02-12,19.2,14.6,44.4,42.3,0
Pollença,2026-02-12,21.1,15.7,34.2,43.5,0.25
Porreres,2026-02-12,18.4,14.1,46.2,44.6,0
Sa Pobla,2026-02-12,22.2,16.2,40.8,44.3,0.3
Puigpunyent,2026-02-12,16.9,13,55.6,31.2,0
Ses Salines,2026-02-12,19,13.6,66.3,16.9,0
Sant Joan,2026-02-12,18.7,14.7,49.5,43,0
Sant Llorenç des Cardassar,2026-02-12,NaN,NaN,NaN,NaN,NaN
Sencelles,2026-02-12,19.8,13.4,49.7,30.6,25.15
Santa Eugènia,2026-02-12,20,14.2,49.8,32.5,0
Santa Margalida,2026-02-12,20.4,15,42,40.7,0
Santa María del Camí,2026-02-12,20.5,14.7,49.5,70.2,0
Santanyí,2026-02-12,19.4,14.1,68.2,27.7,0
Selva,2026-02-12,17.1,14.9,39.6,35.2,0
Sineu,2026-02-12,19.6,14.1,52.4,41.4,0
Sóller,2026-02-12,22.1,13.3,58.1,43.9,0
Son Servera,2026-02-12,20.6,14.1,37,54,0
Valldemossa,2026-02-12,17.8,11.7,70.7,46.1,0
Vilafranca de Bonany,2026-02-12,19.6,12.4,52.7,46.4,0
