Station,Date,Max Temperature (°C),Min Temperature (°C),Avg Humidity (%),Max Wind (km/h),Total Precipitation (l)
Alaró,2026-03-28,17.3,7.6,50.7,0,0
Alcúdia,2026-03-28,18.1,7.3,54.3,36.7,0
Algaida,2026-03-28,16.8,7,61.3,28.4,0
Andratx,2026-03-28,16.9,8.3,64.2,18,0.3
Ariany,2026-03-28,NaN,NaN,NaN,NaN,NaN
Artà,2026-03-28,17.8,7.3,62,27,0
Banyalbufar,2026-03-28,NaN,NaN,NaN,NaN,NaN
Binissalem,2026-03-28,18.8,4.7,61.8,13.7,0
Búger,2026-03-28,21.6,5.2,54.3,22.5,0
Bunyola,2026-03-28,NaN,NaN,NaN,NaN,NaN
Cabrera,2026-03-28,NaN,NaN,NaN,NaN,NaN
Calvià,2026-03-28,NaN,NaN,NaN,NaN,NaN
Campanet,2026-03-28,NaN,NaN,NaN,NaN,NaN
Campos,2026-03-28,NaN,NaN,NaN,NaN,NaN
Capdepera,2026-03-28,18.6,9.3,54.5,24.1,0
Consell,2026-03-28,18.3,4.8,62.9,25.6,0
Costitx,2026-03-28,19.2,5.3,67.1,15.4,0
Deià,2026-03-28,15.9,10,59.5,14,0.3
Escorca,2026-03-28,8.7,1.1,76.9,7.2,0.2
Esporles,2026-03-28,15.3,6.4,75.2,23.8,0
Estellencs,2026-03-28,15.8,8.9,64,17.3,0.71
Felanitx,2026-03-28,19.9,8.4,55.1,24,0
Fornalutx,2026-03-28,15.5,7.6,66.6,13,0.2
Inca,2026-03-28,20.5,8.2,55.5,15.4,0
Lloret de Vistalegre,2026-03-28,20.1,6.4,64.6,7.2,0
Lloseta,2026-03-28,16.8,6.2,58.9,44.6,0.79
Llubí,2026-03-28,20.4,7.3,53.2,15.5,0
Llucmajor,2026-03-28,,,,25.9,0
Manacor,2026-03-28,19.2,6.1,55.7,19.1,0
Mancor,2026-03-28,NaN,NaN,NaN,NaN,NaN
Maria de la Salut,2026-03-28,18.3,8.7,58.7,23,0
Marratxí,2026-03-28,18.3,7.5,58.5,28.6,0
Montuïri,2026-03-28,18.4,4.1,69.1,37.8,0
Muro,2026-03-28,NaN,NaN,NaN,NaN,NaN
Palma,2026-03-28,18.5,10.2,59.4,17.3,0
Petra,2026-03-28,20,8.2,53.4,17.5,0
Pollença,2026-03-28,15.7,8.7,41.9,24.1,0
Porreres,2026-03-28,19.1,8.1,53.8,21.6,0
Sa Pobla,2026-03-28,20.3,7,52.8,19.8,0
Puigpunyent,2026-03-28,15.7,7.3,63.7,14.3,0
Ses Salines,2026-03-28,19.2,5.4,67.5,13,0
Sant Joan,2026-03-28,18.1,7.7,60.2,19.2,0
Sant Llorenç des Cardassar,2026-03-28,NaN,NaN,NaN,NaN,NaN
Sencelles,2026-03-28,19.8,6.7,60.1,20.6,0
Santa Eugènia,2026-03-28,NaN,NaN,NaN,NaN,NaN
Santa Margalida,2026-03-28,12.2,9.1,52.3,25.9,0
Santa María del Camí,2026-03-28,16.4,5.5,62.1,34.9,0
Santanyí,2026-03-28,16.5,13.9,48.5,1.4,1.5
Selva,2026-03-28,NaN,NaN,NaN,NaN,NaN
Sineu,2026-03-28,NaN,NaN,NaN,NaN,NaN
Sóller,2026-03-28,16.5,8.2,63.7,27,0
Son Servera,2026-03-28,18.8,9.6,51.7,24.5,0
Valldemossa,2026-03-28,12.2,7.6,67.6,13,0
Vilafranca de Bonany,2026-03-28,19,8.2,60.6,20.5,0
