Station,Date,Max Temperature (°C),Min Temperature (°C),Max Humidity (%),Min Humidity (%),Max Wind (km/h),Total Precipitation (l)
Alaró,2025-10-02,24.3,15.2,76,50,0,0
Alcúdia,2025-10-02,25,15,87,52,12.2,0
Algaida,2025-10-02,24.8,15.6,82,47,14.4,0
Andratx,2025-10-02,26.1,16.4,79,45,13.7,0
Ariany,2025-10-02,-,-,-,-,-,-
Artà,2025-10-02,24.7,12.1,94,58,25.9,0
Banyalbufar,2025-10-02,24.6,16.2,90,57,5.5,0
Binissalem,2025-10-02,26.7,12.6,91,48,11.1,0
Búger,2025-10-02,30.6,14.1,90,40,23.3,0
Bunyola,2025-10-02,27.6,14.1,89,41,14.3,0
Calvià,2025-10-02,28.3,14.9,83,40,15.4,0
Campanet,2025-10-02,-,-,-,-,-,-
Campos,2025-10-02,26,13.6,92,53,25.9,0
Capdepera,2025-10-02,23.9,18,75,54,18,0
Consell,2025-10-02,-,-,-,-,-,-
Costitx,2025-10-02,26.4,13,97,50,7.2,0
Deià,2025-10-02,25.2,17.7,74,46,7.9,0
Escorca,2025-10-02,20.4,9.2,96,62,6.8,0
Esporles,2025-10-02,24.6,13.9,94,56,19.2,0
Estellencs,2025-10-02,-,-,-,-,-,-
Felanitx,2025-10-02,25.4,16.4,84,55,22.5,0
Fornalutx,2025-10-02,24.5,15.8,77,48,13.7,0
Inca,2025-10-02,26.5,16.5,79,52,12.6,0
Lloret,2025-10-02,25.8,14.8,88,54,4.7,0
Lloseta,2025-10-02,24.1,15,86,55,20.2,0
Llubí,2025-10-02,26.3,13,88,49,10.8,0
Llucmajor,2025-10-02,25.2,15.8,82,51,17.3,0
Manacor,2025-10-02,26.3,13.4,92,48,7.2,0
Mancor,2025-10-02,-,-,-,-,-,-
Maria,2025-10-02,23.7,16.1,80,54,18.7,0
Marratxí,2025-10-02,29,15.4,80,37,19,0
Montuïri,2025-10-02,23.9,11.4,99,61,11.9,0
Muro,2025-10-02,24,16.1,86,61,0,0
Palma,2025-10-02,26.2,17.5,80,50,13,0
Petra,2025-10-02,25.9,13.5,91,45,2.7,0
Pollença,2025-10-02,22.1,16.6,62,45,24.1,0
Porreres,2025-10-02,25.2,15,84,49,11.5,0
Sa Pobla,2025-10-02,27.1,15.9,83,49,10.3,0
Puigpunyent,2025-10-02,25,12.5,89,53,19.3,0
Ses   Salines,2025-10-02,24.4,16.5,84,56,19.3,0
Sant   Joan,2025-10-02,23.5,15.3,72,57,13.5,0
Sant   Llorenç,2025-10-02,26.3,13.4,90,52,7.4,0
Sencelles,2025-10-02,24.1,13.8,87,54,18.5,0
Santa   Eugènia,2025-10-02,28.5,10.8,99,42,13.8,4.83
Santa   Margalida,2025-10-02,23.4,16.2,76,55,16.9,0
Santa   Maria,2025-10-02,-,-,-,-,-,-
Santanyi,2025-10-02,27.3,16.1,89,56,4,0
Selva,2025-10-02,25.5,15.4,83,48,8.5,0
Sineu,2025-10-02,26.2,13.6,95,59,8.7,0
Sóller,2025-10-02,25,15.3,85,49,18.5,0
Son   Servera,2025-10-02,,,,,,
Valldemossa,2025-10-02,21.4,14.3,87,57,19.3,0
Villafranca,2025-10-02,,,,,0,0
