Station,Date,Max Temperature (°C),Min Temperature (°C),Max Humidity (%),Min Humidity (%),Max Wind (km/h),Total Precipitation (l)
Alaró,2025-07-03,26.6,24.2,53,49,0,0
Alcúdia,2025-07-03,31.9,22.5,84,62,19.1,0
Algaida,2025-07-03,32.9,22.9,82,46,22.7,0
Andratx,2025-07-03,36.1,24.1,79,32,14.8,0
Ariany,2025-07-03,-,-,-,-,-,-
Artà,2025-07-03,32.9,18.2,98,55,25.9,0
Banyalbufar,2025-07-03,32.3,22.7,85,53,8.7,0
Binissalem,2025-07-03,36.4,20.1,83,48,18.3,0
Búger,2025-07-03,33.2,20.4,86,48,27.7,0
Bunyola,2025-07-03,36.4,22.3,75,35,20.6,0
Calvià,2025-07-03,34.7,22.4,84,36,18.3,0
Campanet,2025-07-03,-,-,-,-,-,-
Campos,2025-07-03,37.3,22.2,84,40,43.5,0
Capdepera,2025-07-03,31.5,24.2,87,55,14.8,0
Consell,2025-07-03,-,-,-,-,-,-
Costitx,2025-07-03,36.1,21.3,90,48,10.1,0
Deià,2025-07-03,34.1,24.3,80,38,11.9,0
Escorca,2025-07-03,31.7,14.7,85,42,13.7,0
Esporles,2025-07-03,35.1,21.9,87,45,18.3,0
Estellencs,2025-07-03,-,-,-,-,-,-
Felanitx,2025-07-03,31.7,21.9,84,42,35.4,0
Fornalutx,2025-07-03,33.6,23.3,74,38,19.5,0
Inca,2025-07-03,36.8,24.9,79,49,14.3,0
Lloret,2025-07-03,33.5,21.2,89,53,6.1,0
Lloseta,2025-07-03,33,22.5,84,52,25.6,0
Llubí,2025-07-03,34.3,21.5,82,48,13.3,0
Llucmajor,2025-07-03,34.6,23.8,76,44,19.8,0
Manacor,2025-07-03,36.7,21.4,89,42,13.7,0
Mancor,2025-07-03,-,-,-,-,-,-
Maria,2025-07-03,31.2,23,88,52,22.3,0
Marratxí,2025-07-03,35.4,23.7,82,43,19.3,0
Montuïri,2025-07-03,33.5,18.8,91,54,20.6,0
Muro,2025-07-03,31.5,23.3,88,64,0,0
Palma,2025-07-03,35.4,25.2,82,44,18.7,0
Petra,2025-07-03,35.2,20.8,87,39,14.6,0
Pollença,2025-07-03,29.3,23.6,65,51,27.8,0
Porreres,2025-07-03,35.9,22.7,80,39,18,0
Sa Pobla,2025-07-03,34.4,23.8,80,52,12.9,0
Puigpunyent,2025-07-03,35.3,19.9,83,40,18.5,0
Ses   Salines,2025-07-03,32.9,22.4,86,54,38.9,0
Sant   Joan,2025-07-03,32.3,21.9,69,37,17.1,0
Sant   Llorenç,2025-07-03,35.8,21.9,84,39,7.7,0
Sencelles,2025-07-03,33.7,22.1,81,54,25.9,0
Santa   Eugènia,2025-07-03,39.1,18.6,91,39,14.6,0
Santa   Margalida,2025-07-03,32.3,22.8,82,58,19.4,0
Santa   Maria,2025-07-03,-,-,-,-,-,-
Santanyi,2025-07-03,33.2,22.6,91,52,21.9,0
Selva,2025-07-03,33.3,22.9,85,45,12.2,0
Sineu,2025-07-03,34.6,20.5,95,54,11.6,0
Sóller,2025-07-03,35.1,23.4,80,38,20.9,0
Son   Servera,2025-07-03,,,,,,
Valldemossa,2025-07-03,31.5,21.9,88,44,22.5,0.2
Villafranca,2025-07-03,,,,,25.9,0
