Station,Date,Max Temperature (°C),Min Temperature (°C),Max Humidity (%),Min Humidity (%),Max Wind (km/h),Total Precipitation (l)
Alaró,2025-05-12,21.9,12.6,87,63,0,3.05
Alcúdia,2025-05-12,22.5,12.4,98,69,17.6,7.11
Algaida,2025-05-12,22.6,12.6,98,52,22.3,0.2
Andratx,2025-05-12,25.4,14.2,88,42,11.2,0
Ariany,2025-05-12,-,-,-,-,-,-
Artà,2025-05-12,20.4,11.8,100,79,25.9,10.39
Banyalbufar,2025-05-12,22.2,13.7,91,68,8.2,0
Binissalem,2025-05-12,25.1,10.1,97,56,13.7,2.03
Búger,2025-05-12,25.2,10.5,96,52,17.5,20.57
Bunyola,2025-05-12,24,11.6,97,52,14.8,0
Calvià,2025-05-12,23.5,12.3,93,48,17.9,0
Campanet,2025-05-12,-,-,-,-,-,-
Campos,2025-05-12,-,-,-,-,-,-
Capdepera,2025-05-12,21.2,13.6,96,74,13,30.2
Consell,2025-05-12,-,-,-,-,-,-
Costitx,2025-05-12,22.7,13.7,99,63,9,0.99
Deià,2025-05-12,23.2,14.7,83,46,10.4,0
Escorca,2025-05-12,18.9,5.5,98,58,12.2,0.3
Esporles,2025-05-12,23.7,12.2,94,64,19.2,0
Estellencs,2025-05-12,22.4,13.8,88,59,18.5,0.41
Felanitx,2025-05-12,22.3,15,94,58,31.5,0.2
Fornalutx,2025-05-12,21.5,12.2,96,56,16.3,34.01
Inca,2025-05-12,24,13.3,94,61,13.7,2.11
Lloret,2025-05-12,22,12.8,99,64,9.7,5.31
Lloseta,2025-05-12,23,11.3,98,59,27.7,4.19
Llubí,2025-05-12,24.6,12.5,99,54,12.2,2.01
Llucmajor,2025-05-12,23,13.6,97,53,20.2,0
Manacor,2025-05-12,21.7,12.7,99,68,20.5,9.4
Mancor,2025-05-12,-,-,-,-,-,-
Maria,2025-05-12,21.8,13.7,99,68,28.8,9.19
Marratxí,2025-05-12,24,14.2,93,52,18.7,0
Montuïri,2025-05-12,23.9,11,99,65,20.9,0.2
Muro,2025-05-12,22.7,12.9,99,73,0,22.3
Palma,2025-05-12,23.9,14.8,90,59,13.3,0
Petra,2025-05-12,24.3,13.5,97,56,17.5,34.29
Pollença,2025-05-12,19.6,12.8,79,56,48.1,12.8
Porreres,2025-05-12,23.7,12.8,97,58,20.2,0.71
Sa Pobla,2025-05-12,26.9,12.7,95,50,13.2,21.08
Puigpunyent,2025-05-12,23.9,10.8,90,48,18.5,0.2
Ses   Salines,2025-05-12,21.4,13.8,96,72,31.5,0
Sant   Joan,2025-05-12,21.4,14.3,70,11,13,1.52
Sant   Llorenç,2025-05-12,23.9,12.2,99,67,12.1,37.08
Sencelles,2025-05-12,22.5,12.4,95,59,22.5,7.62
Santa   Eugènia,2025-05-12,25.8,10,99,51,13,0
Santa   Margalida,2025-05-12,21.8,13.9,98,68,13.3,7.11
Santa   Maria,2025-05-12,-,-,-,-,-,-
Santanyi,2025-05-12,25.2,13.7,99,68,3.5,0
Selva,2025-05-12,22.8,12.3,90,58,5,1.52
Sineu,2025-05-12,22.2,12.4,99,75,6.1,6.6
Sóller,2025-05-12,22.3,12.8,91,64,18.5,0.25
Son   Servera,2025-05-12,19.9,15.7,92,80,11.1,28.19
Valldemossa,2025-05-12,20.7,12.6,84,46,16.7,0
Villafranca,2025-05-12,,,,,18.7,0.2
