Station,Date,Max Temperature (°C),Min Temperature (°C),Max Humidity (%),Min Humidity (%),Max Wind (km/h),Total Precipitation (l)
Alaró,2025-09-11,30.8,19,74,47,0,0
Alcúdia,2025-09-11,29.8,18.6,92,62,11.9,0
Algaida,2025-09-11,30.7,20.5,93,45,18.4,0
Andratx,2025-09-11,30,21,89,45,15.5,0
Ariany,2025-09-11,-,-,-,-,-,-
Artà,2025-09-11,29.8,17.6,100,57,20.9,0.41
Banyalbufar,2025-09-11,28.6,20,84,64,6.4,0
Binissalem,2025-09-11,33.6,17.4,97,42,15.1,0.25
Búger,2025-09-11,32.9,17.8,91,47,15.8,0
Bunyola,2025-09-11,32.9,18.3,94,32,15.8,0
Calvià,2025-09-11,31.8,20.1,92,36,20.1,0
Campanet,2025-09-11,-,-,-,-,-,-
Campos,2025-09-11,32.2,19.3,97,40,38.9,0.41
Capdepera,2025-09-11,28.8,22.4,93,61,15.1,0
Consell,2025-09-11,-,-,-,-,-,-
Costitx,2025-09-11,32.2,18.7,99,43,11.9,0
Deià,2025-09-11,29.4,21.9,77,41,12.2,0
Escorca,2025-09-11,25.7,11.8,96,50,11.5,0
Esporles,2025-09-11,28.4,17.6,95,57,21.2,0
Estellencs,2025-09-11,-,-,-,-,-,-
Felanitx,2025-09-11,29.8,20.8,91,55,27.8,0
Fornalutx,2025-09-11,28.6,19.8,85,46,15.1,0
Inca,2025-09-11,31.9,20.2,86,45,9.7,0
Lloret,2025-09-11,32.1,19.7,96,44,6.1,0
Lloseta,2025-09-11,30.3,18.6,93,46,24.1,0
Llubí,2025-09-11,31.8,18.9,96,46,10.1,0
Llucmajor,2025-09-11,30.9,20.1,95,42,17.6,0
Manacor,2025-09-11,29.7,20.2,96,56,16.9,0
Mancor,2025-09-11,-,-,-,-,-,-
Maria,2025-09-11,-,-,-,-,-,-
Marratxí,2025-09-11,31.8,21,91,43,15.4,0
Montuïri,2025-09-11,31.1,18,99,50,16.6,0
Muro,2025-09-11,30.2,20.2,97,57,0,0
Palma,2025-09-11,30.8,21.3,85,47,13.7,0
Petra,2025-09-11,31.7,19.8,95,50,14.3,0
Pollença,2025-09-11,27.6,19.5,67,43,27.8,0
Porreres,2025-09-11,31.3,19.9,93,44,16.6,0
Sa Pobla,2025-09-11,32.4,19.5,88,50,10,0
Puigpunyent,2025-09-11,29.1,17.7,89,46,29.6,0
Ses   Salines,2025-09-11,28.9,20.8,94,69,25.9,0
Sant   Joan,2025-09-11,30.6,20.3,68,22,15.6,0
Sant   Llorenç,2025-09-11,31.9,18.1,99,58,7.2,0
Sencelles,2025-09-11,30.4,19.2,91,47,24.1,0
Santa   Eugènia,2025-09-11,33.6,17.5,99,39,15.8,0
Santa   Margalida,2025-09-11,30.8,20.7,92,53,16.6,0
Santa   Maria,2025-09-11,-,-,-,-,-,-
Santanyi,2025-09-11,32.5,20.5,99,58,2.6,0
Selva,2025-09-11,24,22.3,89,75,7.1,0
Sineu,2025-09-11,31.4,19.4,99,58,7.9,0
Sóller,2025-09-11,29.4,19.7,82,46,19.3,0
Son   Servera,2025-09-11,,,,,,
Valldemossa,2025-09-11,25.8,18.1,80,53,24.1,0
Villafranca,2025-09-11,,,,,0,0
