Station,Date,Max Temperature (°C),Min Temperature (°C),Avg Humidity (%),Max Wind (km/h),Total Precipitation (l)
Alaró,2026-01-03,17.3,8.7,83.1,0,0.51
Alcúdia,2026-01-03,17.8,7.1,92,14.4,1.3
Algaida,2026-01-03,16.1,9.2,94.3,19.8,0.51
Andratx,2026-01-03,19.2,9.8,82.3,19.8,0.3
Ariany,2026-01-03,NaN,NaN,NaN,NaN,NaN
Artà,2026-01-03,17.7,8,95.3,10.5,0.79
Banyalbufar,2026-01-03,,,,12.2,0.51
Binissalem,2026-01-03,18.2,5.7,90.6,11.9,0.51
Búger,2026-01-03,18.5,6.6,90.6,15,0.25
Bunyola,2026-01-03,NaN,NaN,NaN,NaN,NaN
Cabrera,2026-01-03,NaN,NaN,NaN,NaN,NaN
Calvià,2026-01-03,19.6,8.9,84.7,19.8,0
Campanet,2026-01-03,NaN,NaN,NaN,NaN,NaN
Campos,2026-01-03,NaN,NaN,NaN,NaN,NaN
Capdepera,2026-01-03,17,10.8,91.6,12.6,0.51
Consell,2026-01-03,18.1,6.2,92.9,12.2,0.51
Costitx,2026-01-03,17.9,8.5,97.1,9.3,0.71
Deià,2026-01-03,16.6,11.8,76.6,6.8,0.2
Escorca,2026-01-03,13.1,5.1,84.7,9.7,0.79
Esporles,2026-01-03,18.4,7.3,90.2,10.8,0.51
Estellencs,2026-01-03,18.7,9.7,79.9,10.8,0.2
Felanitx,2026-01-03,18.9,10.2,93.2,21.9,0.25
Fornalutx,2026-01-03,15.7,9.9,80.8,10.5,0
Inca,2026-01-03,18.5,8.8,87.9,7.2,0.2
Lloret de Vistalegre,2026-01-03,16.9,8.7,96.1,5.8,0
Lloseta,2026-01-03,17.3,8.1,88.2,31,0.61
Llubí,2026-01-03,18.9,6.7,93.6,11.2,0.79
Llucmajor,2026-01-03,17.8,9.5,95.3,21.2,0.2
Manacor,2026-01-03,17.5,9.6,94.5,10.4,0.51
Mancor,2026-01-03,NaN,NaN,NaN,NaN,NaN
Maria de la Salut,2026-01-03,16.3,9.5,95.9,21.6,0
Marratxí,2026-01-03,19.9,10.5,86.8,26.2,0
Montuïri,2026-01-03,16.7,6.3,98.3,14.8,0.51
Muro,2026-01-03,NaN,NaN,NaN,NaN,NaN
Palma,2026-01-03,17.5,10.2,87.8,22.7,0
Petra,2026-01-03,17.3,7.9,93.3,10.8,0.76
Pollença,2026-01-03,14.9,8.8,71.7,19.3,1.02
Porreres,2026-01-03,18.7,8.6,93.6,18.7,0.99
Sa Pobla,2026-01-03,18.4,7.1,90.1,16.6,0.51
Puigpunyent,2026-01-03,19.1,9.2,84.4,20.1,0
Ses Salines,2026-01-03,17.9,9,92.7,6.1,0
Sant Joan,2026-01-03,16.3,8.8,32,14.8,0.51
Sant Llorenç des Cardassar,2026-01-03,16.1,6.8,96.3,3.1,16.51
Sencelles,2026-01-03,20.1,7.9,94,11.1,0.51
Santa Eugènia,2026-01-03,19.5,5.1,94.1,6.6,0
Santa Margalida,2026-01-03,17.7,8.4,93.2,20.5,0.71
Santa María del Camí,2026-01-03,18.5,7.5,87.9,21.2,0.2
Santanyí,2026-01-03,17.4,9.6,97.6,0,0
Selva,2026-01-03,20.9,8.7,85.9,8.2,0.25
Sineu,2026-01-03,18,7.1,97.8,9.3,0
Sóller,2026-01-03,17.5,8.3,87.9,18.4,0
Son Servera,2026-01-03,17.8,10.8,90.6,16.9,0
Valldemossa,2026-01-03,16.4,10.5,73.3,9.4,0.3
Vilafranca de Bonany,2026-01-03,16.6,9.1,95.6,17.3,0.79
