Station,Date,Max Temperature (°C),Min Temperature (°C),Max Humidity (%),Min Humidity (%),Max Wind (km/h),Total Precipitation (l)
Alaró,2025-11-16,20.6,14.9,83,58,0,0.25
Alcúdia,2025-11-16,22.7,14.2,93,53,16.2,0
Algaida,2025-11-16,19.8,14.3,88,62,32,0
Andratx,2025-11-16,21.6,16,82,59,21.2,0
Ariany,2025-11-16,-,-,-,-,-,-
Artà,2025-11-16,-,-,-,-,-,-
Banyalbufar,2025-11-16,21.3,16.2,85,66,29.1,0
Binissalem,2025-11-16,22.2,11,94,60,10.1,0
Búger,2025-11-16,22.8,11.8,93,56,19,0
Bunyola,2025-11-16,21.4,13.7,90,56,19.8,0
Calvià,2025-11-16,22.5,14.9,89,58,18.3,0
Campanet,2025-11-16,-,-,-,-,-,-
Campos,2025-11-16,-,-,-,-,-,-
Capdepera,2025-11-16,21.7,16,88,59,32,1.3
Consell,2025-11-16,-,-,-,-,-,-
Costitx,2025-11-16,21.2,12.5,99,69,14.3,4.6
Deià,2025-11-16,19.7,16.2,82,58,44.6,0.79
Escorca,2025-11-16,14.7,11.3,92,80,10.4,0
Esporles,2025-11-16,21.4,13.1,95,67,24.8,1.78
Estellencs,2025-11-16,-,-,-,-,-,-
Felanitx,2025-11-16,-,-,-,-,-,-
Fornalutx,2025-11-16,18.8,13.9,84,65,31.4,0
Inca,2025-11-16,22.5,13.9,89,56,13.7,0
Lloret,2025-11-16,21.6,13.7,94,65,16.3,0
Lloseta,2025-11-16,21.1,12.3,90,58,37.8,0
Llubí,2025-11-16,21.2,14,95,55,14.8,5.59
Llucmajor,2025-11-16,19.8,13.7,94,71,29.9,1.3
Manacor,2025-11-16,20.4,16.9,87,59,26.3,0.51
Mancor,2025-11-16,-,-,-,-,-,-
Maria,2025-11-16,21.7,15.2,94,61,20.5,0
Marratxí,2025-11-16,21.1,14.2,91,54,22.2,0
Montuïri,2025-11-16,19.9,12.4,99,72,37,12.19
Muro,2025-11-16,21.2,14.7,98,62,1.4,2.79
Palma,2025-11-16,23.1,16.8,88,60,16.2,0
Petra,2025-11-16,20.8,14.4,92,60,16.4,2.29
Pollença,2025-11-16,21.2,14.9,67,42,45.1,0
Porreres,2025-11-16,20.8,14.3,86,62,21.2,0.79
Sa Pobla,2025-11-16,23.2,14.6,92,54,15.4,0
Puigpunyent,2025-11-16,-,-,-,-,-,-
Ses   Salines,2025-11-16,20.8,17.3,84,68,40.7,0
Sant   Joan,2025-11-16,20.4,14.2,72,29,18.8,3.81
Sant   Llorenç,2025-11-16,,,0,0,4,0
Sencelles,2025-11-16,-,-,-,-,-,-
Santa   Eugènia,2025-11-16,22.7,13.1,94,55,17.4,0
Santa   Margalida,2025-11-16,21.9,15.2,90,55,19.4,0
Santa   Maria,2025-11-16,-,-,-,-,-,-
Santanyi,2025-11-16,21.4,14.3,97,73,6.9,1.3
Selva,2025-11-16,-,-,-,-,-,-
Sineu,2025-11-16,21.1,13.6,99,72,18.3,6.6
Sóller,2025-11-16,-,-,-,-,-,-
Son   Servera,2025-11-16,,,,,,
Valldemossa,2025-11-16,-,-,-,-,-,-
Villafranca,2025-11-16,,,,,0,2.79
