Station,Date,Max Temperature (°C),Min Temperature (°C),Max Humidity (%),Min Humidity (%),Max Wind (km/h),Total Precipitation (l)
Alaró,2025-10-07,23.7,15.4,84,66,0,0
Alcúdia,2025-10-07,26,13.8,90,61,12.2,0
Algaida,2025-10-07,24.7,16.5,91,57,19.8,0
Andratx,2025-10-07,26.1,16.7,88,51,13.7,0
Ariany,2025-10-07,-,-,-,-,-,-
Artà,2025-10-07,26.7,12,100,59,16.7,0
Banyalbufar,2025-10-07,24.1,17.5,90,68,10.1,0
Binissalem,2025-10-07,27.7,12.2,96,54,7.6,0
Búger,2025-10-07,28.3,13,96,52,15,0
Bunyola,2025-10-07,27.2,15.1,94,48,13.4,0
Calvià,2025-10-07,27.2,16,93,48,10.3,0
Campanet,2025-10-07,-,-,-,-,-,-
Campos,2025-10-07,25.6,13.8,95,62,33.8,0
Capdepera,2025-10-07,25.6,18.2,85,65,12.2,0
Consell,2025-10-07,-,-,-,-,-,-
Costitx,2025-10-07,26.2,13.9,99,62,9.7,0
Deià,2025-10-07,25.1,18.3,80,57,14.4,0
Escorca,2025-10-07,20.7,10.4,96,72,10.4,0
Esporles,2025-10-07,24.4,15.1,98,69,16.3,0
Estellencs,2025-10-07,-,-,-,-,-,-
Felanitx,2025-10-07,26.2,15.6,91,57,33.8,0
Fornalutx,2025-10-07,23.1,16.7,86,62,12.6,0
Inca,2025-10-07,26.4,15.6,88,59,11.1,0.2
Lloret,2025-10-07,26.4,14.7,95,59,6.4,0
Lloseta,2025-10-07,25.5,13.7,95,59,25.2,0
Llubí,2025-10-07,26.1,12.7,93,55,9.4,0
Llucmajor,2025-10-07,25.3,15.6,94,62,17.6,0
Manacor,2025-10-07,26.6,13.3,95,53,12.2,0
Mancor,2025-10-07,-,-,-,-,-,-
Maria,2025-10-07,25.3,15.7,93,61,13,0
Marratxí,2025-10-07,26.8,16.3,89,53,15.8,0
Montuïri,2025-10-07,25.7,11.4,99,64,22.4,0
Muro,2025-10-07,25.4,14.4,94,66,0,0
Palma,2025-10-07,26.1,17.3,86,60,9.4,0
Petra,2025-10-07,28.8,14.2,92,43,12.2,0
Pollença,2025-10-07,23.4,15.4,69,50,20.9,0
Porreres,2025-10-07,25.8,15.1,91,54,13.7,0
Sa Pobla,2025-10-07,28.4,15,88,51,8.9,0
Puigpunyent,2025-10-07,24.8,13.8,90,62,22.5,0.2
Ses   Salines,2025-10-07,24.6,14.8,92,68,31.5,0
Sant   Joan,2025-10-07,25,14.8,70,42,11.3,0
Sant   Llorenç,2025-10-07,30.2,13.3,94,47,4.7,0
Sencelles,2025-10-07,24.7,14.2,92,63,27.8,0
Santa   Eugènia,2025-10-07,27.2,11.4,99,53,16.9,7.62
Santa   Margalida,2025-10-07,25.4,15.6,90,60,13,0
Santa   Maria,2025-10-07,-,-,-,-,-,-
Santanyi,2025-10-07,27.7,14.9,97,60,7.9,0
Selva,2025-10-07,26,14.9,87,51,6.8,0
Sineu,2025-10-07,26.7,13.2,99,65,11.9,0
Sóller,2025-10-07,24.4,16.6,88,60,20.9,0
Son   Servera,2025-10-07,,,,,,
Valldemossa,2025-10-07,21.7,15.9,89,68,20.9,0
Villafranca,2025-10-07,,,,,0,0
