Station,Date,Max Temperature (°C),Min Temperature (°C),Avg Humidity (%),Max Wind (km/h),Total Precipitation (l)
Alaró,2026-01-20,13,10.9,85.6,0,16
Alcúdia,2026-01-20,14.9,11.9,87.7,24.1,11.71
Algaida,2026-01-20,12.6,9.6,96.8,31.7,14.5
Andratx,2026-01-20,14.4,11.3,81.3,23.4,8.61
Ariany,2026-01-20,NaN,NaN,NaN,NaN,NaN
Artà,2026-01-20,13,9.9,97.3,28.8,19.81
Banyalbufar,2026-01-20,,,,26.2,14.3
Binissalem,2026-01-20,13.2,10.7,93.4,19.8,5.33
Búger,2026-01-20,14.5,11.6,92.4,21.6,13.46
Bunyola,2026-01-20,NaN,NaN,NaN,NaN,NaN
Cabrera,2026-01-20,NaN,NaN,NaN,NaN,NaN
Calvià,2026-01-20,13.7,10.2,86.8,39.9,9.91
Campanet,2026-01-20,NaN,NaN,NaN,NaN,NaN
Campos,2026-01-20,NaN,NaN,NaN,NaN,NaN
Capdepera,2026-01-20,14.2,10.7,92.1,15.8,19.81
Consell,2026-01-20,12.7,10.2,97.1,26.2,16.51
Costitx,2026-01-20,12.2,9.6,99,14.8,16.51
Deià,2026-01-20,13.8,9.9,85.7,29.2,22.1
Escorca,2026-01-20,8.5,5.9,97.2,27.7,28.7
Esporles,2026-01-20,13.4,8.8,94.4,27,2.79
Estellencs,2026-01-20,14.8,10.1,85.2,20.2,20.09
Felanitx,2026-01-20,13.6,10.3,95.8,33.5,23.88
Fornalutx,2026-01-20,13.7,9,86.1,47.2,32.99
Inca,2026-01-20,12.8,10.7,98.1,9.7,13.21
Lloret de Vistalegre,2026-01-20,13.1,10.2,96.3,8.7,0.2
Lloseta,2026-01-20,13.3,10.8,93.6,47.2,12.6
Llubí,2026-01-20,13.5,11,94.3,18.4,15.19
Llucmajor,2026-01-20,13.1,10.2,96.2,32,12.9
Manacor,2026-01-20,13.5,10.2,95.2,16.9,20.29
Mancor,2026-01-20,NaN,NaN,NaN,NaN,NaN
Maria de la Salut,2026-01-20,13.1,9.9,97.8,27.4,0
Marratxí,2026-01-20,13.2,10.8,92.1,27.7,12.95
Montuïri,2026-01-20,13.3,10.2,98.3,27.4,14.81
Muro,2026-01-20,NaN,NaN,NaN,NaN,NaN
Palma,2026-01-20,14.3,11.6,90.2,31.3,9.4
Petra,2026-01-20,14,10.2,92,23,29.97
Pollença,2026-01-20,13.2,10.6,71.9,30.6,21.08
Porreres,2026-01-20,13.2,10.2,94.7,23.8,19
Sa Pobla,2026-01-20,14.3,11.5,89.8,27,13.49
Puigpunyent,2026-01-20,11.3,8.8,92.4,34.8,9.91
Ses Salines,2026-01-20,13.1,10.1,96.7,13,12.9
Sant Joan,2026-01-20,13.7,10.9,41,29.1,10.16
Sant Llorenç des Cardassar,2026-01-20,NaN,NaN,NaN,NaN,NaN
Sencelles,2026-01-20,13.3,10.4,96.9,18,21.08
Santa Eugènia,2026-01-20,13.4,10.4,99,10.1,16
Santa Margalida,2026-01-20,13.7,11.2,92,28.8,17.7
Santa María del Camí,2026-01-20,13.6,11.2,88.2,46.4,11.99
Santanyí,2026-01-20,13.8,10.9,98,23.3,0.99
Selva,2026-01-20,NaN,NaN,NaN,NaN,NaN
Sineu,2026-01-20,12.6,9.5,99,12.2,17.5
Sóller,2026-01-20,15.1,10.1,87.8,35.3,16.51
Son Servera,2026-01-20,14.4,11.1,87.9,37.1,19.1
Valldemossa,2026-01-20,11.7,8,92.7,30.2,20.09
Vilafranca de Bonany,2026-01-20,13.4,10.3,95.8,30.6,16.51
