Station,Date,Max Temperature (°C),Min Temperature (°C),Avg Humidity (%),Max Wind (km/h),Total Precipitation (l)
Alaró,2026-03-09,17,9.4,84.8,0,5.84
Alcúdia,2026-03-09,18.1,9.3,91.4,10.1,7.9
Algaida,2026-03-09,16.9,9.5,85.9,21.6,0
Andratx,2026-03-09,17.4,10.4,80.1,13.7,1.3
Ariany,2026-03-09,NaN,NaN,NaN,NaN,NaN
Artà,2026-03-09,15.4,7,95.8,19.8,1.3
Banyalbufar,2026-03-09,NaN,NaN,NaN,NaN,NaN
Binissalem,2026-03-09,19.4,7.4,90.3,9.7,7.87
Búger,2026-03-09,19.8,8.3,90.7,14.3,3.56
Bunyola,2026-03-09,NaN,NaN,NaN,NaN,NaN
Cabrera,2026-03-09,NaN,NaN,NaN,NaN,NaN
Calvià,2026-03-09,NaN,NaN,NaN,NaN,NaN
Campanet,2026-03-09,NaN,NaN,NaN,NaN,NaN
Campos,2026-03-09,NaN,NaN,NaN,NaN,NaN
Capdepera,2026-03-09,15.7,9,93.8,16.9,6.1
Consell,2026-03-09,17.4,7.7,91.7,19.5,7.87
Costitx,2026-03-09,18.8,8.3,92.3,10.1,0.3
Deià,2026-03-09,16.6,10.4,81.4,9.4,0
Escorca,2026-03-09,10.1,4,95.8,0.4,5.59
Esporles,2026-03-09,16.3,8.6,92.5,19.8,0
Estellencs,2026-03-09,16.4,10.6,81.6,11.9,0
Felanitx,2026-03-09,18.1,10.6,86.6,17.5,0
Fornalutx,2026-03-09,14.4,9.1,90,10.5,0.2
Inca,2026-03-09,19.3,9.6,90,9,7.9
Lloret de Vistalegre,2026-03-09,18.3,8.6,91.7,6.4,0
Lloseta,2026-03-09,17.3,8.4,91.3,26.6,4.09
Llubí,2026-03-09,18.6,8,90.5,7.9,1.5
Llucmajor,2026-03-09,,,,17.3,0
Manacor,2026-03-09,17.2,8.5,89.5,18,2.59
Mancor,2026-03-09,NaN,NaN,NaN,NaN,NaN
Maria de la Salut,2026-03-09,17.6,9.3,93.1,17.3,0
Marratxí,2026-03-09,18.7,9.9,82.6,19.3,0
Montuïri,2026-03-09,18.1,7.2,93,21.9,0.2
Muro,2026-03-09,NaN,NaN,NaN,NaN,NaN
Palma,2026-03-09,17.9,11.4,84.2,11.5,0
Petra,2026-03-09,18.5,8.3,87.1,17.5,0.25
Pollença,2026-03-09,14.4,8.6,71.9,9.7,21.08
Porreres,2026-03-09,18.1,9,84,19.4,0
Sa Pobla,2026-03-09,18.1,8.8,89.9,12.6,3.3
Puigpunyent,2026-03-09,16.5,8.6,84.7,12.2,1.78
Ses Salines,2026-03-09,18.5,9.3,85.1,6.8,0
Sant Joan,2026-03-09,17.4,9,46.8,14.2,0.51
Sant Llorenç des Cardassar,2026-03-09,NaN,NaN,NaN,NaN,NaN
Sencelles,2026-03-09,19.3,8.2,88.9,16.3,0
Santa Eugènia,2026-03-09,NaN,NaN,NaN,NaN,NaN
Santa Margalida,2026-03-09,18.5,9.6,90.9,15.5,1.6
Santa María del Camí,2026-03-09,17.4,8.2,87,18.7,4.09
Santanyí,2026-03-09,19.8,9.6,90.8,0,0
Selva,2026-03-09,19.3,9.5,86.4,11.7,5.84
Sineu,2026-03-09,NaN,NaN,NaN,NaN,NaN
Sóller,2026-03-09,15.1,9.7,87.8,19.8,0
Son Servera,2026-03-09,17.3,9.4,87.6,21.2,0.99
Valldemossa,2026-03-09,13,9,89.8,14.8,0
Vilafranca de Bonany,2026-03-09,17.6,9.4,88.4,27.4,0
