Station,Date,Max Temperature (°C),Min Temperature (°C),Avg Humidity (%),Max Wind (km/h),Total Precipitation (l)
Alaró,2026-06-05,23.7,16.7,68.1,0,0
Alcúdia,2026-06-05,24.1,18.5,69.4,21.2,0
Algaida,2026-06-05,23.5,15.6,74.8,27.7,0
Andratx,2026-06-05,25.5,19.4,66,24.5,0
Ariany,2026-06-05,NaN,NaN,NaN,NaN,NaN
Artà,2026-06-05,24.5,15.6,81.7,20.1,2.01
Banyalbufar,2026-06-05,NaN,NaN,NaN,NaN,NaN
Binissalem,2026-06-05,24.1,19.4,58.1,18.7,0
Búger,2026-06-05,24.6,16.8,75,20.8,1.02
Bunyola,2026-06-05,NaN,NaN,NaN,NaN,NaN
Cabrera,2026-06-05,NaN,NaN,NaN,NaN,NaN
Calvià,2026-06-05,NaN,NaN,NaN,NaN,NaN
Campanet,2026-06-05,NaN,NaN,NaN,NaN,NaN
Campos,2026-06-05,NaN,NaN,NaN,NaN,NaN
Capdepera,2026-06-05,24,17.3,74.9,16.3,0.2
Consell,2026-06-05,23.8,15.8,76.3,28,0
Costitx,2026-06-05,25.8,15.6,80,14.3,1.3
Deià,2026-06-05,24.6,17.8,71.1,11.2,0
Escorca,2026-06-05,20.5,11.9,87,14.4,0.51
Esporles,2026-06-05,24.2,17.9,74.5,21.9,0
Estellencs,2026-06-05,26.2,19.2,67.4,16.6,0
Felanitx,2026-06-05,24.8,17.1,75.2,29.8,0
Fornalutx,2026-06-05,24.4,17.7,67.8,24.1,0
Inca,2026-06-05,26.5,16.3,74.6,10.8,1.8
Lloret de Vistalegre,2026-06-05,23.6,15.8,80,8.7,0
Lloseta,2026-06-05,23.5,15.4,78.1,48.6,3.51
Llubí,2026-06-05,25,17,70.1,18.7,0.71
Llucmajor,2026-06-05,,,,33.8,0
Manacor,2026-06-05,26.4,17.1,70.9,18.4,0
Mancor,2026-06-05,NaN,NaN,NaN,NaN,NaN
Maria de la Salut,2026-06-05,23.2,16.4,78.1,29.2,0
Marratxí,2026-06-05,25.7,16.5,71.6,30.6,0
Montuïri,2026-06-05,24.4,16.1,82.7,25.9,0.2
Muro,2026-06-05,NaN,NaN,NaN,NaN,NaN
Palma,2026-06-05,24.8,17.8,72.2,33.8,0
Petra,2026-06-05,25.3,17.6,69.7,21.1,0
Pollença,2026-06-05,21.6,16.2,56.9,25.7,1.02
Porreres,2026-06-05,25.7,16.6,69.9,25.9,0
Sa Pobla,2026-06-05,23.5,17.4,71.8,21.9,0.3
Puigpunyent,2026-06-05,NaN,NaN,NaN,NaN,NaN
Ses Salines,2026-06-05,25.4,17.7,72.4,12.6,0
Sant Joan,2026-06-05,23,16.8,61.2,24.3,0
Sant Llorenç des Cardassar,2026-06-05,NaN,NaN,NaN,NaN,NaN
Sencelles,2026-06-05,25.4,16.2,76.8,20.1,1.52
Santa Eugènia,2026-06-05,NaN,NaN,NaN,NaN,NaN
Santa Margalida,2026-06-05,23.5,17.2,72.5,32.8,0
Santa María del Camí,2026-06-05,23.3,16.6,67.2,31.7,0
Santanyí,2026-06-05,,,,16.6,0
Selva,2026-06-05,NaN,NaN,NaN,NaN,NaN
Sineu,2026-06-05,NaN,NaN,NaN,NaN,NaN
Sóller,2026-06-05,26,19.8,65.2,27.7,0
Son Servera,2026-06-05,23.2,17.1,71.9,20.5,0.3
Valldemossa,2026-06-05,23.3,16.1,72.8,14.8,0
Vilafranca de Bonany,2026-06-05,23.9,16,77.6,27.4,0.2
