Station,Date,Max Temperature (°C),Min Temperature (°C),Max Humidity (%),Min Humidity (%),Max Wind (km/h),Total Precipitation (l)
Alaró,2025-12-09,17.5,7.4,88,73,0,0
Alcúdia,2025-12-09,18.7,6.6,99,66,22,0.51
Algaida,2025-12-09,18.1,11.5,97,58,19.1,0.2
Andratx,2025-12-09,19,12.1,91,70,11.5,0
Ariany,2025-12-09,-,-,-,-,-,-
Artà,2025-12-09,-,-,-,-,-,-
Banyalbufar,2025-12-09,16.8,9.3,97,61,9.3,0
Binissalem,2025-12-09,17.9,8.3,97,77,7.9,0.25
Búger,2025-12-09,18.5,5.4,98,71,21.1,0.25
Bunyola,2025-12-09,18.3,8.3,97,74,10.1,0
Calvià,2025-12-09,18.7,10.7,95,71,14.3,0
Campanet,2025-12-09,-,-,-,-,-,-
Campos,2025-12-09,-,-,-,-,-,-
Capdepera,2025-12-09,18.2,11.4,96,74,19.8,0.3
Consell,2025-12-09,-,-,-,-,-,-
Costitx,2025-12-09,18.5,9.1,99,71,10.5,0.3
Deià,2025-12-09,19.8,11.1,87,41,16.2,0
Escorca,2025-12-09,12.9,0.1,92,47,3.6,0
Esporles,2025-12-09,17.8,7.2,99,74,13.7,0.25
Estellencs,2025-12-09,-,-,-,-,-,-
Felanitx,2025-12-09,-,-,-,-,-,-
Fornalutx,2025-12-09,18.7,9.8,80,41,13,0
Inca,2025-12-09,18.5,10.4,96,73,16.9,0.2
Lloret,2025-12-09,19,10.4,99,65,5.5,0
Lloseta,2025-12-09,17.1,8.7,94,77,32,0
Llubí,2025-12-09,18.8,9.2,99,69,12.2,0.51
Llucmajor,2025-12-09,18.2,10.6,99,69,15.1,0
Manacor,2025-12-09,19.9,11.2,97,55,15.5,0.3
Mancor,2025-12-09,-,-,-,-,-,-
Maria,2025-12-09,18.4,10.9,99,66,17.6,0
Marratxí,2025-12-09,18.3,11.9,92,74,14.6,0
Montuïri,2025-12-09,18.7,7,99,69,11.1,0.2
Muro,2025-12-09,18.3,10.3,99,77,0.3,0.51
Palma,2025-12-09,19,11.5,92,76,8.6,0
Petra,2025-12-09,19,9.1,97,59,13.7,0.25
Pollença,2025-12-09,18,8.1,82,53,22.5,0.51
Porreres,2025-12-09,18.7,11.5,95,56,16.2,0
Sa Pobla,2025-12-09,-,-,-,-,-,-
Puigpunyent,2025-12-09,-,-,-,-,-,-
Ses   Salines,2025-12-09,-,-,-,-,-,-
Sant   Joan,2025-12-09,18.5,9.4,73,15,13.5,0.51
Sant   Llorenç,2025-12-09,18.3,7.8,99,1,2.7,0
Sencelles,2025-12-09,-,-,-,-,-,-
Santa   Eugènia,2025-12-09,19.1,7.5,99,72,13.4,31.24
Santa   Margalida,2025-12-09,19.3,9,98,60,13.7,0.2
Santa   Maria,2025-12-09,-,-,-,-,-,-
Santanyi,2025-12-09,21.4,9.3,99,73,0,0.3
Selva,2025-12-09,18.2,8.2,92,70,10,0
Sineu,2025-12-09,18.7,9.9,99,77,12.6,0.51
Sóller,2025-12-09,-,-,-,-,-,-
Son   Servera,2025-12-09,-,-,-,-,-,-
Valldemossa,2025-12-09,-,-,-,-,-,-
Villafranca,2025-12-09,,,,,0,0
