Station,Date,Max Temperature (°C),Min Temperature (°C),Avg Humidity (%),Max Wind (km/h),Total Precipitation (l)
Alaró,2026-03-07,12.2,9.2,90.6,0,10.67
Alcúdia,2026-03-07,14.7,8.8,88.4,16.2,2.01
Algaida,2026-03-07,12.8,8,90.7,21.2,9.6
Andratx,2026-03-07,14.2,10.9,79.1,13,21.89
Ariany,2026-03-07,NaN,NaN,NaN,NaN,NaN
Artà,2026-03-07,14.6,6.5,94.3,15.8,0.79
Banyalbufar,2026-03-07,NaN,NaN,NaN,NaN,NaN
Binissalem,2026-03-07,13.4,6.8,93.6,6.9,1.02
Búger,2026-03-07,15.2,6.9,92.7,12.2,5.84
Bunyola,2026-03-07,NaN,NaN,NaN,NaN,NaN
Cabrera,2026-03-07,NaN,NaN,NaN,NaN,NaN
Calvià,2026-03-07,NaN,NaN,NaN,NaN,NaN
Campanet,2026-03-07,NaN,NaN,NaN,NaN,NaN
Campos,2026-03-07,NaN,NaN,NaN,NaN,NaN
Capdepera,2026-03-07,15.8,9.7,85.3,19.5,0.3
Consell,2026-03-07,13.3,7.3,95,13.7,9.91
Costitx,2026-03-07,12.9,7.1,98.5,8.7,8.61
Deià,2026-03-07,13.1,9.5,82.3,28.8,10.59
Escorca,2026-03-07,7.6,3,95.3,0.4,12.5
Esporles,2026-03-07,12.7,9,95.3,19.8,1.02
Estellencs,2026-03-07,13.5,9.7,80.3,19.1,20.29
Felanitx,2026-03-07,15,9.4,89.9,19.3,7.11
Fornalutx,2026-03-07,12.6,8.4,87.6,23.8,15.19
Inca,2026-03-07,15.5,9.3,91.2,8.2,4.8
Lloret de Vistalegre,2026-03-07,11.9,7.7,95.6,5.5,0
Lloseta,2026-03-07,13.2,8.2,91.9,27,3.3
Llubí,2026-03-07,15.8,7.7,92,9,8.89
Llucmajor,2026-03-07,,,,17.3,9.4
Manacor,2026-03-07,15.6,8.8,87.4,17.3,2.11
Mancor,2026-03-07,NaN,NaN,NaN,NaN,NaN
Maria de la Salut,2026-03-07,13.5,8.3,94.5,13,0
Marratxí,2026-03-07,12.7,9.6,89,18.3,6.35
Montuïri,2026-03-07,13.5,6.2,98.2,10.5,10.21
Muro,2026-03-07,NaN,NaN,NaN,NaN,NaN
Palma,2026-03-07,13.7,10.8,86.9,13.3,13.41
Petra,2026-03-07,15.6,7.7,90.8,10.8,6.35
Pollença,2026-03-07,12.7,8.7,68.6,14.5,1.27
Porreres,2026-03-07,14.6,8.2,89.3,15.5,7.59
Sa Pobla,2026-03-07,14.1,8.6,89.6,11.9,5.11
Puigpunyent,2026-03-07,10,8.2,93.2,15,16.26
Ses Salines,2026-03-07,13.4,8.6,91,5.4,5.41
Sant Joan,2026-03-07,13.7,8.9,49.9,12.7,5.08
Sant Llorenç des Cardassar,2026-03-07,NaN,NaN,NaN,NaN,NaN
Sencelles,2026-03-07,14.9,-40,93.3,7.6,8.13
Santa Eugènia,2026-03-07,NaN,NaN,NaN,NaN,NaN
Santa Margalida,2026-03-07,14.6,8.8,88.6,13.7,3.3
Santa María del Camí,2026-03-07,12.6,8.1,92.1,16.2,8.61
Santanyí,2026-03-07,14.7,8.9,92.2,0.3,7.7
Selva,2026-03-07,12.8,8.7,90.7,7.9,2.29
Sineu,2026-03-07,NaN,NaN,NaN,NaN,NaN
Sóller,2026-03-07,14.4,10.2,85.4,22.7,9.4
Son Servera,2026-03-07,15,9.5,84.6,15.5,0.51
Valldemossa,2026-03-07,10.1,7.7,90.5,26.3,15.01
Vilafranca de Bonany,2026-03-07,14.6,8.8,91.4,19.1,6.6
