Station,Date,Max Temperature (°C),Min Temperature (°C),Max Humidity (%),Min Humidity (%),Max Wind (km/h),Total Precipitation (l)
Alaró,2025-11-19,16.7,11,92,68,0,0
Alcúdia,2025-11-19,18,8,97,56,17.3,0
Algaida,2025-11-19,17,8.4,97,68,19.8,1.6
Andratx,2025-11-19,19.7,10,92,57,14.4,0.2
Ariany,2025-11-19,-,-,-,-,-,-
Artà,2025-11-19,-,-,-,-,-,-
Banyalbufar,2025-11-19,16.4,11.2,98,68,0,0.3
Binissalem,2025-11-19,17.7,6,98,69,9.3,0
Búger,2025-11-19,18.9,7.1,98,66,12.6,0.25
Bunyola,2025-11-19,17.8,8.3,98,70,17.2,0.25
Calvià,2025-11-19,19.3,9.6,94,60,17.5,0
Campanet,2025-11-19,-,-,-,-,-,-
Campos,2025-11-19,-,-,-,-,-,-
Capdepera,2025-11-19,18.3,10.6,91,65,15.4,1.19
Consell,2025-11-19,-,-,-,-,-,-
Costitx,2025-11-19,17.9,7.2,99,75,7.9,1.09
Deià,2025-11-19,17.3,11.3,86,60,9,0
Escorca,2025-11-19,11.1,7.1,98,81,18.7,0
Esporles,2025-11-19,15.7,8.7,99,72,15.4,0.25
Estellencs,2025-11-19,-,-,-,-,-,-
Felanitx,2025-11-19,-,-,-,-,-,-
Fornalutx,2025-11-19,15.9,10.5,98,73,0,0
Inca,2025-11-19,17.7,9.5,97,70,9.7,0.3
Lloret,2025-11-19,17.7,8,99,73,11.1,0
Lloseta,2025-11-19,16.7,8.1,97,69,24.8,0
Llubí,2025-11-19,18,6.3,99,68,8.3,0.51
Llucmajor,2025-11-19,17.2,9,95,73,12.2,0.2
Manacor,2025-11-19,11,8.6,97,95,3.2,0.99
Mancor,2025-11-19,-,-,-,-,-,-
Maria,2025-11-19,17.3,10.8,98,70,11.5,0
Marratxí,2025-11-19,19.2,9.6,95,62,15.4,0
Montuïri,2025-11-19,18,6.1,99,77,11.1,0.3
Muro,2025-11-19,18.1,9.2,99,73,0.3,0.3
Palma,2025-11-19,18.2,10.7,93,71,17.3,2.01
Petra,2025-11-19,18.3,7.9,98,67,12.9,7.87
Pollença,2025-11-19,16,9.7,75,47,11.3,0
Porreres,2025-11-19,17.7,8.9,96,66,14,0.51
Sa Pobla,2025-11-19,18.2,8.4,96,68,10.8,0
Puigpunyent,2025-11-19,-,-,-,-,-,-
Ses   Salines,2025-11-19,17.8,10.2,90,70,20.9,5.33
Sant   Joan,2025-11-19,17.2,8.8,72,15,12.4,0.51
Sant   Llorenç,2025-11-19,,,0,0,1.9,0
Sencelles,2025-11-19,-,-,-,-,-,-
Santa   Eugènia,2025-11-19,18.9,4.6,99,71,11.3,1.27
Santa   Margalida,2025-11-19,18,9.4,96,67,12.2,0.2
Santa   Maria,2025-11-19,-,-,-,-,-,-
Santanyi,2025-11-19,21.3,9.8,99,68,3.2,6.1
Selva,2025-11-19,-,-,-,-,-,-
Sineu,2025-11-19,16.4,7,99,86,8.7,0.51
Sóller,2025-11-19,-,-,-,-,-,-
Son   Servera,2025-11-19,,,,,,
Valldemossa,2025-11-19,-,-,-,-,-,-
Villafranca,2025-11-19,,,,,0,0
