Station,Date,Max Temperature (°C),Min Temperature (°C),Max Humidity (%),Min Humidity (%),Max Wind (km/h),Total Precipitation (l)
Alaró,2025-07-26,30.1,19.1,70,40,0,0
Alcúdia,2025-07-26,29.5,19.2,84,40,22.3,0
Algaida,2025-07-26,28.4,18.8,77,47,21.6,0
Andratx,2025-07-26,29.7,20.2,85,46,16.2,2.31
Ariany,2025-07-26,-,-,-,-,-,-
Artà,2025-07-26,30.9,16.3,94,44,25.9,0
Banyalbufar,2025-07-26,27.8,20,82,62,11.6,0
Binissalem,2025-07-26,33.4,17.2,86,37,11.1,0
Búger,2025-07-26,33.7,18.1,89,33,20.4,0
Bunyola,2025-07-26,31.7,18.3,79,36,20.9,0
Calvià,2025-07-26,29.6,18.7,81,41,10.8,0
Campanet,2025-07-26,-,-,-,-,-,-
Campos,2025-07-26,32.2,16.9,90,48,38.9,5.99
Capdepera,2025-07-26,29,21.2,75,45,14.8,0
Consell,2025-07-26,-,-,-,-,-,-
Costitx,2025-07-26,31.5,16.9,93,46,11.1,0
Deià,2025-07-26,28.4,21.2,72,51,12.6,0
Escorca,2025-07-26,23.5,11.6,96,59,12.2,0
Esporles,2025-07-26,27.9,18.4,85,61,18.3,0
Estellencs,2025-07-26,-,-,-,-,-,-
Felanitx,2025-07-26,30.2,18.3,82,48,35.4,0.41
Fornalutx,2025-07-26,27.3,19.3,78,47,14.8,0.79
Inca,2025-07-26,29.4,19.8,79,45,15.4,6.81
Lloret,2025-07-26,30.3,17.6,88,48,11.1,0
Lloseta,2025-07-26,30.2,17.7,84,34,36.7,0
Llubí,2025-07-26,30.6,18,86,38,10.4,0
Llucmajor,2025-07-26,29.1,18.2,85,54,22.3,0
Manacor,2025-07-26,30.6,17.6,84,41,0.4,0
Mancor,2025-07-26,-,-,-,-,-,-
Maria,2025-07-26,-,-,-,-,-,-
Marratxí,2025-07-26,32.9,18.6,80,37,18.3,0
Montuïri,2025-07-26,30.5,15.6,99,52,20.6,0
Muro,2025-07-26,30.4,19,86,48,0,0
Palma,2025-07-26,30.4,21.2,74,49,16.6,0
Petra,2025-07-26,30.2,17.1,89,41,15,14.22
Pollença,2025-07-26,27.8,20.6,61,31,37,0
Porreres,2025-07-26,30.1,18.5,78,44,24.5,0
Sa Pobla,2025-07-26,33.6,19.7,82,32,11.1,0
Puigpunyent,2025-07-26,27.9,16.8,84,54,32.2,0
Ses   Salines,2025-07-26,27.9,18.4,84,60,40.7,0
Sant   Joan,2025-07-26,29.1,18.6,70,49,14.2,0
Sant   Llorenç,2025-07-26,31.1,17.5,88,45,8.2,0
Sencelles,2025-07-26,29.8,18.1,84,45,33.8,0
Santa   Eugènia,2025-07-26,33.3,16.9,92,37,24.1,0
Santa   Margalida,2025-07-26,29.8,18.7,81,47,16.9,0
Santa   Maria,2025-07-26,-,-,-,-,-,-
Santanyi,2025-07-26,32.3,18,88,50,7.9,0
Selva,2025-07-26,31.9,19.4,82,30,13.2,6.35
Sineu,2025-07-26,31.3,17.4,95,46,13,0
Sóller,2025-07-26,28.2,20,75,50,22.5,0
Son   Servera,2025-07-26,,,,,,
Valldemossa,2025-07-26,25.6,17.8,79,55,22.5,0
Villafranca,2025-07-26,,,,,0,0
