Station,Date,Max Temperature (°C),Min Temperature (°C),Avg Humidity (%),Max Wind (km/h),Total Precipitation (l)
Alaró,2026-03-12,18.2,9,75,0,0
Alcúdia,2026-03-12,18.5,7.6,86.2,9,0.3
Algaida,2026-03-12,18.2,9.4,84,18,0
Andratx,2026-03-12,19.7,9.8,76.2,9.7,0
Ariany,2026-03-12,NaN,NaN,NaN,NaN,NaN
Artà,2026-03-12,17.5,7.3,87.1,14.8,0
Banyalbufar,2026-03-12,NaN,NaN,NaN,NaN,NaN
Binissalem,2026-03-12,20.2,6.1,85.2,7.2,0
Búger,2026-03-12,20.7,6.2,85.3,12.9,0
Bunyola,2026-03-12,NaN,NaN,NaN,NaN,NaN
Cabrera,2026-03-12,NaN,NaN,NaN,NaN,NaN
Calvià,2026-03-12,NaN,NaN,NaN,NaN,NaN
Campanet,2026-03-12,NaN,NaN,NaN,NaN,NaN
Campos,2026-03-12,NaN,NaN,NaN,NaN,NaN
Capdepera,2026-03-12,18,9.7,84.5,18.7,0
Consell,2026-03-12,18.8,5.4,87.8,19.5,0.25
Costitx,2026-03-12,19.1,6.9,91.1,9.3,0.2
Deià,2026-03-12,19.5,10.7,73.1,13.3,0
Escorca,2026-03-12,13.5,2.4,82.9,8.3,0
Esporles,2026-03-12,18.9,7.9,85.3,14.3,0
Estellencs,2026-03-12,19.7,10.3,75.7,11.2,0
Felanitx,2026-03-12,18.9,8.6,87.3,17.9,0
Fornalutx,2026-03-12,17.9,9.2,76.4,15.1,0
Inca,2026-03-12,19.7,9.6,82.4,16.9,0
Lloret de Vistalegre,2026-03-12,19.4,9,90.1,6.1,0
Lloseta,2026-03-12,17.6,8,87.1,28.4,0
Llubí,2026-03-12,20.6,6.7,84.9,10.4,0.2
Llucmajor,2026-03-12,17,16,69.4,15.8,0
Manacor,2026-03-12,18.7,6.3,86.3,16.9,0.2
Mancor,2026-03-12,NaN,NaN,NaN,NaN,NaN
Maria de la Salut,2026-03-12,19.9,9.3,88.8,14,0
Marratxí,2026-03-12,19.4,10.2,82.3,15,0
Montuïri,2026-03-12,19.2,5.4,91.2,21.9,0.3
Muro,2026-03-12,NaN,NaN,NaN,NaN,NaN
Palma,2026-03-12,18,10.7,80.8,14.4,0
Petra,2026-03-12,19.5,6.8,83.9,12.6,1.78
Pollença,2026-03-12,16.4,10,61,11.3,0
Porreres,2026-03-12,18.1,8.5,85.7,15.5,0.51
Sa Pobla,2026-03-12,19,7,84.5,9.7,0.2
Puigpunyent,2026-03-12,18.6,10.8,72.5,14,0
Ses Salines,2026-03-12,20.2,8.1,86.2,7.2,0
Sant Joan,2026-03-12,18.4,8.1,43.9,12.2,0.51
Sant Llorenç des Cardassar,2026-03-12,NaN,NaN,NaN,NaN,NaN
Sencelles,2026-03-12,19.6,6.8,87.5,13.7,0
Santa Eugènia,2026-03-12,NaN,NaN,NaN,NaN,NaN
Santa Margalida,2026-03-12,19.7,8,86.3,11.2,0.2
Santa María del Camí,2026-03-12,18,7.1,82.5,18,0
Santanyí,2026-03-12,19.9,8.4,90.6,1.1,0
Selva,2026-03-12,NaN,NaN,NaN,NaN,NaN
Sineu,2026-03-12,NaN,NaN,NaN,NaN,NaN
Sóller,2026-03-12,18,7.9,85.4,21.6,0
Son Servera,2026-03-12,18,9.7,77.4,15.5,0
Valldemossa,2026-03-12,15.3,8.3,80.5,17.3,0
Vilafranca de Bonany,2026-03-12,18.3,8.6,87.8,19.8,0.2
