Station,Date,Max Temperature (°C),Min Temperature (°C),Avg Humidity (%),Max Wind (km/h),Total Precipitation (l)
Alaró,2026-05-02,23.1,14.4,67.7,0,0
Alcúdia,2026-05-02,23.6,15.7,76.2,15.1,0
Algaida,2026-05-02,22.8,13.7,79,24.8,0.3
Andratx,2026-05-02,23.7,17.3,65,22,0
Ariany,2026-05-02,NaN,NaN,NaN,NaN,NaN
Artà,2026-05-02,21.7,14.3,86.6,21.2,0
Banyalbufar,2026-05-02,NaN,NaN,NaN,NaN,NaN
Binissalem,2026-05-02,24.6,13.6,76.5,17.7,0
Búger,2026-05-02,26.4,13.4,76.1,22.5,0
Bunyola,2026-05-02,NaN,NaN,NaN,NaN,NaN
Cabrera,2026-05-02,NaN,NaN,NaN,NaN,NaN
Calvià,2026-05-02,NaN,NaN,NaN,NaN,NaN
Campanet,2026-05-02,NaN,NaN,NaN,NaN,NaN
Campos,2026-05-02,NaN,NaN,NaN,NaN,NaN
Capdepera,2026-05-02,20.8,16.5,84.1,21.2,0
Consell,2026-05-02,NaN,NaN,NaN,NaN,NaN
Costitx,2026-05-02,25.6,14,81.9,11.9,0
Deià,2026-05-02,22.6,16.4,61.7,18.7,0
Escorca,2026-05-02,18,11.3,72.7,16.9,0
Esporles,2026-05-02,23.6,15.5,77.6,23.8,0
Estellencs,2026-05-02,24.4,16.8,67.1,19.8,0
Felanitx,2026-05-02,22,15,83.4,26.2,0
Fornalutx,2026-05-02,22.6,15.9,55.5,19.8,0
Inca,2026-05-02,23.7,15.4,75.1,19.5,0
Lloret de Vistalegre,2026-05-02,22.9,13.6,84,6.1,0
Lloseta,2026-05-02,23.2,13.7,76.8,27,0
Llubí,2026-05-02,25.6,14.3,73,10.1,0
Llucmajor,2026-05-02,,,,24.8,0
Manacor,2026-05-02,21.9,14,83.5,19.8,0
Mancor,2026-05-02,NaN,NaN,NaN,NaN,NaN
Maria de la Salut,2026-05-02,21.4,15,84.5,24.1,0
Marratxí,2026-05-02,24.7,15.6,72.5,17.5,0
Montuïri,2026-05-02,22.2,12.8,87.9,28,0
Muro,2026-05-02,NaN,NaN,NaN,NaN,NaN
Palma,2026-05-02,24,17,74.7,19.8,0
Petra,2026-05-02,23.8,13.5,78.2,15.4,0
Pollença,2026-05-02,21.2,15.6,59.5,24.1,0
Porreres,2026-05-02,23.8,14.4,77,23,0
Sa Pobla,2026-05-02,25,14.8,73.6,14.8,0
Puigpunyent,2026-05-02,NaN,NaN,NaN,NaN,NaN
Ses Salines,2026-05-02,22.3,14.6,81.2,11.2,0
Sant Joan,2026-05-02,21.7,15.7,54,15.8,0
Sant Llorenç des Cardassar,2026-05-02,NaN,NaN,NaN,NaN,NaN
Sencelles,2026-05-02,24.3,14.7,78.2,15.1,0
Santa Eugènia,2026-05-02,NaN,NaN,NaN,NaN,NaN
Santa Margalida,2026-05-02,23.6,15.5,76.2,16.2,0
Santa María del Camí,2026-05-02,23.5,14.7,71.8,22.3,0
Santanyí,2026-05-02,,,,10.1,0
Selva,2026-05-02,NaN,NaN,NaN,NaN,NaN
Sineu,2026-05-02,NaN,NaN,NaN,NaN,NaN
Sóller,2026-05-02,24.8,16.9,57.8,25.6,0
Son Servera,2026-05-02,20.3,16,81.2,20.5,0
Valldemossa,2026-05-02,21,13.9,69.7,15.8,0
Vilafranca de Bonany,2026-05-02,21.6,15,85.1,22,0
