Station,Date,Max Temperature (°C),Min Temperature (°C),Avg Humidity (%),Max Wind (km/h),Total Precipitation (l)
Alaró,2026-05-13,22.6,14.4,47.8,0,0
Alcúdia,2026-05-13,23.6,16.2,58.1,38.2,0
Algaida,2026-05-13,21.7,14.7,61.6,31,0
Andratx,2026-05-13,22.3,15.7,62.2,17.6,0
Ariany,2026-05-13,NaN,NaN,NaN,NaN,NaN
Artà,2026-05-13,23.5,12.7,70.6,25.3,0.3
Banyalbufar,2026-05-13,NaN,NaN,NaN,NaN,NaN
Binissalem,2026-05-13,24.9,14.4,56.4,18,0
Búger,2026-05-13,26,13.6,55.7,26.2,0
Bunyola,2026-05-13,NaN,NaN,NaN,NaN,NaN
Cabrera,2026-05-13,NaN,NaN,NaN,NaN,NaN
Calvià,2026-05-13,NaN,NaN,NaN,NaN,NaN
Campanet,2026-05-13,NaN,NaN,NaN,NaN,NaN
Campos,2026-05-13,NaN,NaN,NaN,NaN,NaN
Capdepera,2026-05-13,22.4,16.1,66,19.5,0
Consell,2026-05-13,NaN,NaN,NaN,NaN,NaN
Costitx,2026-05-13,24,12.7,67.7,13,0
Deià,2026-05-13,21.9,16,57.6,13.3,0
Escorca,2026-05-13,15.2,9.1,74.4,27,0
Esporles,2026-05-13,20.8,13.9,69.5,25.6,0
Estellencs,2026-05-13,20.8,13.8,65,15.5,0
Felanitx,2026-05-13,24.3,14.4,61.3,20.8,0
Fornalutx,2026-05-13,19.6,13.9,64.5,20.9,0
Inca,2026-05-13,24.7,16.2,54.1,30.9,0
Lloret de Vistalegre,2026-05-13,24.9,13.3,65.5,7.9,0
Lloseta,2026-05-13,21.9,15.3,54,58.3,0
Llubí,2026-05-13,24.6,14.4,55.3,16.2,0
Llucmajor,2026-05-13,,,,23.4,0
Manacor,2026-05-13,24.4,12.1,71,18.7,0
Mancor,2026-05-13,NaN,NaN,NaN,NaN,NaN
Maria de la Salut,2026-05-13,24.5,14.6,61.2,24.5,0
Marratxí,2026-05-13,24.2,15.6,57.6,24.5,0
Montuïri,2026-05-13,23.3,10.5,70.1,33.8,0
Muro,2026-05-13,NaN,NaN,NaN,NaN,NaN
Palma,2026-05-13,24.2,17.1,60.9,28.8,0
Petra,2026-05-13,25,13.7,58.6,19.8,0.25
Pollença,2026-05-13,20.6,15.6,43.6,27.4,0
Porreres,2026-05-13,23.6,13.9,58.7,21.2,0
Sa Pobla,2026-05-13,26,16.1,55,21.2,0
Puigpunyent,2026-05-13,NaN,NaN,NaN,NaN,NaN
Ses Salines,2026-05-13,23.8,13.3,69.2,10.4,0
Sant Joan,2026-05-13,22.5,14.2,54.6,17.9,0
Sant Llorenç des Cardassar,2026-05-13,NaN,NaN,NaN,NaN,NaN
Sencelles,2026-05-13,23.8,14.5,61.7,18.3,0
Santa Eugènia,2026-05-13,NaN,NaN,NaN,NaN,NaN
Santa Margalida,2026-05-13,21.4,15.8,60.9,10.8,0
Santa María del Camí,2026-05-13,22,13.6,55,35.6,0
Santanyí,2026-05-13,,,,15.4,0
Selva,2026-05-13,NaN,NaN,NaN,NaN,NaN
Sineu,2026-05-13,NaN,NaN,NaN,NaN,NaN
Sóller,2026-05-13,22.1,14.8,61.6,24.8,0
Son Servera,2026-05-13,22.4,14.9,66.1,19.8,0
Valldemossa,2026-05-13,18.8,13.6,65.7,10.1,0
Vilafranca de Bonany,2026-05-13,24.1,14.2,63.1,20.5,0
