Station,Date,Max Temperature (°C),Min Temperature (°C),Max Humidity (%),Min Humidity (%),Max Wind (km/h),Total Precipitation (l)
Alaró,2025-09-28,22.8,18.6,88,79,0,0
Alcúdia,2025-09-28,29.2,18,93,56,14,0
Algaida,2025-09-28,29,18,91,41,13.7,0
Andratx,2025-09-28,29.3,20.6,83,40,10.1,0
Ariany,2025-09-28,-,-,-,-,-,-
Artà,2025-09-28,28,15.2,99,66,20.9,0
Banyalbufar,2025-09-28,27.2,18.7,90,66,6.1,0
Binissalem,2025-09-28,30.7,16.5,97,44,6.9,0
Búger,2025-09-28,31.2,17.1,95,42,14.6,0
Bunyola,2025-09-28,29.1,17.8,95,45,11.9,0
Calvià,2025-09-28,27.9,18.6,93,37,14.6,0
Campanet,2025-09-28,-,-,-,-,-,-
Campos,2025-09-28,28.6,17.3,95,46,24.1,0
Capdepera,2025-09-28,26.3,18.8,92,68,14.3,0
Consell,2025-09-28,-,-,-,-,-,-
Costitx,2025-09-28,28.5,19,94,57,7.6,0
Deià,2025-09-28,28.5,20.8,73,48,8.6,0
Escorca,2025-09-28,24.1,8.7,96,44,11.5,0
Esporles,2025-09-28,27.8,16.7,99,58,10.5,0.51
Estellencs,2025-09-28,-,-,-,-,-,-
Felanitx,2025-09-28,27,17.6,91,53,20.9,0
Fornalutx,2025-09-28,27.2,18.6,81,48,13.7,0
Inca,2025-09-28,31.1,18.6,93,43,11.1,0
Lloret,2025-09-28,30,17.3,96,49,4.7,0
Lloseta,2025-09-28,29.1,16.8,96,45,23,0
Llubí,2025-09-28,31.6,17.1,94,37,10.4,0
Llucmajor,2025-09-28,28,18.1,92,41,13.3,0
Manacor,2025-09-28,29.3,17.3,94,48,16.6,0
Mancor,2025-09-28,-,-,-,-,-,-
Maria,2025-09-28,29.9,17.8,96,45,22,0
Marratxí,2025-09-28,29.8,19.5,90,39,13.2,0
Montuïri,2025-09-28,29.5,14.8,99,50,14,0
Muro,2025-09-28,29,19.4,94,54,0,0
Palma,2025-09-28,27.9,20.5,87,63,9.4,0
Petra,2025-09-28,31,16.9,94,40,14.3,0.25
Pollença,2025-09-28,25.7,17.2,72,43,19.3,0
Porreres,2025-09-28,28.8,17.4,92,44,13,0
Sa Pobla,2025-09-28,31.6,18.9,92,44,11.4,0
Puigpunyent,2025-09-28,28.6,17.1,91,51,11.3,0
Ses   Salines,2025-09-28,26.8,17.8,91,61,19.3,0
Sant   Joan,2025-09-28,28.2,17.4,70,27,12.1,0
Sant   Llorenç,2025-09-28,29.5,16.5,96,56,5.6,0
Sencelles,2025-09-28,29,18,93,45,16.7,0
Santa   Eugènia,2025-09-28,31,15.8,99,39,12.6,0
Santa   Margalida,2025-09-28,30.8,18.3,91,45,14,0
Santa   Maria,2025-09-28,-,-,-,-,-,-
Santanyi,2025-09-28,29.5,18.2,94,63,2.1,0
Selva,2025-09-28,29.9,19.1,86,39,8.2,0
Sineu,2025-09-28,30,18,99,49,9.3,0
Sóller,2025-09-28,28.4,19.6,77,52,16.7,0
Son   Servera,2025-09-28,,,,,,
Valldemossa,2025-09-28,25.6,17.7,89,50,18.5,0
Villafranca,2025-09-28,,,,,0,0
