Station,Date,Max Temperature (°C),Min Temperature (°C),Avg Humidity (%),Max Wind (km/h),Total Precipitation (l)
Alaró,2026-06-30,34.6,23.3,41.2,0,0
Alcúdia,2026-06-30,33.9,22.3,67.1,18.7,0
Algaida,2026-06-30,34.4,23,56.6,24.5,0
Andratx,2026-06-30,34.9,24.8,55.7,16.9,0
Ariany,2026-06-30,NaN,NaN,NaN,NaN,NaN
Artà,2026-06-30,34.6,21.3,68.7,19.5,0
Banyalbufar,2026-06-30,NaN,NaN,NaN,NaN,NaN
Binissalem,2026-06-30,36.7,20.6,53.5,17.2,0
Búger,2026-06-30,35.7,21.1,58.3,33.5,0
Bunyola,2026-06-30,NaN,NaN,NaN,NaN,NaN
Cabrera,2026-06-30,NaN,NaN,NaN,NaN,NaN
Calvià,2026-06-30,NaN,NaN,NaN,NaN,NaN
Campanet,2026-06-30,NaN,NaN,NaN,NaN,NaN
Campos,2026-06-30,NaN,NaN,NaN,NaN,NaN
Capdepera,2026-06-30,32.4,23.7,72.6,18.7,0
Consell,2026-06-30,35.2,20.2,53.6,21.9,0
Costitx,2026-06-30,37.5,21.1,59.3,11.6,0
Deià,2026-06-30,33.5,24,64.3,11.9,0
Escorca,2026-06-30,29.3,15.4,69.3,13,0
Esporles,2026-06-30,32.9,22.3,70.2,22.4,2.03
Estellencs,2026-06-30,32.3,23.9,66.5,10.4,0
Felanitx,2026-06-30,35.5,22.9,56.7,20.8,0
Fornalutx,2026-06-30,31.8,23.2,62.8,0,0
Inca,2026-06-30,37.5,24.4,51.9,19.2,0
Lloret de Vistalegre,2026-06-30,34.3,21.8,61.8,7.9,0
Lloseta,2026-06-30,34.4,21.9,53.4,28.8,0
Llubí,2026-06-30,NaN,NaN,NaN,NaN,NaN
Llucmajor,2026-06-30,,,,22.3,0
Manacor,2026-06-30,36.2,21.3,64.8,18,0
Mancor,2026-06-30,NaN,NaN,NaN,NaN,NaN
Maria de la Salut,2026-06-30,34.2,23.1,62.6,17.3,0
Marratxí,2026-06-30,37.7,23.7,52.7,16.9,0
Montuïri,2026-06-30,34.9,19.7,66.4,32,0
Muro,2026-06-30,NaN,NaN,NaN,NaN,NaN
Palma,2026-06-30,36.3,25.5,59.9,19.4,0
Petra,2026-06-30,35.4,21.2,59.1,18.7,0
Pollença,2026-06-30,32.3,24.5,44.9,25.7,0
Porreres,2026-06-30,NaN,NaN,NaN,NaN,NaN
Sa Pobla,2026-06-30,34.4,22.3,59.6,11.9,0
Puigpunyent,2026-06-30,34.7,23.6,50.6,14.3,0
Ses Salines,2026-06-30,35.4,21.9,63.3,6.1,0
Sant Joan,2026-06-30,32.9,22.5,57.9,20.3,0
Sant Llorenç des Cardassar,2026-06-30,NaN,NaN,NaN,NaN,NaN
Sencelles,2026-06-30,36.6,21.9,56.5,18,0
Santa Eugènia,2026-06-30,NaN,NaN,NaN,NaN,NaN
Santa Margalida,2026-06-30,35.2,22.4,62,22,0
Santa María del Camí,2026-06-30,35.2,21.6,49.3,27.7,0
Santanyí,2026-06-30,,,,1.8,0
Selva,2026-06-30,35,23.1,49.7,11.7,0
Sineu,2026-06-30,NaN,NaN,NaN,NaN,NaN
Sóller,2026-06-30,32.3,24.3,65.3,21.6,0
Son Servera,2026-06-30,33.5,23.6,59.4,23.8,0
Valldemossa,2026-06-30,30.9,22.2,67,7.9,0
Vilafranca de Bonany,2026-06-30,34.3,22.3,61.8,24.8,0
