Station,Date,Max Temperature (°C),Min Temperature (°C),Avg Humidity (%),Max Wind (km/h),Total Precipitation (l)
Alaró,2026-04-23,22.4,15,58.1,0,0
Alcúdia,2026-04-23,23.2,16.8,79.6,15.5,0
Algaida,2026-04-23,22,13.4,82,22.7,0
Andratx,2026-04-23,26.6,15.4,57,20.9,0
Ariany,2026-04-23,NaN,NaN,NaN,NaN,NaN
Artà,2026-04-23,21.5,14,87,18,0
Banyalbufar,2026-04-23,NaN,NaN,NaN,NaN,NaN
Binissalem,2026-04-23,23.1,13.4,77.7,17.7,0
Búger,2026-04-23,22.4,13.1,83.1,23.3,0
Bunyola,2026-04-23,NaN,NaN,NaN,NaN,NaN
Cabrera,2026-04-23,NaN,NaN,NaN,NaN,NaN
Calvià,2026-04-23,NaN,NaN,NaN,NaN,NaN
Campanet,2026-04-23,NaN,NaN,NaN,NaN,NaN
Campos,2026-04-23,NaN,NaN,NaN,NaN,NaN
Capdepera,2026-04-23,21.4,15.9,86.9,10.1,0
Consell,2026-04-23,18.2,13.3,90.6,16.9,0
Costitx,2026-04-23,23.9,13.9,87.4,11.9,0
Deià,2026-04-23,23.5,16.4,61.5,10.4,0
Escorca,2026-04-23,20.7,8,76.1,8.6,0
Esporles,2026-04-23,24.4,11.9,72.5,25.9,0
Estellencs,2026-04-23,23.4,14,69.1,16.9,0
Felanitx,2026-04-23,21.7,15.8,85.9,28.3,0
Fornalutx,2026-04-23,24.4,15.1,58.2,19.2,0
Inca,2026-04-23,25.6,16.3,74.4,11.9,0
Lloret de Vistalegre,2026-04-23,22,13.1,89.5,6.4,0
Lloseta,2026-04-23,22.2,14.1,79.1,32.4,0
Llubí,2026-04-23,23.2,14.3,78.5,18.4,0.3
Llucmajor,2026-04-23,,,,25.2,0
Manacor,2026-04-23,22.8,13.9,84.1,12.2,0
Mancor,2026-04-23,NaN,NaN,NaN,NaN,NaN
Maria de la Salut,2026-04-23,21.8,13.9,87.9,22.7,0
Marratxí,2026-04-23,24.5,15.2,74.7,25.4,0
Montuïri,2026-04-23,22.3,11.9,89.7,29.9,0
Muro,2026-04-23,NaN,NaN,NaN,NaN,NaN
Palma,2026-04-23,24.1,16.1,73.5,23,0
Petra,2026-04-23,24.6,13,77.8,16.4,0
Pollença,2026-04-23,19.3,15.4,63.3,19.3,0
Porreres,2026-04-23,23.7,14.1,76.4,19.4,0
Sa Pobla,2026-04-23,21.9,15.3,78.5,19.2,0
Puigpunyent,2026-04-23,22.4,13.9,62.8,22.2,0
Ses Salines,2026-04-23,23,14.1,80.5,11.2,0
Sant Joan,2026-04-23,21.7,15.4,59.4,21.7,0
Sant Llorenç des Cardassar,2026-04-23,NaN,NaN,NaN,NaN,NaN
Sencelles,2026-04-23,24.2,14.5,81.6,16.6,0
Santa Eugènia,2026-04-23,NaN,NaN,NaN,NaN,NaN
Santa Margalida,2026-04-23,22,14.7,81.4,20.2,0.3
Santa María del Camí,2026-04-23,22.3,13.5,72.9,30.2,0
Santanyí,2026-04-23,,,,16.9,0
Selva,2026-04-23,NaN,NaN,NaN,NaN,NaN
Sineu,2026-04-23,NaN,NaN,NaN,NaN,NaN
Sóller,2026-04-23,25,14.5,65.1,25.2,0
Son Servera,2026-04-23,20.1,15.7,84.3,22,0
Valldemossa,2026-04-23,21.3,13.7,58.5,13,0
Vilafranca de Bonany,2026-04-23,22.2,15.2,82.7,22.3,0
