Station,Date,Max Temperature (°C),Min Temperature (°C),Avg Humidity (%),Max Wind (km/h),Total Precipitation (l)
Alaró,2026-05-03,20.5,14.5,74.9,0,2.79
Alcúdia,2026-05-03,21.3,15.5,82.1,14.4,0
Algaida,2026-05-03,21.5,12,86.3,19.8,4.8
Andratx,2026-05-03,23,16.2,71,30.2,1.5
Ariany,2026-05-03,NaN,NaN,NaN,NaN,NaN
Artà,2026-05-03,21.9,14,85.6,16.6,0.51
Banyalbufar,2026-05-03,NaN,NaN,NaN,NaN,NaN
Binissalem,2026-05-03,21.5,14.1,84.1,13,8.89
Búger,2026-05-03,21.4,13.6,84.8,15.4,8.38
Bunyola,2026-05-03,NaN,NaN,NaN,NaN,NaN
Cabrera,2026-05-03,NaN,NaN,NaN,NaN,NaN
Calvià,2026-05-03,NaN,NaN,NaN,NaN,NaN
Campanet,2026-05-03,NaN,NaN,NaN,NaN,NaN
Campos,2026-05-03,NaN,NaN,NaN,NaN,NaN
Capdepera,2026-05-03,21.5,16.5,80.9,12.2,0
Consell,2026-05-03,NaN,NaN,NaN,NaN,NaN
Costitx,2026-05-03,22.4,12.6,92.3,10.5,7.9
Deià,2026-05-03,21.2,14.5,68.3,27.4,2.01
Escorca,2026-05-03,18.3,8.4,77.2,9.7,8.71
Esporles,2026-05-03,22.8,12.6,87,15.8,2.29
Estellencs,2026-05-03,21.2,14.4,73.1,18,0.99
Felanitx,2026-05-03,23.5,15.1,81.9,19.8,5.08
Fornalutx,2026-05-03,19.5,13.1,67.8,25.3,5.59
Inca,2026-05-03,23.5,15.3,80.5,11.1,6.4
Lloret de Vistalegre,2026-05-03,20.4,12.4,90.4,6.1,0
Lloseta,2026-05-03,20.1,14.3,84.1,28.4,10.8
Llubí,2026-05-03,22.2,14.1,81.5,13,6.6
Llucmajor,2026-05-03,,,,18,0.79
Manacor,2026-05-03,24,14.3,80.9,11.5,0.79
Mancor,2026-05-03,NaN,NaN,NaN,NaN,NaN
Maria de la Salut,2026-05-03,19.8,13.6,89.1,14.4,0
Marratxí,2026-05-03,22.4,15.1,81.4,21.1,4.32
Montuïri,2026-05-03,21.3,12,92.9,14.3,1.5
Muro,2026-05-03,NaN,NaN,NaN,NaN,NaN
Palma,2026-05-03,23.4,15.6,82.7,23.8,16.21
Petra,2026-05-03,23.7,12.5,81.4,12.9,0.76
Pollença,2026-05-03,18.6,14.8,63.2,16.1,4.06
Porreres,2026-05-03,23.7,12.8,80,13.7,1.5
Sa Pobla,2026-05-03,20.4,15.4,80.9,12.2,8.61
Puigpunyent,2026-05-03,NaN,NaN,NaN,NaN,NaN
Ses Salines,2026-05-03,26.3,14.4,77.7,9.4,0.51
Sant Joan,2026-05-03,20.5,14.4,64.4,18.2,0
Sant Llorenç des Cardassar,2026-05-03,NaN,NaN,NaN,NaN,NaN
Sencelles,2026-05-03,22.4,14.1,85.6,13,12.19
Santa Eugènia,2026-05-03,NaN,NaN,NaN,NaN,NaN
Santa Margalida,2026-05-03,21.1,14.7,82.6,16.2,4.8
Santa María del Camí,2026-05-03,21,14.9,79.2,23.8,8.61
Santanyí,2026-05-03,,,,11.1,0
Selva,2026-05-03,NaN,NaN,NaN,NaN,NaN
Sineu,2026-05-03,NaN,NaN,NaN,NaN,NaN
Sóller,2026-05-03,21.4,14.8,67.8,22,9.6
Son Servera,2026-05-03,21.9,16.5,77.7,15.5,3.4
Valldemossa,2026-05-03,19.7,13.2,76.9,24.5,1.8
Vilafranca de Bonany,2026-05-03,21.4,14.5,84.3,19.1,0.61
