Station,Date,Max Temperature (°C),Min Temperature (°C),Avg Humidity (%),Max Wind (km/h),Total Precipitation (l)
Alaró,2026-06-23,36.5,24.5,30,0,0
Alcúdia,2026-06-23,34.9,21.9,61.2,16.6,0
Algaida,2026-06-23,36.5,23.8,37,25.6,0
Andratx,2026-06-23,36.7,25.1,38.9,15.5,0
Ariany,2026-06-23,NaN,NaN,NaN,NaN,NaN
Artà,2026-06-23,36.9,21.4,45.3,13,0
Banyalbufar,2026-06-23,NaN,NaN,NaN,NaN,NaN
Binissalem,2026-06-23,38.7,20.7,45.8,14.3,0
Búger,2026-06-23,37.8,21.2,50,18.3,0
Bunyola,2026-06-23,NaN,NaN,NaN,NaN,NaN
Cabrera,2026-06-23,NaN,NaN,NaN,NaN,NaN
Calvià,2026-06-23,NaN,NaN,NaN,NaN,NaN
Campanet,2026-06-23,NaN,NaN,NaN,NaN,NaN
Campos,2026-06-23,NaN,NaN,NaN,NaN,NaN
Capdepera,2026-06-23,34.7,24.7,41.9,9.3,0
Consell,2026-06-23,38.2,20.7,44.9,18.7,0
Costitx,2026-06-23,39.9,21.4,47.7,11.9,0
Deià,2026-06-23,32.7,26.1,44.7,9.7,0
Escorca,2026-06-23,31.4,15.7,55.5,9.4,0
Esporles,2026-06-23,34.9,22.4,52.3,20.6,3.81
Estellencs,2026-06-23,32.5,22.9,51.4,10.8,0
Felanitx,2026-06-23,36.5,23.1,37.1,24.8,0
Fornalutx,2026-06-23,31.9,25,44.3,0,0
Inca,2026-06-23,39.2,25.5,43.7,12.6,0
Lloret de Vistalegre,2026-06-23,37.7,21.8,46.2,5,0
Lloseta,2026-06-23,36.2,22.9,44.5,27,0
Llubí,2026-06-23,37.4,21.8,46.4,14.4,0
Llucmajor,2026-06-23,,,,17.3,0
Manacor,2026-06-23,36.5,21.9,42.6,18,0
Mancor,2026-06-23,NaN,NaN,NaN,NaN,NaN
Maria de la Salut,2026-06-23,35.1,24.1,44.8,18.4,0
Marratxí,2026-06-23,38.6,25.2,39.2,15.8,0
Montuïri,2026-06-23,37,18.7,49,15.8,0
Muro,2026-06-23,NaN,NaN,NaN,NaN,NaN
Palma,2026-06-23,34.9,26.2,52.3,12.6,0
Petra,2026-06-23,37.6,21.4,40.3,16.1,0
Pollença,2026-06-23,32.8,23.8,36.1,19.3,0
Porreres,2026-06-23,NaN,NaN,NaN,NaN,NaN
Sa Pobla,2026-06-23,35.6,22.3,52.4,11.1,0
Puigpunyent,2026-06-23,NaN,NaN,NaN,NaN,NaN
Ses Salines,2026-06-23,36.5,21.8,37.3,8.3,0
Sant Joan,2026-06-23,35.4,23.3,42.8,15.9,0
Sant Llorenç des Cardassar,2026-06-23,NaN,NaN,NaN,NaN,NaN
Sencelles,2026-06-23,39.2,22,46.8,18.7,0
Santa Eugènia,2026-06-23,NaN,NaN,NaN,NaN,NaN
Santa Margalida,2026-06-23,35.2,24.3,49.6,19.4,0
Santa María del Camí,2026-06-23,36.9,22.4,39,19.4,0
Santanyí,2026-06-23,,,,6.1,0
Selva,2026-06-23,36.2,23.8,39.6,12.9,0
Sineu,2026-06-23,NaN,NaN,NaN,NaN,NaN
Sóller,2026-06-23,34.7,23.2,49.8,19.4,0
Son Servera,2026-06-23,33,24,38.2,16.6,0
Valldemossa,2026-06-23,30.7,25.6,39.9,8.3,0
Vilafranca de Bonany,2026-06-23,36.2,24.4,39.6,18.7,0
