Station,Date,Max Temperature (°C),Min Temperature (°C),Avg Humidity (%),Max Wind (km/h),Total Precipitation (l)
Alaró,2026-09-17,25.5,17.8,74.5,0,53.09
Alcúdia,2026-09-17,27.3,18.7,73.6,27.4,15.49
Algaida,2026-09-17,26,16.8,83.5,26.3,29.01
Andratx,2026-09-17,28.5,19,67.4,21.2,12.19
Ariany,2026-09-17,NaN,NaN,NaN,NaN,NaN
Artà,2026-09-17,27.1,18.2,81.1,23,4.8
Banyalbufar,2026-09-17,26,17.3,81.2,30.6,14.2
Binissalem,2026-09-17,26.3,17.6,79.8,12.6,14.99
Búger,2026-09-17,26.5,18.5,81.6,19,33.02
Bunyola,2026-09-17,NaN,NaN,NaN,NaN,NaN
Cabrera,2026-09-17,NaN,NaN,NaN,NaN,NaN
Calvià,2026-09-17,NaN,NaN,NaN,NaN,NaN
Campanet,2026-09-17,NaN,NaN,NaN,NaN,NaN
Campos,2026-09-17,NaN,NaN,NaN,NaN,NaN
Capdepera,2026-09-17,26.6,20,70.7,17.7,1.8
Consell,2026-09-17,26.2,17.1,82.9,24.8,63.25
Costitx,2026-09-17,27,17.2,89.4,13.4,20.9
Deià,2026-09-17,26.7,18,72.4,23.4,13.49
Escorca,2026-09-17,20.1,12.3,91.6,11.2,96.8
Esporles,2026-09-17,25.9,17.4,87.4,27.4,0.51
Estellencs,2026-09-17,27.8,18.2,71.1,19.8,11.71
Felanitx,2026-09-17,28.4,18,82.7,25.1,67.82
Fornalutx,2026-09-17,25,15.9,80.1,13.7,27.41
Inca,2026-09-17,28.3,17.9,80.9,10.5,43.69
Lloret de Vistalegre,2026-09-17,26.2,17.1,88.8,7.9,0
Lloseta,2026-09-17,25.6,17.2,83.2,28.4,95.61
Llubí,2026-09-17,27.4,19.2,84.5,15.5,28.5
Llucmajor,2026-09-17,,,,29.9,46.99
Manacor,2026-09-17,28.3,17.9,80.6,23.8,17.5
Mancor,2026-09-17,NaN,NaN,NaN,NaN,NaN
Maria de la Salut,2026-09-17,25.1,17.3,86.2,21.2,0
Marratxí,2026-09-17,27.7,17.6,79.4,36.2,23.88
Montuïri,2026-09-17,26.2,17.1,91.2,22.7,26.9
Muro,2026-09-17,NaN,NaN,NaN,NaN,NaN
Palma,2026-09-17,28.9,18.4,76.6,27,19.81
Petra,2026-09-17,27.5,18.2,81.4,17.2,34.8
Pollença,2026-09-17,24.1,17.7,61.2,19.3,17.53
Porreres,2026-09-17,27.4,17.5,81.6,24.5,30.51
Sa Pobla,2026-09-17,26,18.5,77.1,7.2,24.89
Puigpunyent,2026-09-17,25.3,16.2,80.3,20.8,0.76
Ses Salines,2026-09-17,28.2,17.7,82.2,11.2,11.2
Sant Joan,2026-09-17,25.2,18.2,49.7,17.2,0
Sant Llorenç des Cardassar,2026-09-17,NaN,NaN,NaN,NaN,NaN
Sencelles,2026-09-17,27.8,17.7,84.9,16.3,39.37
Santa Eugènia,2026-09-17,NaN,NaN,NaN,NaN,NaN
Santa Margalida,2026-09-17,25.9,18.4,79.1,24.8,16.31
Santa María del Camí,2026-09-17,25.8,17.5,77.5,31,36.09
Santanyí,2026-09-17,NaN,NaN,NaN,NaN,NaN
Selva,2026-09-17,26.6,17.4,82.3,10.3,39.37
Sineu,2026-09-17,NaN,NaN,NaN,NaN,NaN
Sóller,2026-09-17,27,18.4,76.5,36.7,5.51
Son Servera,2026-09-17,26.9,18.7,73.5,26.3,7.8
Valldemossa,2026-09-17,24.4,16.2,76.8,23.8,9.4
Vilafranca de Bonany,2026-09-17,26.3,17,85.3,22,41.71
