Station,Date,Max Temperature (°C),Min Temperature (°C),Max Humidity (%),Min Humidity (%),Max Wind (km/h),Total Precipitation (l)
Alaró,2025-12-12,17.3,12.1,84,62,0,0
Alcúdia,2025-12-12,18.6,12.2,93,63,6.8,0
Algaida,2025-12-12,17,11.1,94,67,14.4,0
Andratx,2025-12-12,19.8,12.5,80,53,14.8,0
Ariany,2025-12-12,-,-,-,-,-,-
Artà,2025-12-12,-,-,-,-,-,-
Banyalbufar,2025-12-12,16.5,10.5,95,69,11.9,0
Binissalem,2025-12-12,18.1,11.4,96,64,11.9,0
Búger,2025-12-12,18.1,11.1,94,68,11.7,0
Bunyola,2025-12-12,18.7,12.2,88,55,13.7,0
Calvià,2025-12-12,19,12.6,86,56,17.9,0
Campanet,2025-12-12,-,-,-,-,-,-
Campos,2025-12-12,-,-,-,-,-,-
Capdepera,2025-12-12,18.1,14,84,74,12.2,0
Consell,2025-12-12,-,-,-,-,-,-
Costitx,2025-12-12,18.1,11.1,99,76,6.9,0
Deià,2025-12-12,18.5,12.2,80,61,10.1,0
Escorca,2025-12-12,11.7,7,93,78,10.1,0
Esporles,2025-12-12,17.6,9.2,98,69,15.1,0
Estellencs,2025-12-12,-,-,-,-,-,-
Felanitx,2025-12-12,-,-,-,-,-,-
Fornalutx,2025-12-12,17.4,10.5,83,56,13.4,0
Inca,2025-12-12,19.8,13.1,89,62,4.7,0
Lloret,2025-12-12,17.3,12.4,94,76,5.5,0
Lloseta,2025-12-12,18,12.6,89,63,21.2,0
Llubí,2025-12-12,18.4,11.9,93,65,9.4,0
Llucmajor,2025-12-12,18.3,12.5,92,65,18.7,0
Manacor,2025-12-12,19.1,11.5,89,68,12.2,0
Mancor,2025-12-12,-,-,-,-,-,-
Maria,2025-12-12,16.9,12.2,93,76,12.2,0
Marratxí,2025-12-12,19.8,12.5,89,58,16.1,0
Montuïri,2025-12-12,17.9,9.3,99,76,12.2,0
Muro,2025-12-12,17.8,12.8,94,76,0,0
Palma,2025-12-12,19,13.8,86,60,15.5,0
Petra,2025-12-12,19.1,10.8,92,62,12.2,0
Pollença,2025-12-12,16,11.6,69,55,11.3,0
Porreres,2025-12-12,20.2,11.4,89,57,13.3,0
Sa Pobla,2025-12-12,-,-,-,-,-,-
Puigpunyent,2025-12-12,-,-,-,-,-,-
Ses   Salines,2025-12-12,-,-,-,-,-,-
Sant   Joan,2025-12-12,17.7,12.6,73,57,13.2,0
Sant   Llorenç,2025-12-12,17.8,10.6,94,73,25.4,0
Sencelles,2025-12-12,-,-,-,-,-,-
Santa   Eugènia,2025-12-12,20.8,9.7,99,60,4.3,0
Santa   Margalida,2025-12-12,17.7,12.7,89,71,10.4,0
Santa   Maria,2025-12-12,-,-,-,-,-,-
Santanyi,2025-12-12,19.1,14,90,65,0,0
Selva,2025-12-12,-,-,-,-,-,-
Sineu,2025-12-12,17.8,10.5,99,80,4.7,0
Sóller,2025-12-12,-,-,-,-,-,-
Son   Servera,2025-12-12,-,-,-,-,-,-
Valldemossa,2025-12-12,-,-,-,-,-,-
Villafranca,2025-12-12,,,,,0,0
