Station,Date,Max Temperature (°C),Min Temperature (°C),Avg Humidity (%),Max Wind (km/h),Total Precipitation (l)
Alaró,2025-12-22,12.3,8.4,75.9,0,25.91
Alcúdia,2025-12-22,13.3,9.7,79.2,32.4,20.8
Algaida,2025-12-22,13,7.4,86.1,30.2,28.91
Andratx,2025-12-22,11.9,9.2,74.5,19.1,11.1
Ariany,2025-12-22,NaN,NaN,NaN,NaN,NaN
Artà,2025-12-22,14,8,87.6,27.7,7.8
Banyalbufar,2025-12-22,11.2,8.1,85.6,11.1,35.79
Binissalem,2025-12-22,12.4,8.1,82.4,20.6,21.84
Búger,2025-12-22,13.7,8.1,86.5,14.3,33.78
Bunyola,2025-12-22,12.4,8.1,79.7,25.3,2.29
Cabrera,2025-12-22,NaN,NaN,NaN,NaN,NaN
Calvià,2025-12-22,11.2,8.6,75.7,21.9,4.06
Campanet,2025-12-22,NaN,NaN,NaN,NaN,NaN
Campos,2025-12-22,14.1,4.8,84.9,50.1,26.42
Capdepera,2025-12-22,15.4,9.2,79.9,47.2,8.1
Consell,2025-12-22,12.1,7.6,86.8,29.9,30.23
Costitx,2025-12-22,11.8,6.2,92.8,8.2,38.4
Deià,2025-12-22,12.1,8,78.5,26.3,42.9
Escorca,2025-12-22,8.1,2.8,92.3,20.9,53.49
Esporles,2025-12-22,12.1,8.1,85.2,28,8.38
Estellencs,2025-12-22,11.5,8.7,77,17.3,29.21
Felanitx,2025-12-22,14.5,8.4,85.9,24,11.94
Fornalutx,2025-12-22,11.6,6.9,93,10.5,52.1
Inca,2025-12-22,12.9,8.2,84.7,11.6,23.09
Lloret de Vistalegre,2025-12-22,12.3,6.6,91,6.1,0
Lloseta,2025-12-22,11.9,8.8,81.9,27.7,22.5
Llubí,2025-12-22,12.8,8,85.7,11.2,31.29
Llucmajor,2025-12-22,13.4,7.1,88.3,19.8,27.2
Manacor,2025-12-22,14.7,6.7,86.5,24.8,9.4
Mancor,2025-12-22,NaN,NaN,NaN,NaN,NaN
Maria de la Salut,2025-12-22,11.9,8.2,88.2,14.4,0
Marratxí,2025-12-22,12.6,8.2,82,22.5,23.88
Montuïri,2025-12-22,12.3,7.7,90.4,15.4,25.1
Muro,2025-12-22,13.2,8.6,89.3,3.2,35.61
Palma,2025-12-22,12.9,9.2,80.1,22,19.81
Petra,2025-12-22,12.2,8.1,87,14,12.95
Pollença,2025-12-22,12.4,8.4,63.2,22.5,34.29
Porreres,2025-12-22,13.7,9.2,81.5,27.4,15.49
Sa Pobla,2025-12-22,12.9,8.7,83,19.5,44.5
Puigpunyent,2025-12-22,9.5,5.7,83.3,19.8,14.22
Ses Salines,2025-12-22,14.2,7.3,86.8,11.2,4.39
Sant Joan,2025-12-22,12.4,7.5,46.4,16.1,11.94
Sant Llorenç des Cardassar,2025-12-22,14.2,6.7,84.3,10.5,5.08
Sencelles,2025-12-22,12.7,8.8,85.1,15.8,22.61
Santa Eugènia,2025-12-22,12.8,7.2,85.6,11.3,18.29
Santa Margalida,2025-12-22,12.3,8.3,86,15.5,22.1
Santa María del Camí,2025-12-22,12.5,8.6,78.2,27,25.91
Santanyí,2025-12-22,15.9,5.9,88.9,0,6.1
Selva,2025-12-22,12.1,7.2,85.9,11.4,20.57
Sineu,2025-12-22,12.2,7.1,94.6,15.4,18.49
Sóller,2025-12-22,14.7,8.6,81.7,24.5,27.2
Son Servera,2025-12-22,15.4,9,79.1,36.7,8.1
Valldemossa,2025-12-22,10.1,6.3,84.7,18.7,35.51
Vilafranca de Bonany,2025-12-22,12.1,7.6,88.7,18.4,16.21
