Station,Date,Max Temperature (°C),Min Temperature (°C),Avg Humidity (%),Max Wind (km/h),Total Precipitation (l)
Alaró,2026-03-27,15.9,8.8,60.6,0,0
Alcúdia,2026-03-27,15.9,11.4,53.5,31.3,0
Algaida,2026-03-27,15.1,8.2,68.2,24.1,0
Andratx,2026-03-27,17.1,9.5,65.9,18,0
Ariany,2026-03-27,NaN,NaN,NaN,NaN,NaN
Artà,2026-03-27,14.2,9.7,63,32,0
Banyalbufar,2026-03-27,NaN,NaN,NaN,NaN,NaN
Binissalem,2026-03-27,18.5,6.1,69.1,20.6,0
Búger,2026-03-27,16.1,9.6,58.8,22.5,0
Bunyola,2026-03-27,NaN,NaN,NaN,NaN,NaN
Cabrera,2026-03-27,NaN,NaN,NaN,NaN,NaN
Calvià,2026-03-27,NaN,NaN,NaN,NaN,NaN
Campanet,2026-03-27,NaN,NaN,NaN,NaN,NaN
Campos,2026-03-27,NaN,NaN,NaN,NaN,NaN
Capdepera,2026-03-27,13.7,10.1,57.3,27.4,0
Consell,2026-03-27,16.7,8.5,68.5,30.3,0
Costitx,2026-03-27,16.4,7.2,74.1,16.9,0
Deià,2026-03-27,15.6,9.3,66.1,11.9,0
Escorca,2026-03-27,11,3.3,78.8,15.1,0.51
Esporles,2026-03-27,15.4,7.3,81.3,19.2,0.51
Estellencs,2026-03-27,14.8,8.8,70.1,14.8,0.79
Felanitx,2026-03-27,15.8,9.6,56.8,25.4,0
Fornalutx,2026-03-27,14.5,8.3,67.5,14.8,0
Inca,2026-03-27,18.1,9.2,59.9,18.3,0
Lloret de Vistalegre,2026-03-27,16.9,9,70.9,7.9,0
Lloseta,2026-03-27,16.8,7.9,65.3,39.6,0
Llubí,2026-03-27,16.5,9.6,58,19.1,0
Llucmajor,2026-03-27,,,,26.6,0
Manacor,2026-03-27,14.6,9.5,56.8,20.9,0
Mancor,2026-03-27,NaN,NaN,NaN,NaN,NaN
Maria de la Salut,2026-03-27,14.1,9.2,63.4,31,0
Marratxí,2026-03-27,19.1,8.6,64.5,21.1,0
Montuïri,2026-03-27,15,8.5,76.1,31.4,0
Muro,2026-03-27,NaN,NaN,NaN,NaN,NaN
Palma,2026-03-27,17,10.3,66.4,23,0
Petra,2026-03-27,15.3,9.8,56.5,25.1,0
Pollença,2026-03-27,12.8,10.4,44.9,46.7,0
Porreres,2026-03-27,15.6,9.7,60.7,28.4,0
Sa Pobla,2026-03-27,15.8,10.5,56.4,21.9,0
Puigpunyent,2026-03-27,14.7,6.9,72.1,17.9,0.25
Ses Salines,2026-03-27,16.7,6.6,65.8,6.5,0
Sant Joan,2026-03-27,13.9,9.6,64.2,24.9,0
Sant Llorenç des Cardassar,2026-03-27,NaN,NaN,NaN,NaN,NaN
Sencelles,2026-03-27,17.3,9.1,66.3,19.8,0
Santa Eugènia,2026-03-27,NaN,NaN,NaN,NaN,NaN
Santa Margalida,2026-03-27,14.8,9.7,57.6,31.3,0
Santa María del Camí,2026-03-27,16.6,7.2,67.6,23.8,0
Santanyí,2026-03-27,16.2,14.9,51.9,1.8,0
Selva,2026-03-27,NaN,NaN,NaN,NaN,NaN
Sineu,2026-03-27,NaN,NaN,NaN,NaN,NaN
Sóller,2026-03-27,15.1,9.7,66.5,22.7,0
Son Servera,2026-03-27,14.7,11.1,51.4,33.8,0
Valldemossa,2026-03-27,12.8,6.3,73.8,7.6,0.2
Vilafranca de Bonany,2026-03-27,14,9.6,63.8,31.7,0
