Station,Date,Max Temperature (°C),Min Temperature (°C),Max Humidity (%),Min Humidity (%),Max Wind (km/h),Total Precipitation (l)
Alaró,2025-11-28,15.5,6,76,48,0,0
Alcúdia,2025-11-28,16.8,4.7,86,41,18.4,0
Algaida,2025-11-28,15.1,6,80,51,22,0
Andratx,2025-11-28,16.5,5.6,85,52,13.3,0
Ariany,2025-11-28,-,-,-,-,-,-
Artà,2025-11-28,-,-,-,-,-,-
Banyalbufar,2025-11-28,14.2,6.6,88,66,5.5,0
Binissalem,2025-11-28,16.7,2.7,91,45,7.6,0
Búger,2025-11-28,18.8,3.5,92,41,11.1,0
Bunyola,2025-11-28,15.8,4.7,91,50,16.3,0
Calvià,2025-11-28,17.3,4.7,88,47,6.4,0
Campanet,2025-11-28,-,-,-,-,-,-
Campos,2025-11-28,-,-,-,-,-,-
Capdepera,2025-11-28,15.9,9.1,75,52,17.2,0
Consell,2025-11-28,-,-,-,-,-,-
Costitx,2025-11-28,15.9,3.5,92,58,10.5,0
Deià,2025-11-28,16.3,8.1,74,55,10.4,0
Escorca,2025-11-28,8.3,0.4,90,50,13,0
Esporles,2025-11-28,14.8,3.8,97,65,15.1,0
Estellencs,2025-11-28,-,-,-,-,-,-
Felanitx,2025-11-28,-,-,-,-,-,-
Fornalutx,2025-11-28,13.9,6.3,86,61,10.1,0
Inca,2025-11-28,17.7,6.5,79,46,10.1,0
Lloret,2025-11-28,17.1,5.6,84,54,6.1,0
Lloseta,2025-11-28,15.3,5,88,49,26.3,0
Llubí,2025-11-28,17,3.9,85,43,12.2,0
Llucmajor,2025-11-28,15.5,5.4,85,59,18.4,0
Manacor,2025-11-28,17.2,4.5,85,49,14,0
Mancor,2025-11-28,-,-,-,-,-,-
Maria,2025-11-28,17,7.3,79,52,14,0
Marratxí,2025-11-28,17.1,7,77,45,17.2,0
Montuïri,2025-11-28,15.9,1.2,99,58,17.7,0
Muro,2025-11-28,17.4,5.7,84,51,0,0
Palma,2025-11-28,16.6,7.8,81,51,11.2,0
Petra,2025-11-28,16.6,6.1,84,48,15,0
Pollença,2025-11-28,15.2,8.2,59,35,14.5,0
Porreres,2025-11-28,16.5,5.9,80,45,16.6,0
Sa Pobla,2025-11-28,-,-,-,-,-,-
Puigpunyent,2025-11-28,-,-,-,-,-,-
Ses   Salines,2025-11-28,-,-,-,-,-,-
Sant   Joan,2025-11-28,15.6,6.4,76,52,16.4,0
Sant   Llorenç,2025-11-28,,,0,0,3.2,0
Sencelles,2025-11-28,-,-,-,-,-,-
Santa   Eugènia,2025-11-28,17.5,1.1,99,49,10.3,0
Santa   Margalida,2025-11-28,17.2,7,80,48,11.2,0
Santa   Maria,2025-11-28,-,-,-,-,-,-
Santanyi,2025-11-28,16.8,4.1,91,60,0,0
Selva,2025-11-28,17.8,7,80,42,9.7,0.25
Sineu,2025-11-28,16.1,4.5,95,61,13,0
Sóller,2025-11-28,-,-,-,-,-,-
Son   Servera,2025-11-28,,,,,,
Valldemossa,2025-11-28,-,-,-,-,-,-
Villafranca,2025-11-28,,,,,0,0
