Station,Date,Max Temperature (°C),Min Temperature (°C),Avg Humidity (%),Max Wind (km/h),Total Precipitation (l)
Alaró,2026-02-06,17.9,12.3,55.4,0,0
Alcúdia,2026-02-06,19,12.6,62,39.6,0
Algaida,2026-02-06,15.9,12.1,76.3,34.2,0
Andratx,2026-02-06,17.2,13,69.1,28.8,0
Ariany,2026-02-06,NaN,NaN,NaN,NaN,NaN
Artà,2026-02-06,17,11.7,74.4,38.9,0
Banyalbufar,2026-02-06,,,,20.6,0
Binissalem,2026-02-06,18.5,10.7,68.6,16.6,0
Búger,2026-02-06,18.5,12.6,64.4,40.2,0
Bunyola,2026-02-06,NaN,NaN,NaN,NaN,NaN
Cabrera,2026-02-06,NaN,NaN,NaN,NaN,NaN
Calvià,2026-02-06,1.5,1.5,15,21.1,0
Campanet,2026-02-06,NaN,NaN,NaN,NaN,NaN
Campos,2026-02-06,NaN,NaN,NaN,NaN,NaN
Capdepera,2026-02-06,18.1,13.2,68.5,30.9,0
Consell,2026-02-06,17.5,11.7,71.2,25.6,0
Costitx,2026-02-06,16.8,11.4,81.5,17.7,0
Deià,2026-02-06,17.4,12.8,58.8,36.4,0
Escorca,2026-02-06,10.1,7.4,77.6,14.4,0
Esporles,2026-02-06,17.6,11.2,68.2,35.6,0
Estellencs,2026-02-06,17.8,13.7,58.8,28.8,0
Felanitx,2026-02-06,18.3,13,74.5,28,0
Fornalutx,2026-02-06,16.2,11.3,68,20.6,0
Inca,2026-02-06,18.9,12.1,66.7,20.9,0
Lloret de Vistalegre,2026-02-06,16.8,11.7,79,8.7,0
Lloseta,2026-02-06,17.1,11.5,65.9,58.3,0
Llubí,2026-02-06,18.2,12.6,67,22.3,0
Llucmajor,2026-02-06,16.6,12.5,80.2,35.6,0
Manacor,2026-02-06,17.6,12.7,70.9,36.7,0
Mancor,2026-02-06,NaN,NaN,NaN,NaN,NaN
Maria de la Salut,2026-02-06,17.3,12.2,76.3,25.6,0
Marratxí,2026-02-06,18.1,11.9,68.3,28.6,0
Montuïri,2026-02-06,16.7,12.8,80.7,56.2,0
Muro,2026-02-06,NaN,NaN,NaN,NaN,NaN
Palma,2026-02-06,18,13.4,71.4,17.3,0
Petra,2026-02-06,17.9,13.1,70.9,23.7,0
Pollença,2026-02-06,17.5,10.9,43,32.2,0
Porreres,2026-02-06,17.5,12.8,73.2,30.2,0
Sa Pobla,2026-02-06,19.4,13,63.8,29.5,0
Puigpunyent,2026-02-06,15.3,10.4,76.6,24.5,0
Ses Salines,2026-02-06,17.8,11.9,76.6,14.8,0
Sant Joan,2026-02-06,16.8,13.2,67.9,29,0
Sant Llorenç des Cardassar,2026-02-06,NaN,NaN,NaN,NaN,NaN
Sencelles,2026-02-06,17.9,12.2,72.8,26.2,0
Santa Eugènia,2026-02-06,18.3,13,71.4,20.3,0
Santa Margalida,2026-02-06,18.2,12.7,69.2,28.1,0
Santa María del Camí,2026-02-06,17,11.6,65.3,47.5,0
Santanyí,2026-02-06,18.5,13.2,80.4,10.1,0
Selva,2026-02-06,NaN,NaN,NaN,NaN,NaN
Sineu,2026-02-06,17.4,12.1,83,27,0
Sóller,2026-02-06,18,14.2,56.8,39.2,0
Son Servera,2026-02-06,18.2,13.1,66.2,31.7,0
Valldemossa,2026-02-06,14.4,10.4,65.6,38.5,0
Vilafranca de Bonany,2026-02-06,17,12.4,75.8,32.8,0
