Station,Date,Max Temperature (°C),Min Temperature (°C),Avg Humidity (%),Max Wind (km/h),Total Precipitation (l)
Alaró,2026-04-01,15.2,9.4,48.9,0,10.67
Alcúdia,2026-04-01,16.1,11.1,51.4,57.2,1.8
Algaida,2026-04-01,14.7,8.6,58.2,42.1,3.1
Andratx,2026-04-01,17.3,9.5,56.2,29.5,9.09
Ariany,2026-04-01,NaN,NaN,NaN,NaN,NaN
Artà,2026-04-01,15,9.7,64.6,42.8,0.2
Banyalbufar,2026-04-01,NaN,NaN,NaN,NaN,NaN
Binissalem,2026-04-01,16.6,8.9,58.9,23.8,4.32
Búger,2026-04-01,15.8,10.3,56.4,39.6,7.37
Bunyola,2026-04-01,NaN,NaN,NaN,NaN,NaN
Cabrera,2026-04-01,NaN,NaN,NaN,NaN,NaN
Calvià,2026-04-01,NaN,NaN,NaN,NaN,NaN
Campanet,2026-04-01,NaN,NaN,NaN,NaN,NaN
Campos,2026-04-01,NaN,NaN,NaN,NaN,NaN
Capdepera,2026-04-01,15.2,10.6,57.7,34.3,0
Consell,2026-04-01,15.6,8.9,59.6,39.9,8.13
Costitx,2026-04-01,15.7,8,63.5,18.7,4.09
Deià,2026-04-01,17,9.4,56.9,17.6,8.1
Escorca,2026-04-01,8.8,3.7,75.7,27.7,11.4
Esporles,2026-04-01,15.8,9.1,66.6,43.1,6.86
Estellencs,2026-04-01,15.6,9,60.2,21.2,15.8
Felanitx,2026-04-01,15.5,9.5,55.6,37.7,3.05
Fornalutx,2026-04-01,13.6,8.1,61.6,28,0.3
Inca,2026-04-01,18.6,9.2,59.4,20.6,6.1
Lloret de Vistalegre,2026-04-01,15.8,8,63,6.9,0
Lloseta,2026-04-01,14.9,8.7,60.3,62.3,12.29
Llubí,2026-04-01,17,9.8,53.5,27,7.39
Llucmajor,2026-04-01,,,,43.9,5.11
Manacor,2026-04-01,15,8.8,57.1,41.4,0
Mancor,2026-04-01,NaN,NaN,NaN,NaN,NaN
Maria de la Salut,2026-04-01,14.3,8.3,58.8,53.6,0
Marratxí,2026-04-01,18.3,9,56,23.3,1.52
Montuïri,2026-04-01,15.1,8.5,65.4,61.2,3.3
Muro,2026-04-01,NaN,NaN,NaN,NaN,NaN
Palma,2026-04-01,17.1,9.7,56.3,38.9,7.19
Petra,2026-04-01,16.2,9.5,54.4,31.2,3.81
Pollença,2026-04-01,13.4,10.2,41.3,64.4,1.02
Porreres,2026-04-01,15.4,9.1,54.4,48.6,3.3
Sa Pobla,2026-04-01,15.9,10.4,54.4,37,5.31
Puigpunyent,2026-04-01,12.8,6.6,66.4,26.2,14.73
Ses Salines,2026-04-01,17.5,9.1,56.3,9.4,1.3
Sant Joan,2026-04-01,14.6,9.5,55.9,29.8,2.79
Sant Llorenç des Cardassar,2026-04-01,NaN,NaN,NaN,NaN,NaN
Sencelles,2026-04-01,17.3,9.4,59.5,27.4,5.33
Santa Eugènia,2026-04-01,NaN,NaN,NaN,NaN,NaN
Santa Margalida,2026-04-01,15.1,9.6,55.5,45.4,3
Santa María del Camí,2026-04-01,16.8,8.9,53.4,49.3,3.3
Santanyí,2026-04-01,,,,37.5,0
Selva,2026-04-01,NaN,NaN,NaN,NaN,NaN
Sineu,2026-04-01,NaN,NaN,NaN,NaN,NaN
Sóller,2026-04-01,15.9,10,54.7,46.1,3.3
Son Servera,2026-04-01,15.1,10.7,53.2,48.2,0.2
Valldemossa,2026-04-01,12.1,6.8,63.3,33.1,11.4
Vilafranca de Bonany,2026-04-01,14.9,8.6,60.9,38.9,3
