Station,Date,Max Temperature (°C),Min Temperature (°C),Max Humidity (%),Min Humidity (%),Max Wind (km/h),Total Precipitation (l)
Alaró,2025-10-01,24.1,16.1,74,54,0,0
Alcúdia,2025-10-01,25.2,18.5,82,56,16.9,0
Algaida,2025-10-01,23.9,16.1,84,56,18,0
Andratx,2025-10-01,26.9,16.2,75,50,15.8,0
Ariany,2025-10-01,-,-,-,-,-,-
Artà,2025-10-01,22.6,14.3,95,64,32.2,0
Banyalbufar,2025-10-01,25.4,17.1,89,60,7.2,0
Binissalem,2025-10-01,25.3,13.3,91,55,15.8,0
Búger,2025-10-01,27.6,14.4,92,50,15.4,0
Bunyola,2025-10-01,26.6,14.5,86,46,13.4,0
Calvià,2025-10-01,26.5,15.4,81,49,17.5,0
Campanet,2025-10-01,-,-,-,-,-,-
Campos,2025-10-01,25.8,14.2,94,58,32.2,4.8
Capdepera,2025-10-01,24.1,20.1,76,57,18,0
Consell,2025-10-01,-,-,-,-,-,-
Costitx,2025-10-01,26,15.1,93,58,13,0
Deià,2025-10-01,26.5,18,75,50,8.6,0
Escorca,2025-10-01,20.6,10.2,95,64,8.3,0
Esporles,2025-10-01,24.8,14.4,91,62,18,0
Estellencs,2025-10-01,-,-,-,-,-,-
Felanitx,2025-10-01,24.7,16.6,85,61,22.5,0
Fornalutx,2025-10-01,24.2,16.4,75,52,13,0
Inca,2025-10-01,26.6,17.2,83,55,12.2,0.79
Lloret,2025-10-01,24.3,15.5,90,63,5.8,0
Lloseta,2025-10-01,24.1,15.7,87,60,23.4,0
Llubí,2025-10-01,25.6,13.3,91,53,13.7,0
Llucmajor,2025-10-01,24.4,16.9,86,60,18,0
Manacor,2025-10-01,25.3,16.2,87,55,13,0
Mancor,2025-10-01,-,-,-,-,-,-
Maria,2025-10-01,23.6,17.4,83,62,24.1,0
Marratxí,2025-10-01,27.8,15,82,44,15.4,0
Montuïri,2025-10-01,24,11.8,99,68,18.7,0
Muro,2025-10-01,24.2,17.1,87,65,0,0
Palma,2025-10-01,27.1,16.8,82,54,13.7,0
Petra,2025-10-01,24.5,14.1,93,56,23.3,6.6
Pollença,2025-10-01,22.1,17.4,62,49,27.8,0
Porreres,2025-10-01,24.1,15.5,88,57,19.4,0
Sa Pobla,2025-10-01,26.7,16.6,86,53,12.9,0
Puigpunyent,2025-10-01,24.8,13,87,57,19.3,0
Ses   Salines,2025-10-01,25.1,15.5,90,60,22.5,0
Sant   Joan,2025-10-01,23,17.1,71,62,18,0
Sant   Llorenç,2025-10-01,26.4,15,92,56,7.2,0
Sencelles,2025-10-01,24.7,14.8,87,60,27.8,0
Santa   Eugènia,2025-10-01,28.9,12.2,99,47,9.7,7.62
Santa   Margalida,2025-10-01,24.2,17.7,79,60,20.5,0
Santa   Maria,2025-10-01,-,-,-,-,-,-
Santanyi,2025-10-01,24.8,16.1,95,65,11.9,0
Selva,2025-10-01,24.9,15.4,88,55,12.2,0
Sineu,2025-10-01,25.5,14.1,99,64,9.7,0
Sóller,2025-10-01,25.7,15.2,81,51,18.5,0
Son   Servera,2025-10-01,,,,,,
Valldemossa,2025-10-01,22.9,14.7,87,55,33.8,0
Villafranca,2025-10-01,,,,,0,0
