Station,Date,Max Temperature (°C),Min Temperature (°C),Avg Humidity (%),Max Wind (km/h),Total Precipitation (l)
Alaró,2026-03-04,17.6,13.9,81.3,0,0
Alcúdia,2026-03-04,16.6,15,89.5,14.8,0
Algaida,2026-03-04,16.6,13.4,91.3,24.1,0
Andratx,2026-03-04,21.4,13.3,65.9,22,0
Ariany,2026-03-04,NaN,NaN,NaN,NaN,NaN
Artà,2026-03-04,15.6,13.7,97.6,18,0
Banyalbufar,2026-03-04,NaN,NaN,NaN,NaN,NaN
Binissalem,2026-03-04,17.4,13.7,91,14,0
Búger,2026-03-04,16.8,14.4,92.2,25.1,0
Bunyola,2026-03-04,NaN,NaN,NaN,NaN,NaN
Cabrera,2026-03-04,NaN,NaN,NaN,NaN,NaN
Calvià,2026-03-04,NaN,NaN,NaN,NaN,NaN
Campanet,2026-03-04,NaN,NaN,NaN,NaN,NaN
Campos,2026-03-04,NaN,NaN,NaN,NaN,NaN
Capdepera,2026-03-04,15.8,14.4,94.8,9.7,0
Consell,2026-03-04,16.9,13.7,92.7,19.2,0
Costitx,2026-03-04,17.2,13.2,96.3,9.7,0
Deià,2026-03-04,21.4,13.6,60.8,29.2,0
Escorca,2026-03-04,17.4,5.7,66.9,5.8,0
Esporles,2026-03-04,19.3,11.4,87,19.2,0
Estellencs,2026-03-04,19.8,12.4,68,16.6,0
Felanitx,2026-03-04,16.9,14.4,94.2,32,0
Fornalutx,2026-03-04,21.7,12.8,53.9,26.2,0
Inca,2026-03-04,17.6,14.2,91.3,6.4,0
Lloret de Vistalegre,2026-03-04,16.6,13.5,93.5,6.4,0
Lloseta,2026-03-04,16.2,13.6,92.5,35.6,0.1
Llubí,2026-03-04,17.8,13.9,89.6,12.2,0
Llucmajor,2026-03-04,,,,33.8,0
Manacor,2026-03-04,17,14.2,92.5,9.7,0
Mancor,2026-03-04,NaN,NaN,NaN,NaN,NaN
Maria de la Salut,2026-03-04,16.9,13.6,93.8,15.5,0
Marratxí,2026-03-04,17,13.9,88.5,39.6,0
Montuïri,2026-03-04,17.2,13.9,96.6,29.5,0
Muro,2026-03-04,NaN,NaN,NaN,NaN,NaN
Palma,2026-03-04,17.9,14.7,87.3,25.9,0
Petra,2026-03-04,17.9,14.7,86.9,16.1,0
Pollença,2026-03-04,15,13.6,70.2,16.1,0
Porreres,2026-03-04,17.7,14.2,88.7,19.8,0
Sa Pobla,2026-03-04,16.4,14.7,89.4,15.8,0
Puigpunyent,2026-03-04,16.7,11.8,88.9,27.4,0
Ses Salines,2026-03-04,18,14.6,88.2,10.4,0
Sant Joan,2026-03-04,16.8,14.5,53.4,18.2,0
Sant Llorenç des Cardassar,2026-03-04,NaN,NaN,NaN,NaN,NaN
Sencelles,2026-03-04,17.5,13.8,93.2,15.1,0
Santa Eugènia,2026-03-04,NaN,NaN,NaN,NaN,NaN
Santa Margalida,2026-03-04,17.4,14.1,89.2,13,0
Santa María del Camí,2026-03-04,16.8,14,85.9,32.4,0
Santanyí,2026-03-04,17.5,14.8,95.6,14.3,0
Selva,2026-03-04,16.9,13.9,89.6,9.7,0
Sineu,2026-03-04,NaN,NaN,NaN,NaN,NaN
Sóller,2026-03-04,22.5,11.8,63.3,29.2,0
Son Servera,2026-03-04,16.3,14.5,91.5,25.9,0
Valldemossa,2026-03-04,19.6,12,60.2,11.2,0
Vilafranca de Bonany,2026-03-04,17.1,14.2,92.2,19.8,0
