Station,Date,Max Temperature (°C),Min Temperature (°C),Max Humidity (%),Min Humidity (%),Max Wind (km/h),Total Precipitation (l)
Alaró,2025-07-11,-,-,-,-,-,-
Alcúdia,2025-07-11,30.9,22.2,92,64,15.1,0
Algaida,2025-07-11,30.9,22.6,91,56,22,0
Andratx,2025-07-11,31.6,23.6,84,57,14.8,0
Ariany,2025-07-11,-,-,-,-,-,-
Artà,2025-07-11,31.6,19.8,98,62,25.9,0
Banyalbufar,2025-07-11,29.2,22.1,89,73,15.1,0
Binissalem,2025-07-11,33.6,21.5,94,51,7.9,0
Búger,2025-07-11,36,21.3,95,44,14.6,0
Bunyola,2025-07-11,32.6,22.1,91,47,16.3,0
Calvià,2025-07-11,30,22.2,90,60,17.2,0
Campanet,2025-07-11,-,-,-,-,-,-
Campos,2025-07-11,31.7,23.1,92,60,37,9.6
Capdepera,2025-07-11,28.8,22.7,90,68,19.5,0
Consell,2025-07-11,-,-,-,-,-,-
Costitx,2025-07-11,31.4,21.5,99,63,8.7,0
Deià,2025-07-11,29.1,23.1,85,66,14.8,0
Escorca,2025-07-11,24.6,15.8,97,71,14.8,0.3
Esporles,2025-07-11,30.4,21.4,94,65,15.1,0
Estellencs,2025-07-11,-,-,-,-,-,-
Felanitx,2025-07-11,29.1,23.4,86,63,32.2,0
Fornalutx,2025-07-11,28.4,21.7,93,66,13.4,0.79
Inca,2025-07-11,31,23.1,88,58,10.8,16.79
Lloret,2025-07-11,30.7,21.6,95,62,7.9,0
Lloseta,2025-07-11,30.1,21.7,93,58,19.8,0.51
Llubí,2025-07-11,32.5,22,93,50,9,0
Llucmajor,2025-07-11,30.4,22.6,94,61,19.4,0
Manacor,2025-07-11,30.1,21.1,96,57,18.7,0
Mancor,2025-07-11,-,-,-,-,-,-
Maria,2025-07-11,30,22.1,96,60,24.8,0
Marratxí,2025-07-11,30.9,22.6,90,58,18.3,0
Montuïri,2025-07-11,30.8,21.2,99,65,14,0
Muro,2025-07-11,30.8,22.5,96,62,0,0
Palma,2025-07-11,31.2,24.4,84,65,10.8,0
Petra,2025-07-11,32.4,22,93,51,14.6,14.73
Pollença,2025-07-11,27.6,21.6,70,53,27.8,0
Porreres,2025-07-11,30.9,22.5,89,54,18,0
Sa Pobla,2025-07-11,34.7,22.7,90,47,10.3,0
Puigpunyent,2025-07-11,31.3,21.3,89,58,16.7,0
Ses   Salines,2025-07-11,29.1,23.9,90,69,27.8,0
Sant   Joan,2025-07-11,29.3,22.3,68,18,13.8,0
Sant   Llorenç,2025-07-11,33.3,21.7,94,53,7.4,0
Sencelles,2025-07-11,29.4,22.1,92,63,19.3,0
Santa   Eugènia,2025-07-11,33.9,22.2,97,49,18.2,0
Santa   Margalida,2025-07-11,31.9,22.1,92,53,14.8,0
Santa   Maria,2025-07-11,-,-,-,-,-,-
Santanyi,2025-07-11,33.3,22.7,95,61,4.7,0
Selva,2025-07-11,32.9,21.6,89,43,8.2,14.22
Sineu,2025-07-11,30.8,21.5,99,64,5.5,0
Sóller,2025-07-11,29.6,23,91,65,25.9,1.02
Son   Servera,2025-07-11,,,,,,
Valldemossa,2025-07-11,27.8,21,91,63,20.9,0
Villafranca,2025-07-11,,,,,0,0
