Station,Date,Max Temperature (°C),Min Temperature (°C),Avg Humidity (%),Max Wind (km/h),Total Precipitation (l)
Alaró,2026-08-28,31,25,54,0,0
Alcúdia,2026-08-28,29.6,26.2,62.3,24.8,0
Algaida,2026-08-28,31.9,24.2,64.6,21.2,0
Andratx,2026-08-28,29.3,25.9,60.3,19.8,0
Ariany,2026-08-28,NaN,NaN,NaN,NaN,NaN
Artà,2026-08-28,,,,24.8,0
Banyalbufar,2026-08-28,33,24,65,23,0
Binissalem,2026-08-28,33.2,24.1,65.9,12.6,0
Búger,2026-08-28,33.2,25,62.1,21.9,0
Bunyola,2026-08-28,NaN,NaN,NaN,NaN,NaN
Cabrera,2026-08-28,NaN,NaN,NaN,NaN,NaN
Calvià,2026-08-28,NaN,NaN,NaN,NaN,NaN
Campanet,2026-08-28,NaN,NaN,NaN,NaN,NaN
Campos,2026-08-28,NaN,NaN,NaN,NaN,NaN
Capdepera,2026-08-28,31.4,26,61.9,23.8,0
Consell,2026-08-28,32.6,23.9,65.9,21.2,0
Costitx,2026-08-28,33.1,23.8,69.4,9.7,0
Deià,2026-08-28,31.8,24.1,56,26.3,0
Escorca,2026-08-28,26.7,20,58.2,14.4,0
Esporles,2026-08-28,27.7,23.7,71.3,14.3,0
Estellencs,2026-08-28,31.7,24.6,57.6,26.6,0
Felanitx,2026-08-28,36,25.8,64.9,19.8,0
Fornalutx,2026-08-28,30.1,23.3,57.4,14.8,0
Inca,2026-08-28,32.8,25.5,64.6,20.1,0
Lloret de Vistalegre,2026-08-28,32.7,24.2,68.7,5.5,0
Lloseta,2026-08-28,31,24.6,64.1,33.5,0
Llubí,2026-08-28,NaN,NaN,NaN,NaN,NaN
Llucmajor,2026-08-28,,,,0,0
Manacor,2026-08-28,35.2,25.4,61.6,22.3,0
Mancor,2026-08-28,NaN,NaN,NaN,NaN,NaN
Maria de la Salut,2026-08-28,30.8,24.3,66.4,21.2,0
Marratxí,2026-08-28,32.3,25.1,63.8,21.9,0
Montuïri,2026-08-28,32.8,24.2,71,16.9,0
Muro,2026-08-28,NaN,NaN,NaN,NaN,NaN
Palma,2026-08-28,30.5,26.6,65.1,28.1,0
Petra,2026-08-28,33.1,25,59.4,15.4,0.76
Pollença,2026-08-28,29.5,24.5,44.7,20.9,0
Porreres,2026-08-28,33.6,24.9,62.4,20.5,0
Sa Pobla,2026-08-28,32,25.7,61.5,11.1,0
Puigpunyent,2026-08-28,27.5,23.4,65.3,15.4,0
Ses Salines,2026-08-28,35,25.6,63.3,2.2,0
Sant Joan,2026-08-28,30.7,25.1,58.4,19.6,0
Sant Llorenç des Cardassar,2026-08-28,NaN,NaN,NaN,NaN,NaN
Sencelles,2026-08-28,34.1,24.8,67.3,15.1,0
Santa Eugènia,2026-08-28,NaN,NaN,NaN,NaN,NaN
Santa Margalida,2026-08-28,30.6,25.1,63.5,19.8,0
Santa María del Camí,2026-08-28,30.7,24.3,62.4,20.5,0
Santanyí,2026-08-28,NaN,NaN,NaN,NaN,NaN
Selva,2026-08-28,25.4,24.3,61.1,5.6,0
Sineu,2026-08-28,NaN,NaN,NaN,NaN,NaN
Sóller,2026-08-28,32.5,25.4,57,28.1,0
Son Servera,2026-08-28,33.2,26.2,59.1,24.8,0
Valldemossa,2026-08-28,27.8,22.5,64.1,30.2,0
Vilafranca de Bonany,2026-08-28,32.6,24.9,67.3,22.3,0
